sample,parse_depth,type,length
t37,,negative,1
t41,,negative,1
t76,,negative,1
t79,,negative,1
t38,,negative,1
t28,,negative,1
t19,,negative,1
t67,,negative,1
t57,,negative,1
t13,,negative,1
t63 t1,,negative,2
t35 t68,,negative,2
t41 t27,,negative,2
t43 t65,,negative,2
t78 t45,,negative,2
t14 t3,,negative,2
t65 t70,,negative,2
t57 t47,,negative,2
t22 t35,,negative,2
t8 t32,,negative,2
t57 t77 t34,3.0,positive,3
t57 t64 t34,3.0,positive,3
t46 t77 t34,3.0,positive,3
t46 t64 t34,3.0,positive,3
t62 t1 t63,,negative,3
t54 t40 t56,,negative,3
t19 t26 t75,,negative,3
t57 t64 t22,,negative,3
t70 t39 t72,,negative,3
t56 t20 t25,,negative,3
t68 t4 t81,,negative,3
t71 t65 t17,,negative,3
t27 t71 t8,,negative,3
t0 t3 t10,,negative,3
t46 t72 t69 t34,4.0,positive,4
t57 t45 t64 t34,3.0,positive,4
t57 t19 t64 t34,3.0,positive,4
t46 t77 t47 t38,4.0,positive,4
t57 t35 t77 t34,3.0,positive,4
t57 t45 t77 t34,3.0,positive,4
t57 t77 t47 t38,4.0,positive,4
t57 t19 t77 t34,3.0,positive,4
t46 t64 t47 t38,4.0,positive,4
t57 t72 t69 t34,4.0,positive,4
t49 t62 t47 t37,,negative,4
t81 t1 t52 t30,,negative,4
t41 t65 t1 t33,,negative,4
t2 t66 t61 t29,,negative,4
t15 t69 t31 t32,,negative,4
t48 t31 t78 t59,,negative,4
t60 t13 t75 t20,,negative,4
t13 t2 t78 t41,,negative,4
t63 t1 t16 t2,,negative,4
t2 t73 t79 t64,,negative,4
t57 t77 t75 t7 t38,5.0,positive,5
t46 t64 t75 t7 t38,5.0,positive,5
t57 t57 t76 t16 t34,5.0,positive,5
t46 t57 t24 t53 t34,5.0,positive,5
t57 t57 t14 t16 t34,5.0,positive,5
t46 t57 t76 t53 t34,5.0,positive,5
t46 t64 t75 t62 t38,5.0,positive,5
t46 t57 t14 t53 t34,5.0,positive,5
t46 t64 t22 t7 t38,5.0,positive,5
t57 t42 t14 t53 t34,5.0,positive,5
t42 t65 t2 t24 t18,,negative,5
t44 t34 t81 t31 t24,,negative,5
