sample,parse_depth,type,length
t10,,negative,1
t0,,negative,1
t5,,negative,1
t57,,negative,1
t33,,negative,1
t17,,negative,1
t50,,negative,1
t48,,negative,1
t3,,negative,1
t39,,negative,1
t31 t32,2.0,positive,2
t15 t23,2.0,positive,2
t3 t38,2.0,positive,2
t46 t52,2.0,positive,2
t32 t52,2.0,positive,2
t50 t38,2.0,positive,2
t23 t9,2.0,positive,2
t23 t23,2.0,positive,2
t6 t32,2.0,positive,2
t46 t16,2.0,positive,2
t16 t23,,negative,2
t30 t9,,negative,2
t55 t6,,negative,2
t55 t10,,negative,2
t5 t32,,negative,2
t29 t9,,negative,2
t26 t56,,negative,2
t58 t32,,negative,2
t28 t6,,negative,2
t30 t34,,negative,2
t3 t15 t35,3.0,positive,3
t32 t27 t31,3.0,positive,3
t13 t32 t29,3.0,positive,3
t23 t18 t31,3.0,positive,3
t60 t47 t58,3.0,positive,3
t12 t55 t56,3.0,positive,3
t2 t7 t56,3.0,positive,3
t28 t10 t38,3.0,positive,3
t0 t30 t19,3.0,positive,3
t2 t17 t58,3.0,positive,3
t19 t11 t32,,negative,3
t44 t44 t12,,negative,3
t43 t24 t47,,negative,3
t11 t24 t30,,negative,3
t27 t55 t54,,negative,3
t49 t20 t2,,negative,3
t33 t31 t59,,negative,3
t56 t44 t21,,negative,3
t35 t59 t52,,negative,3
t15 t28 t58,,negative,3
t17 t50 t9 t38,4.0,positive,4
t13 t27 t36 t31,4.0,positive,4
t2 t43 t23 t7,3.0,positive,4
t54 t5 t1 t58,4.0,positive,4
t6 t25 t19 t43,4.0,positive,4
t17 t50 t3 t58,4.0,positive,4
t47 t60 t18 t9,3.0,positive,4
t32 t30 t19 t60,4.0,positive,4
t35 t18 t3 t57,4.0,positive,4
t31 t42 t55 t51,4.0,positive,4
t31 t38 t37 t47,,negative,4
t31 t50 t50 t34,,negative,4
t58 t0 t33 t8,,negative,4
t52 t36 t17 t25,,negative,4
t12 t2 t33 t30,,negative,4
t23 t7 t43 t46,,negative,4
t47 t46 t7 t60,,negative,4
t9 t26 t46 t39,,negative,4
t35 t60 t28 t36,,negative,4
t42 t58 t21 t18,,negative,4
t6 t53 t31 t21 t18,5.0,positive,5
t39 t55 t16 t47 t19,5.0,positive,5
t31 t45 t55 t33 t12,5.0,positive,5
t35 t33 t33 t15 t20,5.0,positive,5
t39 t39 t1 t53 t26,5.0,positive,5
t31 t45 t7 t22 t29,5.0,positive,5
t10 t45 t39 t15 t0,4.0,positive,5
t58 t42 t44 t17 t56,5.0,positive,5
t58 t36 t24 t32 t46,4.0,positive,5
t54 t30 t10 t15 t57,4.0,positive,5
t22 t25 t0 t3 t0,,negative,5
t44 t0 t44 t1 t1,,negative,5
t55 t18 t47 t6 t17,,negative,5
t60 t45 t3 t10 t28,,negative,5
t30 t45 t34 t15 t42,,negative,5
t30 t35 t40 t41 t26,,negative,5
t35 t54 t25 t13 t56,,negative,5
t3 t32 t52 t39 t32,,negative,5
t15 t55 t6 t43 t13,,negative,5
t25 t22 t7 t51 t58,,negative,5
t20 t7 t12 t1 t2 t32,6.0,positive,6
t39 t50 t60 t10 t6 t32,5.0,positive,6
t19 t31 t35 t18 t60 t57,4.0,positive,6
t31 t30 t30 t54 t31 t40,5.0,positive,6
t35 t49 t47 t52 t55 t7,5.0,positive,6
t20 t7 t27 t45 t18 t32,5.0,positive,6
t32 t42 t15 t24 t11 t12,5.0,positive,6
t31 t39 t59 t10 t19 t56,6.0,positive,6
t35 t51 t18 t32 t39 t10,5.0,positive,6
t54 t44 t53 t47 t46 t38,6.0,positive,6
t2 t6 t56 t56 t16 t44,,negative,6
t46 t2 t16 t37 t20 t58,,negative,6
t22 t18 t46 t6 t39 t18,,negative,6
t57 t1 t24 t40 t44 t41,,negative,6
t46 t48 t0 t3 t3 t29,,negative,6
t11 t1 t24 t53 t9 t46,,negative,6
t24 t38 t44 t13 t57 t53,,negative,6
t42 t51 t33 t31 t26 t37,,negative,6
t51 t25 t28 t36 t29 t30,,negative,6
t20 t22 t15 t45 t24 t11,,negative,6
t23 t18 t20 t31 t10 t43 t47,7.0,positive,7
t0 t17 t1 t35 t57 t36 t19,7.0,positive,7
t25 t3 t7 t32 t9 t23 t46,5.0,positive,7
t32 t58 t49 t45 t0 t20 t6,7.0,positive,7
t43 t1 t10 t3 t53 t6 t58,5.0,positive,7
t31 t39 t40 t10 t3 t45 t18,6.0,positive,7
t24 t38 t13 t15 t6 t43 t32,6.0,positive,7
t58 t31 t1 t3 t18 t2 t38,6.0,positive,7
t46 t49 t49 t39 t39 t54 t47,7.0,positive,7
t23 t17 t12 t17 t46 t53 t31,5.0,positive,7
t11 t46 t9 t31 t21 t35 t32,,negative,7
t53 t49 t53 t53 t38 t58 t22,,negative,7
t18 t57 t40 t28 t1 t18 t60,,negative,7
t48 t2 t1 t3 t53 t9 t56,,negative,7
t11 t16 t0 t59 t12 t8 t20,,negative,7
t48 t48 t49 t55 t57 t15 t55,,negative,7
t50 t27 t59 t57 t47 t16 t8,,negative,7
t42 t5 t58 t42 t43 t51 t10,,negative,7
t6 t24 t41 t41 t43 t49 t27,,negative,7
t60 t12 t16 t21 t56 t32 t38,,negative,7
t18 t50 t10 t24 t30 t38 t18 t32,7.0,positive,8
t15 t3 t55 t23 t20 t28 t7 t31,7.0,positive,8
t20 t35 t12 t11 t51 t39 t46 t58,5.0,positive,8
t32 t18 t19 t23 t51 t56 t39 t12,8.0,positive,8
t19 t20 t46 t45 t31 t54 t41 t10,6.0,positive,8
t0 t42 t44 t36 t3 t32 t16 t36,6.0,positive,8
t17 t33 t12 t53 t12 t46 t51 t15,6.0,positive,8
t18 t31 t13 t24 t3 t3 t44 t53,6.0,positive,8
t6 t33 t39 t56 t32 t27 t42 t20,6.0,positive,8
t11 t30 t43 t1 t46 t21 t16 t26,5.0,positive,8
t50 t20 t24 t36 t52 t29 t11 t34,,negative,8
t38 t56 t18 t6 t21 t15 t31 t17,,negative,8
t1 t27 t53 t20 t32 t24 t38 t20,,negative,8
t3 t32 t24 t23 t7 t45 t40 t44,,negative,8
t1 t16 t13 t33 t56 t5 t23 t38,,negative,8
t9 t56 t35 t53 t40 t9 t48 t32,,negative,8
t10 t26 t33 t6 t22 t47 t59 t3,,negative,8
t6 t44 t55 t8 t31 t23 t38 t45,,negative,8
t40 t25 t0 t24 t38 t19 t19 t25,,negative,8
t59 t1 t3 t7 t3 t52 t41 t37,,negative,8
t50 t49 t28 t20 t18 t20 t6 t25 t53,6.0,positive,9
t20 t12 t18 t33 t10 t51 t39 t30 t19,7.0,positive,9
t35 t18 t46 t60 t7 t56 t44 t25 t24,7.0,positive,9
t23 t11 t39 t15 t33 t19 t51 t38 t47,9.0,positive,9
t58 t47 t27 t40 t12 t46 t51 t23 t57,7.0,positive,9
t49 t39 t19 t25 t37 t11 t10 t42 t58,8.0,positive,9
t36 t19 t59 t30 t46 t32 t47 t15 t0,8.0,positive,9
t23 t58 t45 t50 t29 t53 t19 t20 t2,8.0,positive,9
t0 t1 t49 t22 t47 t51 t2 t7 t58,7.0,positive,9
t35 t39 t53 t5 t18 t12 t52 t53 t13,7.0,positive,9
t0 t38 t28 t28 t31 t51 t40 t6 t9,,negative,9
t43 t0 t28 t57 t11 t44 t55 t6 t49,,negative,9
t30 t41 t3 t5 t12 t16 t42 t47 t53,,negative,9
t18 t36 t37 t16 t44 t24 t34 t51 t22,,negative,9
t47 t26 t37 t31 t42 t35 t50 t47 t38,,negative,9
t12 t18 t59 t1 t27 t21 t28 t59 t32,,negative,9
t43 t6 t25 t11 t7 t19 t47 t44 t12,,negative,9
