sample,parse_depth,type,length
t369,,negative,1
t188,,negative,1
t238,,negative,1
t74,,negative,1
t79,,negative,1
t138,,negative,1
t187,,negative,1
t33,,negative,1
t243,,negative,1
t42,,negative,1
t85 t305,2.0,positive,2
t96 t24,2.0,positive,2
t175 t315,2.0,positive,2
t360 t315,2.0,positive,2
t42 t382,2.0,positive,2
t208 t337,2.0,positive,2
t208 t166,2.0,positive,2
t0 t71,2.0,positive,2
t195 t331,2.0,positive,2
t245 t96,2.0,positive,2
t74 t331,,negative,2
t87 t246,,negative,2
t357 t393,,negative,2
t87 t286,,negative,2
t71 t79,,negative,2
t378 t59,,negative,2
t235 t337,,negative,2
t359 t195,,negative,2
t243 t165,,negative,2
t263 t136,,negative,2
t271 t51 t138,3.0,positive,3
t360 t166 t236,3.0,positive,3
t359 t378 t382,3.0,positive,3
t80 t200 t238,3.0,positive,3
t80 t306 t361,3.0,positive,3
t86 t284 t195,3.0,positive,3
t195 t131 t244,3.0,positive,3
t195 t87 t166,3.0,positive,3
t378 t89 t382,3.0,positive,3
t175 t331 t101,3.0,positive,3
t35 t305 t361,,negative,3
t216 t82 t283,,negative,3
t165 t224 t245,,negative,3
t331 t119 t255,,negative,3
t379 t360 t104,,negative,3
t331 t359 t119,,negative,3
t245 t212 t73,,negative,3
t216 t200 t136,,negative,3
t107 t168 t319,,negative,3
t283 t85 t236,,negative,3
t195 t136 t107 t181,4.0,positive,4
t0 t87 t84 t154,3.0,positive,4
t195 t84 t154 t238,4.0,positive,4
t393 t104 t168 t315,4.0,positive,4
t244 t166 t200 t166,3.0,positive,4
t0 t131 t246 t42,4.0,positive,4
t85 t96 t263 t382,4.0,positive,4
t208 t337 t284 t382,4.0,positive,4
t244 t300 t359 t166,4.0,positive,4
t195 t87 t393 t208,3.0,positive,4
t74 t51 t84 t187,,negative,4
t23 t208 t370 t96,,negative,4
t396 t183 t187 t208,,negative,4
t201 t153 t79 t165,,negative,4
t40 t243 t327 t166,,negative,4
t165 t154 t188 t236,,negative,4
t138 t82 t236 t348,,negative,4
t59 t305 t235 t243,,negative,4
t283 t271 t42 t360,,negative,4
t136 t96 t370 t246,,negative,4
t271 t129 t131 t87 t305,5.0,positive,5
t195 t331 t138 t272 t369,5.0,positive,5
t208 t216 t246 t114 t21,4.0,positive,5
t360 t175 t186 t166 t79,5.0,positive,5
t283 t166 t131 t24 t263,4.0,positive,5
t208 t299 t33 t131 t348,5.0,positive,5
t195 t315 t224 t129 t71,4.0,positive,5
t208 t286 t387 t24 t243,5.0,positive,5
t85 t300 t359 t196 t189,4.0,positive,5
t166 t51 t200 t73 t165,4.0,positive,5
t108 t35 t28 t166 t42,,negative,5
t104 t235 t370 t108 t396,,negative,5
t183 t24 t89 t84 t227,,negative,5
