sample,parse_depth,type,length
t14,,negative,1
t2,,negative,1
t9,,negative,1
t21,,negative,1
t3,,negative,1
t1,,negative,1
t26,,negative,1
t22,,negative,1
t30,,negative,1
t34,,negative,1
t2 t24,2.0,positive,2
t2 t22,2.0,positive,2
t27 t26,2.0,positive,2
t2 t12,2.0,positive,2
t27 t0,2.0,positive,2
t2 t32,2.0,positive,2
t27 t24,2.0,positive,2
t20 t13,,negative,2
t14 t9,,negative,2
t25 t8,,negative,2
t1 t0,,negative,2
t25 t11,,negative,2
t22 t26,,negative,2
t20 t11,,negative,2
t3 t12,,negative,2
t9 t35,,negative,2
t30 t11,,negative,2
t23 t18 t13,3.0,positive,3
t18 t27 t24,3.0,positive,3
t27 t12 t28,3.0,positive,3
t25 t12 t30,3.0,positive,3
t2 t14 t26,3.0,positive,3
t13 t19 t26,3.0,positive,3
t3 t19 t0,3.0,positive,3
t18 t10 t12,3.0,positive,3
t27 t31 t25,3.0,positive,3
t13 t21 t12,3.0,positive,3
t24 t27 t10,,negative,3
t6 t11 t24,,negative,3
t31 t18 t31,,negative,3
t25 t32 t32,,negative,3
t2 t2 t23,,negative,3
t25 t15 t9,,negative,3
t2 t3 t25,,negative,3
t17 t15 t22,,negative,3
t30 t17 t26,,negative,3
t33 t7 t20,,negative,3
t9 t12 t28 t22,4.0,positive,4
t9 t32 t28 t12,4.0,positive,4
t25 t25 t19 t0,4.0,positive,4
t11 t24 t22 t32,4.0,positive,4
t18 t10 t1 t9,3.0,positive,4
t6 t0 t0 t22,4.0,positive,4
t31 t19 t28 t25,3.0,positive,4
t27 t28 t27 t25,4.0,positive,4
t0 t9 t22 t34,4.0,positive,4
t11 t24 t22 t24,4.0,positive,4
t32 t31 t13 t32,,negative,4
t12 t17 t27 t17,,negative,4
t10 t32 t13 t28,,negative,4
t19 t9 t30 t15,,negative,4
t23 t11 t26 t27,,negative,4
t10 t18 t9 t0,,negative,4
t20 t20 t1 t3,,negative,4
t1 t23 t24 t28,,negative,4
t3 t31 t32 t2,,negative,4
t31 t32 t17 t9,,negative,4
t3 t19 t13 t23 t28,4.0,positive,5
t13 t18 t18 t14 t0,4.0,positive,5
t19 t33 t12 t29 t24,4.0,positive,5
t21 t10 t26 t19 t26,5.0,positive,5
t19 t12 t34 t2 t34,5.0,positive,5
t33 t18 t30 t13 t0,4.0,positive,5
t23 t30 t26 t13 t34,4.0,positive,5
t2 t22 t31 t22 t18,5.0,positive,5
t27 t29 t22 t29 t26,5.0,positive,5
t13 t19 t9 t17 t11,4.0,positive,5
t34 t0 t20 t21 t23,,negative,5
t21 t12 t1 t28 t6,,negative,5
t3 t9 t19 t14 t22,,negative,5
t28 t31 t12 t4 t35,,negative,5
t6 t3 t10 t22 t25,,negative,5
t8 t13 t20 t27 t15,,negative,5
t34 t34 t14 t25 t28,,negative,5
t29 t24 t14 t33 t33,,negative,5
t0 t0 t11 t33 t1,,negative,5
t2 t11 t7 t1 t4,,negative,5
t19 t34 t18 t33 t17 t4,5.0,positive,6
t0 t33 t3 t19 t33 t24,5.0,positive,6
t23 t13 t23 t24 t29 t19,5.0,positive,6
t19 t20 t30 t10 t19 t18,6.0,positive,6
t2 t14 t4 t6 t4 t27,6.0,positive,6
t26 t22 t22 t19 t18 t12,5.0,positive,6
t11 t27 t29 t28 t22 t22,6.0,positive,6
t1 t30 t22 t28 t2 t12,6.0,positive,6
t19 t34 t11 t22 t0 t9,6.0,positive,6
t25 t24 t1 t18 t27 t23,6.0,positive,6
t32 t31 t24 t34 t31 t30,,negative,6
t13 t14 t31 t23 t32 t25,,negative,6
t34 t30 t3 t29 t26 t12,,negative,6
t30 t6 t32 t7 t1 t25,,negative,6
t17 t17 t29 t6 t29 t14,,negative,6
t27 t2 t30 t13 t32 t13,,negative,6
t15 t19 t35 t18 t1 t14,,negative,6
t1 t24 t13 t26 t35 t19,,negative,6
t19 t28 t34 t22 t7 t6,,negative,6
t28 t11 t19 t20 t19 t23,,negative,6
t18 t18 t27 t33 t2 t30 t1,5.0,positive,7
t0 t9 t31 t21 t9 t25 t11,5.0,positive,7
t14 t34 t1 t33 t14 t18 t13,5.0,positive,7
t27 t22 t14 t21 t11 t25 t18,6.0,positive,7
t19 t14 t7 t17 t11 t1 t9,7.0,positive,7
t6 t19 t17 t18 t30 t13 t27,6.0,positive,7
t0 t13 t19 t33 t13 t29 t34,6.0,positive,7
t11 t2 t28 t9 t17 t1 t34,4.0,positive,7
t11 t32 t29 t26 t10 t19 t0,6.0,positive,7
t14 t14 t30 t22 t14 t4 t27,6.0,positive,7
t9 t13 t24 t23 t20 t10 t17,,negative,7
t20 t7 t13 t9 t28 t8 t22,,negative,7
t13 t3 t25 t12 t24 t31 t24,,negative,7
t30 t30 t2 t20 t12 t15 t14,,negative,7
t9 t15 t19 t34 t7 t12 t4,,negative,7
t20 t17 t10 t10 t6 t28 t26,,negative,7
t28 t26 t33 t14 t0 t3 t14,,negative,7
t7 t29 t13 t0 t14 t29 t31,,negative,7
t0 t6 t22 t15 t6 t9 t1,,negative,7
t15 t2 t13 t17 t34 t11 t3,,negative,7
t25 t33 t26 t20 t26 t34 t19 t0,8.0,positive,8
t29 t4 t0 t26 t0 t9 t22 t12,7.0,positive,8
t33 t0 t11 t19 t21 t33 t25 t12,7.0,positive,8
t11 t12 t28 t27 t17 t13 t4 t27,6.0,positive,8
t27 t1 t34 t9 t24 t22 t33 t26,6.0,positive,8
t19 t29 t9 t18 t26 t11 t0 t8,8.0,positive,8
t11 t18 t0 t26 t33 t18 t2 t30,7.0,positive,8
t31 t19 t27 t29 t10 t1 t11 t11,7.0,positive,8
t18 t29 t30 t29 t1 t1 t30 t12,7.0,positive,8
t14 t31 t19 t33 t0 t7 t19 t21,5.0,positive,8
t11 t17 t20 t11 t18 t18 t3 t12,,negative,8
t31 t28 t12 t27 t20 t15 t33 t3,,negative,8
t8 t21 t28 t21 t25 t14 t28 t13,,negative,8
t33 t35 t34 t30 t11 t7 t9 t3,,negative,8
t15 t20 t20 t1 t4 t19 t3 t30,,negative,8
t4 t6 t13 t32 t21 t12 t3 t27,,negative,8
t20 t25 t9 t10 t9 t14 t19 t34,,negative,8
t0 t4 t20 t1 t33 t8 t20 t6,,negative,8
t19 t31 t24 t30 t30 t13 t15 t24,,negative,8
t10 t23 t7 t27 t28 t9 t18 t31,,negative,8
t18 t12 t29 t12 t28 t19 t0 t33 t30,6.0,positive,9
t19 t18 t14 t22 t15 t8 t1 t12 t7,9.0,positive,9
t28 t21 t28 t25 t26 t28 t28 t19 t0,8.0,positive,9
t19 t14 t21 t10 t25 t11 t0 t0 t4,8.0,positive,9
t6 t9 t24 t8 t30 t1 t8 t28 t22,8.0,positive,9
t26 t22 t22 t22 t28 t28 t22 t12 t32,9.0,positive,9
t26 t18 t29 t1 t31 t19 t26 t19 t0,9.0,positive,9
t0 t9 t18 t26 t28 t18 t34 t26 t28,6.0,positive,9
t26 t22 t7 t18 t27 t17 t13 t27 t0,8.0,positive,9
t9 t24 t28 t14 t30 t22 t28 t22 t18,7.0,positive,9
t15 t1 t28 t18 t10 t18 t22 t13 t30,,negative,9
t21 t17 t19 t32 t31 t30 t18 t18 t14,,negative,9
t15 t31 t13 t10 t10 t9 t9 t28 t27,,negative,9
t35 t4 t27 t13 t30 t21 t30 t6 t12,,negative,9
t4 t11 t11 t34 t19 t3 t34 t15 t23,,negative,9
t32 t26 t25 t30 t33 t19 t12 t9 t35,,negative,9
t7 t32 t30 t18 t10 t35 t11 t19 t31,,negative,9
t23 t14 t27 t9 t26 t24 t20 t19 t8,,negative,9
t0 t27 t1 t6 t28 t11 t13 t7 t22,,negative,9
t2 t30 t8 t19 t30 t11 t22 t0 t30,,negative,9
t30 t24 t7 t26 t30 t7 t13 t14 t11 t26,9.0,positive,10
t21 t2 t1 t19 t14 t34 t29 t9 t18 t26,7.0,positive,10
t32 t26 t11 t25 t26 t28 t28 t14 t19 t0,9.0,positive,10
t27 t30 t32 t22 t33 t0 t12 t11 t32 t31,9.0,positive,10
t20 t14 t11 t13 t22 t22 t15 t34 t24 t27,7.0,positive,10
t11 t15 t34 t22 t30 t0 t1 t11 t28 t22,8.0,positive,10
t2 t4 t0 t30 t0 t33 t19 t2 t30 t26,8.0,positive,10
t14 t11 t23 t12 t34 t1 t9 t1 t1 t13,9.0,positive,10
t14 t14 t30 t14 t18 t27 t34 t1 t33 t27,9.0,positive,10
t0 t26 t22 t33 t26 t28 t18 t34 t8 t14,8.0,positive,10
t9 t33 t15 t14 t6 t17 t8 t21 t9 t1,,negative,10
t2 t33 t13 t2 t22 t21 t1 t22 t26 t0,,negative,10
t20 t18 t0 t9 t4 t35 t24 t1 t11 t33,,negative,10
t32 t28 t33 t11 t23 t28 t1 t22 t19 t17,,negative,10
t4 t21 t27 t34 t8 t25 t32 t14 t14 t4,,negative,10
t0 t19 t32 t23 t14 t30 t19 t21 t18 t2,,negative,10
t21 t29 t3 t25 t2 t30 t12 t11 t31 t25,,negative,10
t2 t10 t19 t1 t33 t28 t30 t13 t18 t17,,negative,10
t0 t32 t2 t30 t12 t15 t22 t3 t34 t10,,negative,10
t2 t35 t13 t4 t32 t13 t31 t27 t23 t4,,negative,10
t6 t34 t26 t2 t2 t15 t22 t24 t24 t9 t6,8.0,positive,11
t29 t19 t9 t22 t29 t22 t17 t13 t2 t30 t24,11.0,positive,11
t14 t18 t18 t34 t14 t23 t25 t9 t28 t27 t21,10.0,positive,11
t33 t6 t8 t30 t29 t24 t8 t33 t10 t30 t32,10.0,positive,11
t9 t11 t13 t0 t13 t31 t11 t12 t22 t33 t26,6.0,positive,11
t25 t26 t28 t26 t28 t35 t11 t24 t8 t4 t0,9.0,positive,11
t3 t6 t1 t9 t31 t22 t28 t22 t17 t33 t20,7.0,positive,11
t27 t14 t11 t30 t19 t26 t31 t27 t17 t10 t29,8.0,positive,11
t0 t14 t35 t14 t4 t3 t20 t34 t1 t27 t26,7.0,positive,11
t21 t29 t20 t2 t12 t14 t18 t3 t26 t22 t24,8.0,positive,11
t7 t4 t4 t26 t18 t4 t29 t19 t11 t7 t14,,negative,11
t0 t6 t3 t30 t31 t8 t35 t32 t19 t4 t34,,negative,11
t21 t27 t4 t10 t20 t11 t30 t9 t3 t23 t7,,negative,11
t13 t27 t29 t6 t30 t10 t14 t26 t32 t2 t22,,negative,11
t21 t28 t2 t35 t27 t20 t8 t7 t27 t28 t33,,negative,11
t27 t29 t20 t3 t15 t19 t6 t31 t27 t11 t28,,negative,11
t20 t12 t13 t33 t32 t26 t8 t3 t34 t24 t13,,negative,11
t22 t27 t15 t6 t4 t21 t25 t1 t4 t18 t3,,negative,11
t10 t30 t34 t34 t12 t29 t8 t14 t2 t32 t19,,negative,11
t23 t17 t34 t30 t17 t34 t4 t11 t30 t35 t24,,negative,11
t18 t29 t9 t29 t1 t11 t23 t9 t20 t33 t9 t13,10.0,positive,12
t18 t27 t33 t11 t28 t30 t13 t32 t14 t18 t26 t22,7.0,positive,12
t29 t28 t17 t30 t1 t0 t29 t19 t7 t0 t1 t29,8.0,positive,12
t15 t32 t7 t22 t22 t22 t28 t22 t13 t18 t26 t12,10.0,positive,12
t26 t22 t25 t9 t0 t21 t1 t18 t8 t25 t4 t4,8.0,positive,12
t19 t1 t34 t21 t18 t9 t29 t28 t27 t6 t26 t8,11.0,positive,12
t25 t23 t26 t22 t22 t12 t29 t28 t26 t11 t19 t13,8.0,positive,12
t19 t33 t0 t22 t29 t22 t17 t17 t4 t9 t24 t11,9.0,positive,12
t2 t29 t22 t1 t11 t10 t34 t33 t11 t32 t28 t18,9.0,positive,12
t27 t22 t9 t24 t26 t18 t15 t19 t17 t6 t20 t18,11.0,positive,12
t15 t6 t25 t22 t4 t23 t0 t21 t15 t6 t32 t28,,negative,12
t26 t34 t17 t11 t8 t8 t33 t32 t24 t34 t29 t9,,negative,12
t34 t28 t1 t14 t32 t11 t2 t20 t18 t9 t14 t11,,negative,12
t14 t9 t30 t7 t13 t3 t2 t20 t19 t17 t23 t6,,negative,12
t30 t11 t18 t24 t27 t15 t22 t3 t22 t13 t14 t30,,negative,12
t4 t28 t27 t34 t11 t21 t30 t33 t32 t19 t25 t3,,negative,12
t34 t18 t29 t20 t17 t7 t2 t0 t19 t10 t28 t32,,negative,12
t29 t1 t25 t33 t2 t12 t30 t15 t4 t9 t13 t24,,negative,12
t30 t33 t22 t25 t26 t24 t32 t6 t24 t7 t2 t4,,negative,12
t20 t14 t21 t26 t11 t26 t23 t3 t10 t10 t31 t12,,negative,12
t27 t17 t14 t4 t28 t3 t9 t33 t0 t14 t30 t27 t33,8.0,positive,13
t8 t6 t19 t21 t30 t22 t11 t22 t34 t30 t18 t17 t0,9.0,positive,13
t14 t18 t29 t27 t11 t22 t22 t22 t28 t33 t27 t33 t0,11.0,positive,13
t29 t17 t0 t9 t29 t6 t27 t34 t0 t9 t19 t28 t25,10.0,positive,13
t19 t14 t9 t9 t29 t22 t7 t13 t30 t1 t34 t28 t29,11.0,positive,13
t19 t18 t29 t21 t2 t26 t1 t28 t34 t6 t15 t22 t7,10.0,positive,13
t6 t26 t12 t1 t0 t24 t6 t14 t33 t0 t13 t22 t33,9.0,positive,13
t19 t24 t30 t6 t34 t2 t26 t21 t2 t1 t28 t34 t9,8.0,positive,13
t23 t9 t7 t19 t15 t34 t26 t18 t29 t28 t2 t12 t33,11.0,positive,13
t28 t19 t31 t19 t26 t29 t19 t14 t9 t33 t29 t22 t1,8.0,positive,13
t24 t4 t3 t11 t32 t28 t33 t17 t28 t23 t26 t13 t19,,negative,13
t14 t30 t35 t0 t18 t8 t12 t22 t3 t26 t30 t26 t34,,negative,13
t21 t25 t15 t14 t1 t25 t15 t10 t25 t27 t12 t4 t9,,negative,13
t28 t27 t33 t23 t21 t19 t20 t15 t7 t33 t6 t32 t20,,negative,13
t2 t25 t14 t14 t33 t27 t30 t14 t30 t19 t35 t6 t7,,negative,13
t27 t34 t2 t21 t9 t30 t14 t17 t28 t15 t26 t9 t15,,negative,13
t0 t1 t18 t35 t1 t7 t25 t0 t12 t17 t22 t2 t0,,negative,13
t3 t6 t11 t7 t28 t11 t28 t22 t6 t1 t13 t18 t28,,negative,13
t9 t10 t1 t27 t22 t0 t0 t11 t6 t1 t18 t15 t6,,negative,13
t14 t18 t13 t3 t30 t15 t11 t6 t30 t14 t15 t8 t8,,negative,13
t26 t23 t22 t9 t30 t33 t0 t13 t17 t8 t30 t4 t2 t32,10.0,positive,14
t14 t18 t21 t27 t33 t26 t1 t27 t34 t4 t26 t14 t11 t27,12.0,positive,14
t31 t26 t30 t26 t7 t1 t29 t33 t1 t15 t32 t7 t22 t24,8.0,positive,14
t25 t25 t14 t29 t31 t25 t26 t22 t27 t12 t28 t18 t29 t9,12.0,positive,14
t11 t22 t14 t9 t1 t24 t7 t13 t2 t34 t11 t28 t19 t24,11.0,positive,14
t22 t9 t6 t18 t28 t34 t19 t33 t18 t26 t23 t33 t4 t27,10.0,positive,14
t18 t27 t34 t34 t0 t33 t26 t28 t18 t6 t0 t33 t2 t28,9.0,positive,14
