sample,parse_depth,type,length
t24,,negative,1
t10,,negative,1
t11,,negative,1
t20,,negative,1
t7,,negative,1
t27,,negative,1
t9,,negative,1
t18,,negative,1
t0,,negative,1
t25,,negative,1
t6 t13,2.0,positive,2
t22 t0,2.0,positive,2
t6 t0,2.0,positive,2
t22 t28,2.0,positive,2
t24 t16,2.0,positive,2
t24 t2,2.0,positive,2
t24 t23,2.0,positive,2
t4 t2,2.0,positive,2
t6 t28,2.0,positive,2
t21 t16,2.0,positive,2
t18 t26,,negative,2
t15 t0,,negative,2
t12 t26,,negative,2
t5 t28,,negative,2
t7 t19,,negative,2
t11 t6,,negative,2
t3 t16,,negative,2
t22 t19,,negative,2
t8 t2,,negative,2
t18 t19,,negative,2
t4 t7 t4,3.0,positive,3
t4 t7 t8,3.0,positive,3
t20 t29 t16,3.0,positive,3
t29 t16 t28,3.0,positive,3
t21 t4 t4,3.0,positive,3
t21 t19 t6,3.0,positive,3
t4 t24 t11,3.0,positive,3
t24 t4 t3,3.0,positive,3
t20 t21 t2,3.0,positive,3
t21 t26 t11,3.0,positive,3
t29 t8 t20,,negative,3
t8 t27 t13,,negative,3
t0 t11 t7,,negative,3
t2 t6 t24,,negative,3
t8 t16 t23,,negative,3
t22 t2 t19,,negative,3
t16 t27 t11,,negative,3
t2 t24 t11,,negative,3
t0 t19 t19,,negative,3
t4 t9 t27,,negative,3
t4 t0 t13 t26,4.0,positive,4
t19 t13 t8 t17,3.0,positive,4
t14 t22 t20 t0,4.0,positive,4
t19 t3 t26 t23,4.0,positive,4
t22 t22 t26 t5,4.0,positive,4
t9 t26 t3 t0,4.0,positive,4
t29 t24 t23 t0,4.0,positive,4
t24 t26 t21 t26,4.0,positive,4
t22 t22 t22 t24,4.0,positive,4
t23 t13 t24 t11,3.0,positive,4
t6 t10 t2 t3,,negative,4
t8 t7 t12 t26,,negative,4
t20 t5 t16 t21,,negative,4
t12 t10 t3 t25,,negative,4
t6 t16 t2 t27,,negative,4
t14 t15 t26 t27,,negative,4
t4 t26 t12 t14,,negative,4
t2 t3 t16 t21,,negative,4
t21 t11 t7 t25,,negative,4
t2 t19 t21 t9,,negative,4
t4 t7 t24 t22 t17,5.0,positive,5
t28 t2 t16 t22 t8,4.0,positive,5
t20 t21 t14 t8 t6,4.0,positive,5
t4 t28 t24 t5 t0,4.0,positive,5
t22 t13 t24 t15 t17,4.0,positive,5
t29 t29 t22 t20 t13,4.0,positive,5
t22 t16 t22 t13 t14,5.0,positive,5
t21 t28 t28 t0 t8,4.0,positive,5
t4 t9 t8 t15 t8,4.0,positive,5
t29 t22 t18 t6 t0,4.0,positive,5
t18 t24 t10 t29 t16,,negative,5
t28 t22 t25 t22 t8,,negative,5
t11 t9 t6 t0 t0,,negative,5
t10 t16 t13 t15 t19,,negative,5
t12 t23 t3 t14 t20,,negative,5
t13 t22 t17 t24 t20,,negative,5
t13 t7 t12 t27 t7,,negative,5
t9 t27 t13 t6 t19,,negative,5
t23 t7 t14 t17 t29,,negative,5
t29 t0 t24 t13 t8,,negative,5
t4 t4 t28 t22 t15 t13,5.0,positive,6
t22 t3 t8 t6 t22 t29,5.0,positive,6
t22 t18 t22 t15 t0 t14,5.0,positive,6
t13 t6 t23 t17 t14 t27,4.0,positive,6
t19 t29 t13 t8 t23 t8,4.0,positive,6
t13 t16 t8 t22 t19 t3,5.0,positive,6
t22 t3 t13 t18 t29 t16,4.0,positive,6
t19 t20 t14 t22 t19 t0,6.0,positive,6
t19 t9 t15 t3 t13 t13,5.0,positive,6
t29 t22 t21 t7 t22 t28,6.0,positive,6
t11 t27 t13 t12 t18 t3,,negative,6
t14 t20 t6 t21 t19 t17,,negative,6
t7 t20 t24 t17 t4 t29,,negative,6
t4 t19 t20 t15 t29 t18,,negative,6
t2 t13 t13 t9 t23 t27,,negative,6
t8 t5 t25 t16 t3 t7,,negative,6
t27 t26 t28 t16 t19 t6,,negative,6
t7 t20 t26 t27 t10 t18,,negative,6
t24 t17 t24 t9 t4 t23,,negative,6
t6 t7 t10 t8 t4 t25,,negative,6
t8 t8 t19 t22 t22 t13 t13,5.0,positive,7
t22 t16 t29 t26 t10 t19 t24,5.0,positive,7
t22 t24 t3 t15 t16 t14 t8,5.0,positive,7
t22 t22 t7 t8 t29 t24 t27,6.0,positive,7
t19 t8 t17 t8 t21 t26 t3,6.0,positive,7
t22 t5 t22 t14 t19 t6 t13,6.0,positive,7
t22 t16 t24 t19 t15 t18 t26,5.0,positive,7
t4 t29 t15 t17 t4 t22 t14,5.0,positive,7
t17 t22 t9 t29 t24 t4 t3,5.0,positive,7
t24 t13 t10 t22 t25 t16 t8,6.0,positive,7
t16 t8 t12 t6 t4 t26 t8,,negative,7
t12 t26 t11 t26 t18 t14 t14,,negative,7
t3 t0 t29 t0 t12 t8 t19,,negative,7
t27 t29 t13 t19 t2 t4 t18,,negative,7
t12 t20 t21 t9 t29 t7 t26,,negative,7
t11 t23 t26 t14 t24 t19 t8,,negative,7
t2 t4 t28 t5 t22 t3 t12,,negative,7
t3 t8 t12 t4 t24 t19 t8,,negative,7
t9 t23 t26 t5 t5 t27 t2,,negative,7
t22 t29 t27 t19 t14 t8 t11,,negative,7
t24 t26 t15 t2 t8 t28 t22 t16,5.0,positive,8
t24 t23 t21 t28 t8 t21 t22 t5,5.0,positive,8
t21 t8 t9 t0 t6 t4 t14 t13,7.0,positive,8
t4 t28 t15 t14 t24 t14 t22 t8,6.0,positive,8
t3 t4 t23 t7 t8 t13 t4 t6,6.0,positive,8
t22 t16 t22 t8 t7 t17 t16 t8,7.0,positive,8
t29 t22 t22 t26 t23 t24 t17 t0,8.0,positive,8
t22 t6 t6 t14 t13 t19 t22 t9,7.0,positive,8
t19 t22 t6 t23 t17 t22 t24 t5,6.0,positive,8
t26 t14 t29 t29 t29 t8 t21 t13,7.0,positive,8
t9 t13 t22 t3 t19 t24 t9 t23,,negative,8
t11 t25 t28 t0 t13 t11 t5 t11,,negative,8
t7 t23 t20 t22 t18 t2 t26 t18,,negative,8
t10 t4 t7 t6 t17 t25 t27 t22,,negative,8
t20 t6 t17 t18 t2 t4 t26 t29,,negative,8
t27 t20 t8 t6 t4 t2 t15 t4,,negative,8
t23 t6 t19 t12 t29 t13 t14 t25,,negative,8
t18 t10 t11 t17 t13 t2 t0 t20,,negative,8
t12 t26 t20 t3 t20 t6 t6 t0,,negative,8
t3 t26 t19 t17 t4 t23 t5 t0,,negative,8
t9 t14 t22 t6 t22 t6 t15 t14 t19,6.0,positive,9
t22 t4 t16 t29 t24 t26 t22 t20 t28,7.0,positive,9
t29 t6 t6 t29 t28 t6 t8 t8 t5,6.0,positive,9
t17 t8 t24 t5 t3 t13 t22 t18 t26,5.0,positive,9
t21 t14 t23 t17 t15 t24 t21 t13 t0,6.0,positive,9
t29 t16 t29 t22 t14 t8 t15 t25 t28,7.0,positive,9
t19 t18 t18 t16 t22 t14 t4 t29 t15,6.0,positive,9
t24 t6 t15 t17 t17 t8 t6 t18 t17,5.0,positive,9
t21 t20 t13 t29 t24 t13 t9 t16 t8,6.0,positive,9
t29 t16 t3 t0 t0 t22 t9 t13 t24,5.0,positive,9
t10 t2 t28 t3 t10 t13 t2 t19 t29,,negative,9
t14 t21 t6 t10 t4 t6 t26 t20 t24,,negative,9
t5 t18 t3 t2 t11 t8 t7 t20 t4,,negative,9
t21 t6 t27 t5 t21 t13 t4 t3 t26,,negative,9
t28 t15 t4 t24 t6 t25 t17 t20 t9,,negative,9
t19 t19 t9 t25 t14 t17 t8 t21 t18,,negative,9
t4 t21 t5 t6 t3 t29 t0 t29 t18,,negative,9
t20 t22 t8 t20 t14 t10 t4 t29 t20,,negative,9
t0 t26 t13 t7 t25 t27 t19 t25 t2,,negative,9
t11 t24 t18 t10 t14 t11 t4 t12 t10,,negative,9
t18 t17 t24 t20 t26 t24 t29 t13 t5 t28,7.0,positive,10
t4 t20 t22 t16 t12 t14 t28 t8 t29 t16,9.0,positive,10
t22 t29 t22 t9 t22 t5 t28 t21 t8 t15,7.0,positive,10
t20 t14 t14 t21 t21 t8 t22 t8 t7 t4,8.0,positive,10
t19 t8 t13 t22 t4 t8 t13 t23 t14 t0,9.0,positive,10
t10 t22 t28 t25 t6 t4 t22 t22 t22 t5,6.0,positive,10
t21 t17 t24 t18 t8 t22 t27 t26 t23 t28,8.0,positive,10
t6 t22 t7 t8 t29 t28 t22 t15 t5 t22,7.0,positive,10
t21 t16 t5 t13 t8 t22 t4 t15 t22 t8,8.0,positive,10
t3 t4 t9 t14 t9 t23 t17 t22 t21 t16,9.0,positive,10
t0 t14 t13 t12 t27 t28 t26 t10 t18 t16,,negative,10
t3 t0 t0 t13 t4 t24 t27 t20 t3 t27,,negative,10
t4 t29 t21 t15 t16 t24 t23 t25 t9 t22,,negative,10
t9 t28 t15 t29 t11 t8 t12 t0 t2 t7,,negative,10
t16 t11 t11 t14 t6 t20 t6 t24 t15 t7,,negative,10
t7 t16 t22 t10 t5 t22 t9 t11 t21 t23,,negative,10
t14 t19 t29 t27 t7 t29 t16 t7 t22 t3,,negative,10
t29 t18 t0 t23 t17 t16 t0 t0 t9 t12,,negative,10
t7 t6 t24 t19 t10 t15 t17 t7 t15 t6,,negative,10
t6 t17 t3 t26 t23 t26 t15 t26 t29 t21,,negative,10
