sample,parse_depth,type,length
t24,,negative,1
t11,,negative,1
t28,,negative,1
t16,,negative,1
t0,,negative,1
t20,,negative,1
t3,,negative,1
t26,,negative,1
t10,,negative,1
t20 t26,,negative,2
t16 t28,,negative,2
t0 t24,,negative,2
t3 t24,,negative,2
t0 t16,,negative,2
t20 t24,,negative,2
t11 t24,,negative,2
t24 t24,,negative,2
t26 t10,,negative,2
t28 t24,,negative,2
t16 t0 t16,3.0,positive,3
t16 t20 t24,3.0,positive,3
t16 t28 t24,3.0,positive,3
t3 t16 t24,,negative,3
t28 t10 t16,,negative,3
t0 t10 t3,,negative,3
t0 t26 t28,,negative,3
t24 t16 t16,,negative,3
t26 t20 t10,,negative,3
t24 t20 t0,,negative,3
t11 t20 t16,,negative,3
t11 t20 t3,,negative,3
t3 t3 t11,,negative,3
t24 t10 t0 t16,3.0,positive,4
t24 t26 t28 t24,3.0,positive,4
t16 t0 t24 t11,4.0,positive,4
t24 t11 t0 t16,3.0,positive,4
t16 t28 t24 t3,4.0,positive,4
t16 t20 t20 t24,4.0,positive,4
t16 t28 t28 t24,4.0,positive,4
t16 t28 t20 t24,4.0,positive,4
t16 t0 t24 t10,4.0,positive,4
t16 t28 t3 t24,4.0,positive,4
t20 t16 t28 t0,,negative,4
t26 t26 t28 t28,,negative,4
t0 t3 t28 t16,,negative,4
t28 t3 t28 t28,,negative,4
t3 t11 t10 t24,,negative,4
t0 t11 t0 t26,,negative,4
t11 t20 t10 t24,,negative,4
t10 t3 t3 t20,,negative,4
t3 t16 t0 t10,,negative,4
t10 t26 t28 t0,,negative,4
t0 t0 t20 t20 t24,4.0,positive,5
t16 t0 t11 t11 t16,5.0,positive,5
t3 t3 t10 t28 t24,4.0,positive,5
t10 t0 t20 t0 t16,4.0,positive,5
t16 t11 t3 t24 t3,4.0,positive,5
t24 t11 t0 t24 t11,4.0,positive,5
t24 t10 t20 t3 t24,4.0,positive,5
t16 t11 t28 t16 t24,5.0,positive,5
t24 t10 t20 t28 t24,4.0,positive,5
t24 t10 t0 t24 t11,4.0,positive,5
t0 t26 t24 t11 t3,,negative,5
t28 t24 t26 t24 t11,,negative,5
t11 t10 t0 t10 t24,,negative,5
t3 t10 t28 t20 t3,,negative,5
t0 t11 t24 t26 t3,,negative,5
t11 t26 t24 t26 t11,,negative,5
t11 t10 t28 t24 t11,,negative,5
t24 t11 t0 t28 t26,,negative,5
t16 t3 t0 t26 t28,,negative,5
t16 t28 t28 t3 t16,,negative,5
t24 t11 t28 t11 t24 t24,5.0,positive,6
t16 t24 t0 t28 t24 t16,5.0,positive,6
t10 t16 t0 t20 t28 t24,5.0,positive,6
t16 t24 t0 t0 t16 t16,5.0,positive,6
t16 t11 t28 t24 t24 t11,5.0,positive,6
t0 t11 t24 t11 t28 t24,5.0,positive,6
t16 t20 t10 t24 t3 t24,6.0,positive,6
t16 t0 t28 t24 t3 t24,6.0,positive,6
t16 t28 t24 t26 t3 t24,6.0,positive,6
t24 t10 t11 t24 t3 t24,5.0,positive,6
t28 t26 t10 t28 t20 t28,,negative,6
t20 t16 t10 t28 t10 t11,,negative,6
t0 t26 t0 t20 t24 t0,,negative,6
t10 t11 t20 t0 t11 t10,,negative,6
t10 t10 t28 t24 t11 t16,,negative,6
t20 t26 t28 t0 t0 t10,,negative,6
t20 t28 t28 t11 t20 t20,,negative,6
t10 t3 t20 t24 t10 t11,,negative,6
t20 t20 t11 t20 t28 t20,,negative,6
t0 t16 t28 t0 t11 t24,,negative,6
t24 t26 t28 t11 t0 t11 t24,5.0,positive,7
t10 t20 t24 t24 t16 t28 t24,6.0,positive,7
t24 t3 t3 t10 t28 t28 t24,5.0,positive,7
t16 t28 t0 t0 t24 t11 t3,7.0,positive,7
t16 t28 t0 t16 t26 t24 t3,6.0,positive,7
t16 t26 t0 t0 t11 t16 t16,7.0,positive,7
t11 t0 t0 t16 t26 t0 t16,6.0,positive,7
t3 t20 t24 t26 t10 t0 t16,6.0,positive,7
t24 t11 t11 t24 t3 t3 t24,6.0,positive,7
t16 t0 t24 t0 t16 t11 t16,6.0,positive,7
t3 t28 t0 t10 t3 t10 t16,,negative,7
t10 t26 t16 t11 t26 t10 t28,,negative,7
t20 t11 t0 t26 t0 t20 t0,,negative,7
t3 t0 t11 t10 t3 t11 t0,,negative,7
t20 t28 t0 t10 t3 t26 t11,,negative,7
t10 t24 t0 t11 t26 t26 t26,,negative,7
t20 t24 t24 t20 t10 t0 t24,,negative,7
t0 t0 t10 t28 t28 t20 t28,,negative,7
t28 t28 t10 t16 t16 t0 t0,,negative,7
t10 t26 t20 t20 t0 t10 t0,,negative,7
t0 t11 t0 t16 t28 t28 t24 t3,6.0,positive,8
t10 t11 t16 t24 t11 t24 t24 t24,6.0,positive,8
t26 t11 t24 t16 t0 t0 t0 t28,5.0,positive,8
t11 t0 t0 t16 t11 t0 t24 t10,6.0,positive,8
t16 t20 t26 t24 t11 t24 t10 t24,7.0,positive,8
t16 t20 t24 t11 t24 t3 t3 t0,8.0,positive,8
t24 t11 t20 t24 t0 t26 t24 t11,7.0,positive,8
t24 t11 t20 t11 t24 t24 t24 t3,6.0,positive,8
t16 t0 t16 t20 t24 t11 t16 t3,7.0,positive,8
t16 t0 t26 t28 t24 t0 t28 t3,6.0,positive,8
t0 t26 t28 t0 t16 t10 t28 t10,,negative,8
t20 t3 t0 t3 t20 t24 t20 t20,,negative,8
t11 t16 t20 t28 t16 t10 t26 t0,,negative,8
t20 t24 t16 t26 t0 t26 t16 t0,,negative,8
t0 t0 t0 t24 t28 t28 t20 t24,,negative,8
t26 t28 t3 t26 t3 t11 t10 t24,,negative,8
t0 t28 t26 t0 t3 t3 t26 t24,,negative,8
t0 t3 t11 t26 t11 t26 t16 t28,,negative,8
t16 t3 t24 t16 t0 t11 t24 t28,,negative,8
t0 t11 t10 t0 t11 t10 t20 t16,,negative,8
t16 t11 t11 t28 t24 t28 t16 t16 t24,9.0,positive,9
t24 t3 t26 t0 t11 t16 t24 t11 t28,7.0,positive,9
t24 t10 t26 t0 t16 t26 t24 t3 t11,6.0,positive,9
t26 t0 t28 t3 t11 t24 t3 t24 t3,5.0,positive,9
t11 t0 t10 t24 t10 t24 t26 t0 t16,6.0,positive,9
t26 t11 t24 t16 t20 t11 t16 t3 t24,6.0,positive,9
t16 t0 t16 t24 t11 t24 t11 t0 t0,8.0,positive,9
t24 t3 t26 t24 t11 t0 t0 t11 t16,5.0,positive,9
t0 t0 t11 t0 t24 t11 t24 t0 t16,8.0,positive,9
t0 t0 t20 t0 t10 t24 t11 t24 t24,7.0,positive,9
t11 t24 t10 t26 t24 t0 t24 t24 t24,,negative,9
t10 t26 t11 t20 t10 t10 t28 t26 t3,,negative,9
t24 t3 t3 t3 t16 t3 t20 t28 t20,,negative,9
t24 t11 t20 t28 t16 t11 t26 t3 t11,,negative,9
t28 t16 t28 t0 t10 t28 t11 t11 t0,,negative,9
t11 t26 t0 t10 t3 t24 t26 t26 t16,,negative,9
t0 t0 t20 t20 t10 t0 t24 t16 t16,,negative,9
t3 t11 t24 t10 t24 t3 t11 t0 t26,,negative,9
t28 t10 t28 t24 t11 t28 t16 t26 t26,,negative,9
t26 t10 t3 t28 t28 t16 t10 t3 t0,,negative,9
t0 t16 t0 t0 t11 t24 t16 t10 t20 t24,8.0,positive,10
t16 t11 t24 t0 t0 t24 t20 t16 t11 t24,8.0,positive,10
t16 t0 t24 t11 t3 t26 t24 t24 t10 t24,10.0,positive,10
t10 t11 t0 t16 t20 t3 t3 t11 t0 t16,7.0,positive,10
t16 t28 t11 t3 t24 t11 t28 t24 t24 t0,7.0,positive,10
t26 t0 t16 t11 t24 t26 t3 t16 t0 t16,7.0,positive,10
t16 t26 t0 t24 t26 t11 t24 t3 t24 t11,6.0,positive,10
t24 t11 t3 t3 t11 t16 t3 t11 t24 t24,6.0,positive,10
t0 t11 t16 t0 t10 t0 t16 t28 t16 t11,7.0,positive,10
t16 t24 t0 t28 t26 t24 t24 t11 t24 t16,9.0,positive,10
t20 t11 t20 t0 t3 t11 t26 t10 t11 t16,,negative,10
t0 t3 t0 t11 t20 t20 t10 t16 t16 t11,,negative,10
t28 t0 t10 t0 t28 t3 t11 t16 t20 t3,,negative,10
