sample,parse_depth,type,length
t19,,negative,1
t30,,negative,1
t34,,negative,1
t42,,negative,1
t20,,negative,1
t1,,negative,1
t26,,negative,1
t11,,negative,1
t21,,negative,1
t41,,negative,1
t30 t20,,negative,2
t30 t41,,negative,2
t15 t30,,negative,2
t30 t15,,negative,2
t41 t31,,negative,2
t19 t21,,negative,2
t19 t19,,negative,2
t21 t34,,negative,2
t15 t42,,negative,2
t21 t4,,negative,2
t15 t11 t34,,negative,3
t19 t20 t1,,negative,3
t30 t30 t42,,negative,3
t42 t19 t4,,negative,3
t4 t30 t15,,negative,3
t26 t15 t21,,negative,3
t34 t30 t4,,negative,3
t34 t31 t42,,negative,3
t31 t42 t34,,negative,3
t31 t20 t30,,negative,3
t19 t30 t31 t42,,negative,4
t34 t24 t26 t19,,negative,4
t11 t20 t26 t15,,negative,4
t26 t41 t4 t42,,negative,4
t4 t41 t42 t11,,negative,4
t15 t30 t4 t15,,negative,4
t41 t11 t24 t1,,negative,4
t15 t41 t20 t26,,negative,4
t26 t11 t34 t41,,negative,4
t19 t11 t4 t20,,negative,4
t26 t30 t34 t26 t1,4.0,positive,5
t26 t1 t34 t19 t31,4.0,positive,5
t19 t31 t34 t19 t31,4.0,positive,5
t26 t1 t34 t42 t31,4.0,positive,5
t26 t30 t34 t19 t31,4.0,positive,5
t26 t15 t34 t26 t1,4.0,positive,5
t42 t31 t34 t26 t1,4.0,positive,5
t26 t15 t34 t19 t31,4.0,positive,5
t42 t31 t34 t26 t15,4.0,positive,5
t26 t1 t34 t26 t15,4.0,positive,5
t26 t19 t42 t31 t11,,negative,5
t26 t24 t26 t1 t30,,negative,5
t4 t1 t20 t1 t24,,negative,5
t34 t24 t21 t19 t42,,negative,5
t41 t41 t21 t42 t20,,negative,5
t24 t15 t19 t34 t19,,negative,5
t24 t21 t1 t11 t1,,negative,5
t31 t15 t42 t41 t4,,negative,5
t30 t42 t20 t41 t30,,negative,5
t11 t31 t20 t34 t41,,negative,5
t34 t42 t31 t30 t26 t30,5.0,positive,6
t34 t26 t30 t30 t19 t31,5.0,positive,6
t34 t26 t15 t30 t26 t15,5.0,positive,6
t34 t26 t15 t30 t19 t31,5.0,positive,6
t34 t26 t15 t15 t26 t15,5.0,positive,6
t34 t42 t31 t30 t26 t15,5.0,positive,6
t34 t26 t1 t30 t42 t31,5.0,positive,6
t34 t26 t1 t15 t42 t31,5.0,positive,6
t34 t26 t30 t1 t19 t31,5.0,positive,6
t34 t26 t15 t1 t26 t15,5.0,positive,6
t21 t4 t30 t1 t1 t1,,negative,6
t30 t34 t42 t26 t26 t4,,negative,6
t26 t31 t21 t15 t11 t15,,negative,6
t20 t11 t30 t34 t34 t21,,negative,6
t1 t15 t24 t11 t21 t41,,negative,6
t1 t20 t20 t11 t31 t21,,negative,6
t21 t15 t26 t42 t11 t1,,negative,6
t34 t4 t24 t15 t20 t11,,negative,6
t11 t24 t4 t26 t34 t15,,negative,6
t19 t24 t26 t4 t24 t20,,negative,6
t34 t24 t41 t30 t41 t26 t15,6.0,positive,7
t34 t31 t34 t26 t4 t26 t15,6.0,positive,7
t34 t21 t34 t26 t41 t26 t15,6.0,positive,7
t34 t4 t26 t1 t15 t26 t1,6.0,positive,7
t34 t4 t26 t30 t1 t19 t31,6.0,positive,7
