sample,parse_depth,type,length
t4,,negative,1
t27,,negative,1
t29,,negative,1
t40,,negative,1
t10,,negative,1
t32,,negative,1
t36,,negative,1
t42,,negative,1
t41,,negative,1
t17,,negative,1
t42 t30,2.0,positive,2
t3 t27,2.0,positive,2
t42 t33,2.0,positive,2
t42 t12,2.0,positive,2
t40 t33,2.0,positive,2
t40 t41,2.0,positive,2
t7 t2,2.0,positive,2
t18 t41,2.0,positive,2
t42 t41,2.0,positive,2
t18 t33,2.0,positive,2
t14 t25,,negative,2
t35 t40,,negative,2
t12 t28,,negative,2
t8 t40,,negative,2
t20 t34,,negative,2
t25 t27,,negative,2
t19 t39,,negative,2
t28 t9,,negative,2
t38 t37,,negative,2
t19 t38,,negative,2
t7 t37 t29,3.0,positive,3
t12 t3 t33,3.0,positive,3
t18 t35 t32,3.0,positive,3
t34 t2 t21,3.0,positive,3
t19 t27 t27,3.0,positive,3
t21 t27 t21,3.0,positive,3
t8 t9 t32,3.0,positive,3
t23 t23 t41,3.0,positive,3
t7 t20 t0,3.0,positive,3
t37 t11 t12,3.0,positive,3
t39 t9 t41,,negative,3
t26 t41 t4,,negative,3
t21 t34 t18,,negative,3
t9 t40 t3,,negative,3
t4 t17 t3,,negative,3
t8 t33 t14,,negative,3
t22 t41 t11,,negative,3
t42 t44 t4,,negative,3
t21 t7 t28,,negative,3
t33 t7 t15,,negative,3
t8 t33 t39 t42,4.0,positive,4
t11 t4 t31 t44,4.0,positive,4
t20 t33 t41 t30,4.0,positive,4
t20 t21 t40 t41,4.0,positive,4
t34 t1 t23 t21,4.0,positive,4
t14 t22 t33 t21,4.0,positive,4
t18 t14 t39 t34,4.0,positive,4
t11 t2 t37 t27,4.0,positive,4
t41 t14 t7 t2,4.0,positive,4
t37 t11 t23 t12,4.0,positive,4
t7 t11 t23 t15,,negative,4
t9 t19 t26 t24,,negative,4
t24 t2 t40 t24,,negative,4
t29 t27 t8 t11,,negative,4
t38 t31 t29 t21,,negative,4
t24 t25 t36 t22,,negative,4
t37 t3 t41 t14,,negative,4
t22 t40 t35 t0,,negative,4
t17 t40 t14 t2,,negative,4
t4 t42 t2 t24,,negative,4
t14 t30 t41 t36 t27,5.0,positive,5
t33 t38 t12 t35 t33,5.0,positive,5
t11 t31 t40 t27 t21,5.0,positive,5
t41 t41 t14 t12 t1,4.0,positive,5
t7 t23 t14 t20 t0,5.0,positive,5
t4 t2 t30 t7 t41,5.0,positive,5
t3 t9 t27 t29 t2,5.0,positive,5
t2 t34 t35 t37 t4,4.0,positive,5
t29 t21 t15 t35 t41,5.0,positive,5
t8 t14 t14 t34 t2,5.0,positive,5
t39 t30 t10 t24 t9,,negative,5
t23 t35 t19 t9 t31,,negative,5
t32 t8 t39 t18 t1,,negative,5
t23 t14 t35 t0 t10,,negative,5
t0 t42 t26 t26 t25,,negative,5
t39 t36 t7 t0 t20,,negative,5
t3 t2 t25 t1 t35,,negative,5
t38 t44 t21 t42 t3,,negative,5
t42 t9 t29 t3 t20,,negative,5
t31 t31 t44 t38 t41,,negative,5
t39 t19 t21 t41 t4 t2,6.0,positive,6
t1 t42 t19 t27 t29 t41,5.0,positive,6
t27 t2 t38 t27 t31 t41,6.0,positive,6
t27 t9 t30 t21 t4 t44,6.0,positive,6
t30 t19 t4 t19 t35 t31,5.0,positive,6
t20 t19 t14 t7 t41 t1,5.0,positive,6
t11 t30 t11 t32 t23 t21,5.0,positive,6
t29 t9 t39 t44 t41 t30,5.0,positive,6
t30 t37 t8 t2 t40 t30,6.0,positive,6
t3 t41 t27 t41 t33 t14,6.0,positive,6
t4 t15 t32 t31 t23 t7,,negative,6
t41 t30 t23 t18 t10 t10,,negative,6
t0 t31 t44 t9 t39 t30,,negative,6
t12 t33 t31 t8 t19 t44,,negative,6
t34 t40 t42 t34 t41 t34,,negative,6
t3 t32 t3 t8 t41 t27,,negative,6
t4 t31 t25 t2 t18 t1,,negative,6
t34 t34 t10 t0 t42 t40,,negative,6
t33 t24 t12 t14 t33 t1,,negative,6
t17 t40 t41 t23 t38 t7,,negative,6
t11 t4 t41 t31 t9 t37 t3,4.0,positive,7
t4 t41 t34 t41 t2 t34 t12,4.0,positive,7
t8 t35 t22 t12 t35 t11 t17,7.0,positive,7
t41 t35 t3 t33 t34 t41 t35,5.0,positive,7
t9 t27 t33 t36 t18 t9 t21,6.0,positive,7
t20 t15 t14 t33 t27 t4 t27,7.0,positive,7
t12 t12 t44 t12 t12 t23 t41,7.0,positive,7
t3 t33 t33 t8 t2 t44 t27,6.0,positive,7
t14 t33 t4 t14 t23 t25 t44,7.0,positive,7
t12 t23 t11 t41 t3 t22 t33,7.0,positive,7
t8 t7 t27 t11 t38 t12 t25,,negative,7
t8 t31 t10 t39 t23 t40 t34,,negative,7
t9 t28 t28 t39 t42 t37 t28,,negative,7
t36 t38 t2 t29 t11 t37 t40,,negative,7
t40 t28 t37 t14 t1 t20 t21,,negative,7
t37 t30 t7 t30 t19 t33 t40,,negative,7
t24 t25 t20 t36 t32 t23 t4,,negative,7
t24 t9 t19 t2 t15 t22 t44,,negative,7
t33 t2 t34 t9 t39 t37 t38,,negative,7
t4 t25 t14 t12 t32 t24 t9,,negative,7
t3 t41 t36 t36 t32 t42 t27 t11,7.0,positive,8
t11 t33 t21 t2 t4 t33 t4 t33,7.0,positive,8
t42 t44 t3 t22 t39 t3 t24 t24,7.0,positive,8
t4 t31 t19 t34 t14 t4 t14 t2,7.0,positive,8
t7 t2 t27 t14 t27 t29 t9 t27,6.0,positive,8
t9 t4 t23 t31 t42 t2 t4 t44,8.0,positive,8
t3 t22 t11 t34 t23 t29 t25 t44,6.0,positive,8
t27 t19 t4 t41 t33 t29 t8 t33,7.0,positive,8
t3 t33 t26 t12 t36 t7 t23 t38,7.0,positive,8
t2 t0 t9 t12 t12 t29 t2 t27,5.0,positive,8
t11 t44 t37 t28 t34 t8 t7 t10,,negative,8
t14 t28 t8 t36 t23 t40 t10 t4,,negative,8
t32 t12 t22 t21 t23 t0 t17 t18,,negative,8
t14 t32 t0 t36 t41 t34 t26 t9,,negative,8
t29 t44 t17 t29 t15 t30 t4 t31,,negative,8
t4 t1 t36 t30 t25 t42 t26 t25,,negative,8
t9 t34 t44 t7 t3 t44 t30 t7,,negative,8
t21 t40 t7 t27 t8 t10 t38 t26,,negative,8
t36 t32 t28 t22 t42 t1 t34 t10,,negative,8
t17 t12 t2 t40 t24 t17 t34 t30,,negative,8
t7 t27 t4 t23 t41 t18 t36 t4 t34,9.0,positive,9
t18 t27 t25 t36 t36 t14 t27 t23 t23,6.0,positive,9
t27 t27 t12 t23 t37 t12 t29 t37 t2,8.0,positive,9
t41 t42 t27 t30 t4 t19 t30 t3 t44,5.0,positive,9
t12 t14 t33 t2 t19 t11 t21 t34 t33,7.0,positive,9
t8 t9 t35 t12 t4 t0 t29 t25 t25,8.0,positive,9
t19 t14 t27 t34 t41 t8 t33 t18 t33,7.0,positive,9
t41 t12 t37 t0 t27 t19 t1 t14 t44,6.0,positive,9
t12 t19 t4 t14 t12 t37 t0 t12 t8,6.0,positive,9
t3 t12 t3 t22 t41 t8 t14 t21 t9,6.0,positive,9
t42 t10 t3 t15 t37 t37 t28 t44 t36,,negative,9
t44 t1 t36 t39 t20 t21 t39 t24 t30,,negative,9
t44 t22 t20 t4 t8 t22 t11 t10 t18,,negative,9
t22 t11 t15 t35 t32 t34 t33 t33 t11,,negative,9
t34 t40 t33 t22 t24 t19 t27 t14 t34,,negative,9
t44 t33 t44 t30 t21 t36 t31 t31 t38,,negative,9
t18 t24 t3 t14 t27 t34 t8 t20 t30,,negative,9
t42 t41 t22 t9 t39 t31 t32 t38 t18,,negative,9
t21 t10 t39 t10 t34 t32 t12 t11 t26,,negative,9
t2 t33 t7 t7 t2 t20 t8 t28 t2,,negative,9
t42 t26 t2 t23 t41 t19 t2 t37 t41 t41,7.0,positive,10
t12 t14 t27 t2 t0 t2 t17 t11 t12 t12,6.0,positive,10
t33 t29 t2 t21 t8 t23 t1 t4 t39 t18,8.0,positive,10
t8 t2 t2 t34 t23 t4 t35 t37 t27 t27,10.0,positive,10
t12 t12 t44 t41 t38 t27 t4 t39 t11 t0,6.0,positive,10
t19 t12 t14 t32 t32 t12 t37 t33 t12 t3,6.0,positive,10
t14 t29 t27 t2 t14 t27 t4 t41 t37 t4,8.0,positive,10
t33 t4 t41 t37 t32 t4 t20 t3 t0 t21,7.0,positive,10
t27 t2 t27 t1 t7 t38 t27 t14 t9 t21,8.0,positive,10
