sample,parse_depth,type,length
t3,,negative,1
t21,,negative,1
t1,,negative,1
t20,,negative,1
t10,,negative,1
t18,,negative,1
t12,,negative,1
t15,,negative,1
t6,,negative,1
t9,,negative,1
t9 t27,2.0,positive,2
t9 t20,2.0,positive,2
t22 t20,2.0,positive,2
t22 t27,2.0,positive,2
t14 t24,,negative,2
t30 t13,,negative,2
t10 t24,,negative,2
t20 t21,,negative,2
t20 t12,,negative,2
t29 t18,,negative,2
t23 t31,,negative,2
t24 t23,,negative,2
t34 t27,,negative,2
t32 t18,,negative,2
t21 t3 t20,3.0,positive,3
t8 t0 t27,3.0,positive,3
t15 t26 t26,3.0,positive,3
t21 t16 t20,3.0,positive,3
t21 t16 t27,3.0,positive,3
t21 t7 t20,3.0,positive,3
t15 t2 t26,3.0,positive,3
t15 t2 t10,3.0,positive,3
t21 t7 t27,3.0,positive,3
t15 t14 t15,3.0,positive,3
t31 t8 t0,,negative,3
t7 t12 t13,,negative,3
t12 t3 t20,,negative,3
t18 t29 t27,,negative,3
t33 t0 t23,,negative,3
t24 t11 t25,,negative,3
t28 t1 t17,,negative,3
t23 t31 t10,,negative,3
t1 t32 t27,,negative,3
t32 t31 t1,,negative,3
t15 t2 t11 t29,4.0,positive,4
t15 t10 t15 t6,4.0,positive,4
t8 t20 t31 t20,4.0,positive,4
t15 t4 t30 t22,4.0,positive,4
t22 t3 t7 t9,4.0,positive,4
t15 t16 t30 t23,4.0,positive,4
t21 t0 t29 t9,3.0,positive,4
t21 t16 t29 t8,3.0,positive,4
t9 t0 t1 t8,4.0,positive,4
t22 t14 t28 t9,4.0,positive,4
t24 t33 t8 t4,,negative,4
t33 t18 t2 t18,,negative,4
t31 t6 t17 t33,,negative,4
t27 t23 t26 t20,,negative,4
t11 t13 t8 t14,,negative,4
t4 t23 t3 t22,,negative,4
t13 t29 t17 t14,,negative,4
t1 t12 t11 t2,,negative,4
t14 t10 t27 t34,,negative,4
t34 t21 t29 t12,,negative,4
t28 t30 t24 t14 t15,4.0,positive,5
t18 t23 t20 t2 t27,4.0,positive,5
t8 t3 t23 t7 t17,4.0,positive,5
t21 t0 t23 t7 t9,4.0,positive,5
t15 t27 t22 t30 t27,5.0,positive,5
t31 t23 t20 t2 t26,4.0,positive,5
t18 t20 t20 t14 t15,4.0,positive,5
t31 t24 t4 t30 t23,4.0,positive,5
t21 t7 t0 t11 t17,4.0,positive,5
t18 t24 t26 t11 t29,4.0,positive,5
t10 t0 t7 t10 t4,,negative,5
t22 t2 t20 t1 t25,,negative,5
t20 t0 t15 t30 t7,,negative,5
t28 t20 t6 t17 t20,,negative,5
t0 t6 t15 t34 t6,,negative,5
t21 t30 t2 t12 t2,,negative,5
t24 t8 t0 t13 t18,,negative,5
t0 t32 t34 t25 t0,,negative,5
t24 t25 t0 t25 t17,,negative,5
t7 t6 t34 t32 t20,,negative,5
t15 t2 t10 t15 t28 t34,6.0,positive,6
t8 t16 t0 t11 t7 t8,5.0,positive,6
t31 t24 t7 t26 t27 t23,5.0,positive,6
t8 t3 t0 t4 t7 t8,5.0,positive,6
t21 t0 t32 t30 t27 t7,5.0,positive,6
t8 t16 t0 t11 t12 t9,5.0,positive,6
t15 t7 t4 t28 t26 t23,6.0,positive,6
t15 t4 t8 t20 t6 t13,5.0,positive,6
t31 t24 t27 t22 t30 t23,5.0,positive,6
t18 t24 t28 t1 t28 t24,5.0,positive,6
t0 t14 t18 t4 t3 t9,,negative,6
t23 t16 t11 t21 t32 t22,,negative,6
t6 t8 t28 t26 t1 t28,,negative,6
t34 t10 t26 t24 t20 t20,,negative,6
t24 t0 t2 t34 t31 t34,,negative,6
t3 t20 t0 t14 t9 t17,,negative,6
t16 t33 t12 t31 t26 t13,,negative,6
t7 t0 t21 t3 t27 t18,,negative,6
t20 t10 t1 t7 t22 t12,,negative,6
t18 t24 t4 t31 t23 t13,,negative,6
t21 t20 t31 t29 t33 t7 t17,5.0,positive,7
t15 t7 t10 t6 t30 t15 t32,5.0,positive,7
