sample,parse_depth,type,length
t2,,negative,1
t16,,negative,1
t7,,negative,1
t13,,negative,1
t15,,negative,1
t6,,negative,1
t8,,negative,1
t3,,negative,1
t5,,negative,1
t14,,negative,1
t8 t16,2.0,positive,2
t12 t15,2.0,positive,2
t19 t16,2.0,positive,2
t7 t0,2.0,positive,2
t8 t0,2.0,positive,2
t4 t0,2.0,positive,2
t10 t16,2.0,positive,2
t10 t9,2.0,positive,2
t10 t0,2.0,positive,2
t4 t9,2.0,positive,2
t3 t3,,negative,2
t18 t3,,negative,2
t14 t3,,negative,2
t12 t8,,negative,2
t11 t7,,negative,2
t8 t22,,negative,2
t7 t20,,negative,2
t23 t13,,negative,2
t22 t1,,negative,2
t14 t14,,negative,2
t10 t2 t9,3.0,positive,3
t7 t12 t0,3.0,positive,3
t6 t1 t14,3.0,positive,3
t4 t21 t18,3.0,positive,3
t6 t20 t10,3.0,positive,3
t5 t22 t0,3.0,positive,3
t23 t4 t3,3.0,positive,3
t10 t4 t0,3.0,positive,3
t5 t4 t0,3.0,positive,3
t12 t2 t21,3.0,positive,3
t9 t23 t19,,negative,3
t5 t6 t1,,negative,3
t6 t23 t5,,negative,3
t20 t7 t12,,negative,3
t6 t15 t6,,negative,3
t0 t0 t11,,negative,3
t17 t3 t23,,negative,3
t9 t22 t8,,negative,3
t19 t15 t7,,negative,3
t21 t19 t11,,negative,3
t6 t2 t23 t8,4.0,positive,4
t4 t18 t17 t9,4.0,positive,4
t9 t21 t14 t17,4.0,positive,4
t23 t9 t17 t2,4.0,positive,4
t7 t1 t8 t9,4.0,positive,4
t5 t18 t23 t12,4.0,positive,4
t1 t8 t3 t16,3.0,positive,4
t8 t21 t0 t1,4.0,positive,4
t6 t7 t8 t15,4.0,positive,4
t9 t15 t16 t10,4.0,positive,4
t16 t13 t20 t15,,negative,4
t4 t16 t2 t23,,negative,4
t15 t17 t20 t18,,negative,4
t9 t17 t22 t16,,negative,4
t2 t16 t5 t15,,negative,4
t3 t0 t21 t0,,negative,4
t2 t13 t12 t0,,negative,4
t6 t16 t10 t15,,negative,4
t5 t19 t22 t3,,negative,4
t8 t10 t17 t9,,negative,4
t23 t1 t3 t3 t17,5.0,positive,5
t8 t2 t5 t17 t15,5.0,positive,5
t12 t9 t17 t4 t14,4.0,positive,5
t18 t17 t5 t18 t10,4.0,positive,5
t8 t23 t14 t17 t2,5.0,positive,5
t12 t5 t17 t9 t14,4.0,positive,5
t23 t9 t17 t9 t9,4.0,positive,5
t19 t2 t9 t23 t18,5.0,positive,5
t4 t6 t1 t8 t1,5.0,positive,5
t7 t18 t5 t23 t0,5.0,positive,5
t14 t23 t2 t2 t19,,negative,5
t18 t17 t11 t15 t22,,negative,5
t23 t9 t22 t21 t5,,negative,5
t1 t20 t22 t10 t7,,negative,5
t4 t19 t21 t8 t13,,negative,5
t19 t17 t10 t19 t7,,negative,5
t22 t11 t10 t15 t6,,negative,5
t13 t11 t14 t3 t21,,negative,5
t9 t5 t17 t4 t10,,negative,5
t18 t9 t16 t15 t4,,negative,5
t23 t18 t9 t15 t21 t2,5.0,positive,6
t8 t4 t8 t18 t2 t9,5.0,positive,6
t8 t23 t20 t20 t8 t3,5.0,positive,6
t4 t18 t18 t9 t4 t3,6.0,positive,6
t22 t17 t8 t5 t23 t18,5.0,positive,6
t10 t8 t22 t9 t16 t1,6.0,positive,6
t8 t22 t21 t6 t19 t12,5.0,positive,6
t12 t2 t12 t23 t6 t6,5.0,positive,6
t10 t23 t5 t17 t7 t1,6.0,positive,6
t19 t0 t23 t5 t5 t0,5.0,positive,6
t17 t6 t14 t4 t0 t8,,negative,6
t10 t17 t7 t18 t19 t4,,negative,6
t6 t11 t13 t8 t1 t9,,negative,6
t0 t6 t22 t17 t23 t2,,negative,6
t1 t16 t16 t0 t5 t16,,negative,6
t0 t9 t18 t8 t22 t11,,negative,6
t10 t13 t4 t13 t21 t4,,negative,6
t7 t5 t17 t17 t18 t22,,negative,6
t20 t22 t0 t21 t3 t5,,negative,6
t15 t21 t3 t12 t8 t19,,negative,6
t9 t23 t8 t4 t17 t8 t7,6.0,positive,7
t8 t18 t20 t4 t2 t16 t23,6.0,positive,7
t22 t17 t2 t6 t3 t8 t8,6.0,positive,7
t23 t1 t0 t9 t19 t9 t6,7.0,positive,7
t19 t2 t8 t2 t5 t9 t10,6.0,positive,7
t10 t10 t8 t22 t5 t5 t16,6.0,positive,7
t19 t2 t8 t22 t4 t18 t18,6.0,positive,7
t23 t2 t9 t8 t23 t14 t17,6.0,positive,7
t22 t17 t20 t12 t17 t19 t6,6.0,positive,7
t8 t4 t3 t7 t11 t16 t15,6.0,positive,7
t22 t19 t3 t13 t22 t12 t5,,negative,7
t7 t19 t10 t22 t12 t22 t18,,negative,7
t7 t9 t17 t17 t11 t13 t22,,negative,7
t23 t8 t0 t6 t23 t13 t1,,negative,7
t1 t16 t11 t6 t4 t17 t22,,negative,7
t2 t3 t4 t19 t10 t22 t11,,negative,7
t12 t10 t22 t6 t19 t18 t22,,negative,7
t18 t7 t8 t4 t23 t5 t22,,negative,7
t14 t7 t22 t16 t12 t10 t18,,negative,7
t10 t23 t23 t18 t18 t11 t7,,negative,7
t12 t6 t22 t18 t9 t8 t8 t22,6.0,positive,8
t22 t8 t5 t8 t1 t1 t23 t7,5.0,positive,8
t8 t15 t2 t18 t0 t8 t14 t17,6.0,positive,8
t9 t8 t22 t2 t19 t23 t19 t23,8.0,positive,8
t6 t9 t14 t23 t23 t6 t8 t8,5.0,positive,8
t9 t4 t1 t12 t9 t17 t18 t2,7.0,positive,8
t3 t8 t8 t10 t8 t18 t2 t1,6.0,positive,8
t6 t8 t1 t9 t2 t19 t12 t8,7.0,positive,8
t5 t15 t6 t8 t9 t10 t18 t1,7.0,positive,8
t5 t8 t19 t10 t21 t14 t0 t12,7.0,positive,8
t5 t13 t9 t21 t21 t17 t4 t16,,negative,8
t17 t18 t18 t21 t19 t23 t4 t5,,negative,8
t21 t21 t0 t8 t3 t4 t19 t18,,negative,8
t15 t0 t1 t7 t4 t7 t21 t11,,negative,8
t8 t7 t8 t23 t2 t10 t11 t11,,negative,8
t19 t17 t0 t13 t17 t13 t8 t1,,negative,8
t20 t12 t7 t17 t15 t6 t1 t5,,negative,8
t10 t11 t1 t3 t22 t19 t16 t6,,negative,8
t13 t1 t7 t15 t7 t5 t13 t8,,negative,8
t20 t3 t19 t19 t15 t0 t10 t0,,negative,8
t6 t23 t8 t12 t15 t12 t21 t1 t6,8.0,positive,9
t8 t1 t8 t10 t18 t0 t20 t7 t8,6.0,positive,9
t7 t21 t22 t18 t12 t12 t14 t9 t0,8.0,positive,9
t8 t2 t14 t9 t15 t16 t8 t14 t23,6.0,positive,9
t7 t21 t22 t6 t8 t17 t23 t8 t16,8.0,positive,9
t4 t15 t8 t6 t18 t14 t20 t8 t18,7.0,positive,9
t9 t21 t1 t3 t16 t4 t17 t16 t5,8.0,positive,9
t5 t4 t14 t16 t6 t23 t4 t18 t21,8.0,positive,9
t8 t0 t22 t6 t1 t8 t18 t5 t12,8.0,positive,9
t5 t18 t12 t12 t9 t14 t10 t0 t2,8.0,positive,9
t17 t15 t17 t19 t11 t14 t10 t19 t5,,negative,9
t20 t11 t18 t4 t0 t23 t12 t20 t12,,negative,9
t17 t22 t22 t7 t9 t22 t11 t19 t0,,negative,9
t10 t6 t3 t10 t21 t3 t8 t13 t18,,negative,9
t3 t16 t14 t8 t19 t19 t22 t1 t10,,negative,9
t20 t19 t23 t16 t11 t15 t11 t7 t18,,negative,9
t20 t23 t3 t7 t4 t16 t9 t7 t6,,negative,9
t2 t12 t18 t19 t8 t22 t22 t15 t10,,negative,9
t12 t4 t2 t12 t13 t18 t7 t8 t22,,negative,9
t20 t16 t1 t0 t8 t1 t6 t12 t1,,negative,9
t8 t2 t10 t2 t10 t23 t1 t19 t17 t19,7.0,positive,10
t7 t23 t12 t8 t11 t21 t6 t14 t3 t1,9.0,positive,10
t3 t8 t8 t18 t18 t2 t22 t23 t8 t12,6.0,positive,10
t12 t1 t6 t21 t18 t2 t23 t9 t21 t19,9.0,positive,10
t19 t15 t23 t1 t2 t18 t9 t20 t10 t16,8.0,positive,10
t9 t23 t8 t23 t5 t14 t5 t16 t16 t12,8.0,positive,10
t4 t12 t22 t8 t4 t12 t9 t8 t18 t10,8.0,positive,10
t6 t6 t22 t17 t0 t6 t8 t16 t23 t9,8.0,positive,10
t23 t23 t8 t1 t8 t14 t0 t2 t5 t18,8.0,positive,10
t6 t8 t1 t15 t18 t23 t8 t15 t5 t5,8.0,positive,10
t13 t9 t4 t5 t12 t6 t5 t10 t21 t21,,negative,10
t22 t13 t12 t22 t9 t21 t23 t11 t9 t23,,negative,10
t7 t8 t16 t13 t19 t18 t16 t9 t23 t5,,negative,10
t13 t11 t0 t9 t9 t16 t16 t4 t5 t22,,negative,10
t10 t3 t15 t7 t5 t11 t6 t9 t23 t9,,negative,10
t7 t2 t8 t4 t22 t15 t6 t20 t1 t16,,negative,10
t11 t15 t14 t17 t22 t15 t9 t2 t10 t18,,negative,10
t2 t7 t12 t21 t20 t22 t21 t4 t8 t23,,negative,10
t18 t17 t10 t10 t6 t21 t5 t7 t2 t6,,negative,10
t13 t0 t17 t20 t22 t17 t11 t4 t22 t17,,negative,10
t8 t23 t18 t9 t18 t2 t13 t9 t23 t9 t18,9.0,positive,11
t8 t23 t8 t2 t6 t8 t3 t2 t1 t21 t6,8.0,positive,11
t19 t10 t9 t5 t22 t18 t18 t9 t5 t2 t10,8.0,positive,11
t8 t8 t20 t1 t23 t16 t10 t1 t17 t9 t21,7.0,positive,11
