sample,parse_depth,type,length
t58,,negative,1
t12,,negative,1
t47,,negative,1
t41,,negative,1
t39,,negative,1
t19,,negative,1
t2,,negative,1
t52,,negative,1
t20,,negative,1
t61,,negative,1
t6 t53,2.0,positive,2
t32 t36,2.0,positive,2
t61 t65,2.0,positive,2
t32 t20,2.0,positive,2
t41 t53,2.0,positive,2
t9 t39,2.0,positive,2
t32 t26,2.0,positive,2
t50 t65,2.0,positive,2
t38 t30,,negative,2
t14 t23,,negative,2
t63 t20,,negative,2
t13 t14,,negative,2
t28 t12,,negative,2
t59 t28,,negative,2
t67 t23,,negative,2
t39 t26,,negative,2
t19 t19,,negative,2
t38 t39,,negative,2
t61 t58 t40,3.0,positive,3
t39 t39 t53,3.0,positive,3
t9 t54 t23,3.0,positive,3
t5 t55 t53,3.0,positive,3
t9 t53 t53,3.0,positive,3
t5 t64 t53,3.0,positive,3
t50 t36 t39,3.0,positive,3
t61 t5 t53,3.0,positive,3
t50 t26 t39,3.0,positive,3
t21 t64 t53,3.0,positive,3
t50 t67 t32,,negative,3
t28 t52 t51,,negative,3
t38 t62 t62,,negative,3
t65 t58 t26,,negative,3
t32 t62 t38,,negative,3
t50 t55 t2,,negative,3
t47 t45 t59,,negative,3
t34 t39 t64,,negative,3
t55 t57 t41,,negative,3
t50 t44 t58,,negative,3
t32 t46 t52 t66,4.0,positive,4
t32 t55 t45 t20,4.0,positive,4
t32 t46 t2 t36,4.0,positive,4
t65 t34 t64 t53,4.0,positive,4
t7 t30 t50 t53,4.0,positive,4
t32 t46 t26 t66,4.0,positive,4
t9 t37 t26 t23,4.0,positive,4
t50 t58 t23 t6,4.0,positive,4
t26 t32 t10 t40,3.0,positive,4
t61 t32 t36 t40,4.0,positive,4
t21 t5 t37 t65,,negative,4
t9 t59 t41 t30,,negative,4
t28 t47 t66 t61,,negative,4
t63 t52 t41 t57,,negative,4
t6 t28 t8 t9,,negative,4
t8 t55 t47 t58,,negative,4
t63 t5 t8 t13,,negative,4
t63 t47 t44 t45,,negative,4
t9 t30 t36 t36,,negative,4
t36 t66 t28 t61,,negative,4
t9 t19 t37 t41 t10,4.0,positive,5
t50 t10 t63 t10 t6,5.0,positive,5
t9 t41 t10 t7 t54,4.0,positive,5
t39 t15 t6 t37 t53,5.0,positive,5
t5 t5 t55 t58 t53,5.0,positive,5
t5 t6 t32 t20 t53,5.0,positive,5
t61 t64 t59 t59 t53,5.0,positive,5
t61 t58 t23 t7 t54,5.0,positive,5
t61 t7 t19 t36 t40,5.0,positive,5
t50 t10 t61 t36 t34,5.0,positive,5
t54 t36 t30 t5 t28,,negative,5
t67 t58 t45 t23 t54,,negative,5
t21 t59 t38 t64 t36,,negative,5
t41 t19 t51 t47 t64,,negative,5
t23 t39 t38 t34 t14,,negative,5
t26 t36 t10 t51 t44,,negative,5
t64 t13 t7 t57 t66,,negative,5
t57 t21 t13 t50 t52,,negative,5
t65 t2 t51 t53 t38,,negative,5
t19 t40 t19 t52 t2,,negative,5
t61 t58 t9 t30 t2 t26,6.0,positive,6
t63 t65 t44 t41 t64 t53,6.0,positive,6
t59 t45 t23 t6 t12 t53,5.0,positive,6
t9 t32 t26 t36 t51 t41,5.0,positive,6
t61 t32 t46 t52 t61 t40,6.0,positive,6
t61 t37 t15 t15 t65 t47,6.0,positive,6
t51 t26 t55 t2 t14 t53,5.0,positive,6
t32 t55 t39 t32 t20 t20,6.0,positive,6
t61 t55 t26 t61 t66 t23,5.0,positive,6
t2 t55 t2 t19 t39 t53,5.0,positive,6
t36 t37 t34 t9 t64 t6,,negative,6
t40 t64 t54 t5 t8 t38,,negative,6
t67 t63 t19 t10 t46 t47,,negative,6
t26 t40 t41 t59 t52 t57,,negative,6
t20 t5 t15 t10 t20 t23,,negative,6
t53 t20 t28 t2 t52 t37,,negative,6
