sample,parse_depth,type,length
t246,,negative,1
t31,,negative,1
t269,,negative,1
t315,,negative,1
t376,,negative,1
t353,,negative,1
t351,,negative,1
t18,,negative,1
t100,,negative,1
t284,,negative,1
t335 t123,2.0,positive,2
t387 t96,2.0,positive,2
t335 t56,2.0,positive,2
t73 t31,2.0,positive,2
t285 t112,2.0,positive,2
t331 t229,2.0,positive,2
t39 t226,2.0,positive,2
t263 t229,2.0,positive,2
t81 t64,2.0,positive,2
t285 t31,2.0,positive,2
t305 t292,,negative,2
t241 t389,,negative,2
t36 t261,,negative,2
t314 t95,,negative,2
t143 t121,,negative,2
t198 t394,,negative,2
t323 t190,,negative,2
t283 t198,,negative,2
t258 t382,,negative,2
t115 t313,,negative,2
t312 t89 t258,3.0,positive,3
t178 t228 t59,3.0,positive,3
t303 t327 t329,3.0,positive,3
t180 t350 t12,3.0,positive,3
t260 t161 t386,3.0,positive,3
t89 t305 t64,3.0,positive,3
t7 t265 t113,3.0,positive,3
t207 t87 t163,3.0,positive,3
t315 t272 t112,3.0,positive,3
t167 t200 t351,3.0,positive,3
t62 t312 t316,,negative,3
t139 t399 t24,,negative,3
t209 t353 t75,,negative,3
t140 t49 t99,,negative,3
t146 t377 t277,,negative,3
t306 t175 t89,,negative,3
t135 t372 t348,,negative,3
t40 t190 t208,,negative,3
t315 t229 t255,,negative,3
t320 t318 t350,,negative,3
t258 t314 t307 t3,4.0,positive,4
t252 t163 t193 t31,4.0,positive,4
t173 t318 t163 t64,4.0,positive,4
t73 t8 t261 t331,4.0,positive,4
t7 t204 t169 t13,4.0,positive,4
t12 t46 t177 t351,4.0,positive,4
t47 t88 t193 t211,4.0,positive,4
t276 t262 t141 t90,3.0,positive,4
t196 t99 t142 t188,4.0,positive,4
t99 t302 t201 t37,4.0,positive,4
t29 t53 t358 t349,,negative,4
t377 t352 t47 t361,,negative,4
t73 t18 t344 t76,,negative,4
t195 t193 t320 t238,,negative,4
t123 t222 t37 t96,,negative,4
t200 t201 t113 t73,,negative,4
t190 t210 t385 t57,,negative,4
t247 t313 t138 t213,,negative,4
t387 t73 t136 t294,,negative,4
t382 t14 t142 t174,,negative,4
t357 t76 t395 t302 t286,4.0,positive,5
t358 t6 t90 t174 t112,5.0,positive,5
