sample,parse_depth,type,length
t71,,negative,1
t87,,negative,1
t49,,negative,1
t25,,negative,1
t89,,negative,1
t17,,negative,1
t79,,negative,1
t47,,negative,1
t68,,negative,1
t93,,negative,1
t75 t79,2.0,positive,2
t40 t3,2.0,positive,2
t67 t7,2.0,positive,2
t40 t79,2.0,positive,2
t20 t7,2.0,positive,2
t75 t3,2.0,positive,2
t3 t90,,negative,2
t89 t75,,negative,2
t20 t70,,negative,2
t46 t76,,negative,2
t55 t17,,negative,2
t24 t22,,negative,2
t42 t17,,negative,2
t35 t102,,negative,2
t39 t98,,negative,2
t61 t39,,negative,2
t67 t24 t65,3.0,positive,3
t63 t70 t51,3.0,positive,3
t9 t70 t51,3.0,positive,3
t9 t70 t6,3.0,positive,3
t63 t70 t6,3.0,positive,3
t67 t5 t65,3.0,positive,3
t20 t69 t98,3.0,positive,3
t20 t24 t65,3.0,positive,3
t20 t100 t98,3.0,positive,3
t67 t22 t19,3.0,positive,3
t5 t100 t22,,negative,3
t61 t46 t83,,negative,3
t26 t86 t69,,negative,3
t22 t76 t26,,negative,3
t86 t102 t63,,negative,3
t98 t57 t50,,negative,3
t38 t63 t11,,negative,3
t80 t48 t35,,negative,3
t6 t67 t19,,negative,3
t31 t68 t93,,negative,3
t67 t86 t79 t65,4.0,positive,4
t9 t34 t48 t87,4.0,positive,4
t102 t73 t57 t87,4.0,positive,4
t9 t34 t48 t19,4.0,positive,4
t100 t73 t57 t87,4.0,positive,4
t24 t19 t74 t47,4.0,positive,4
t100 t38 t57 t19,4.0,positive,4
t7 t86 t95 t7,4.0,positive,4
t63 t20 t48 t93,4.0,positive,4
t102 t25 t57 t93,4.0,positive,4
t47 t43 t22 t24,,negative,4
t65 t67 t6 t34,,negative,4
t22 t61 t19 t38,,negative,4
t48 t50 t90 t67,,negative,4
t76 t93 t90 t56,,negative,4
t33 t98 t15 t100,,negative,4
t87 t41 t84 t36,,negative,4
t95 t5 t50 t32,,negative,4
t52 t46 t86 t83,,negative,4
t44 t51 t44 t80,,negative,4
t47 t39 t73 t57 t6,4.0,positive,5
t67 t100 t45 t19 t86,5.0,positive,5
t55 t83 t101 t70 t93,5.0,positive,5
t55 t73 t70 t47 t98,4.0,positive,5
t49 t73 t20 t48 t19,4.0,positive,5
t55 t56 t57 t70 t93,5.0,positive,5
t69 t40 t42 t42 t93,5.0,positive,5
t49 t83 t101 t70 t19,5.0,positive,5
t67 t102 t45 t61 t57,5.0,positive,5
t40 t57 t87 t84 t15,5.0,positive,5
t50 t61 t96 t62 t7,,negative,5
t102 t39 t15 t41 t76,,negative,5
t96 t62 t70 t57 t48,,negative,5
t45 t7 t63 t43 t44,,negative,5
t96 t86 t5 t86 t90,,negative,5
t93 t51 t27 t6 t55,,negative,5
t55 t33 t57 t7 t44,,negative,5
t67 t89 t55 t102 t27,,negative,5
t43 t41 t89 t101 t61,,negative,5
t20 t67 t6 t11 t4,,negative,5
t20 t83 t9 t75 t7 t42,5.0,positive,6
t75 t47 t43 t6 t46 t36,5.0,positive,6
t63 t70 t20 t7 t79 t68,4.0,positive,6
t49 t73 t34 t3 t19 t93,5.0,positive,6
t48 t17 t57 t61 t74 t27,6.0,positive,6
t63 t70 t19 t50 t42 t43,5.0,positive,6
t52 t36 t19 t42 t22 t19,5.0,positive,6
t63 t24 t19 t74 t25 t87,6.0,positive,6
t102 t74 t36 t75 t68 t93,6.0,positive,6
t69 t56 t50 t101 t43 t51,6.0,positive,6
t9 t44 t6 t93 t50 t95,,negative,6
t41 t57 t61 t62 t74 t100,,negative,6
t65 t32 t36 t90 t71 t48,,negative,6
t100 t96 t90 t68 t101 t62,,negative,6
t87 t22 t44 t69 t76 t24,,negative,6
t89 t50 t39 t55 t102 t22,,negative,6
t38 t5 t46 t3 t40 t76,,negative,6
t69 t57 t49 t34 t24 t48,,negative,6
t86 t76 t54 t73 t40 t48,,negative,6
t45 t24 t42 t22 t33 t80,,negative,6
t41 t84 t67 t31 t17 t74 t47,7.0,positive,7
t20 t36 t3 t20 t44 t46 t65,6.0,positive,7
t67 t22 t39 t95 t17 t7 t57,6.0,positive,7
t50 t32 t47 t32 t40 t74 t11,6.0,positive,7
t50 t57 t96 t47 t32 t75 t47,6.0,positive,7
t24 t19 t11 t32 t40 t7 t79,6.0,positive,7
t20 t90 t70 t100 t95 t63 t70,6.0,positive,7
t35 t36 t98 t57 t31 t11 t7,6.0,positive,7
t7 t42 t17 t57 t74 t74 t11,6.0,positive,7
t36 t40 t24 t95 t19 t57 t27,6.0,positive,7
t102 t102 t34 t4 t83 t42 t44,,negative,7
t89 t47 t55 t54 t34 t83 t6,,negative,7
t3 t27 t32 t93 t6 t49 t67,,negative,7
t61 t26 t22 t56 t11 t6 t42,,negative,7
t17 t19 t84 t68 t101 t25 t54,,negative,7
t102 t3 t34 t83 t47 t19 t4,,negative,7
t86 t75 t43 t11 t33 t44 t63,,negative,7
t39 t84 t93 t83 t56 t100 t93,,negative,7
t68 t67 t100 t86 t34 t80 t3,,negative,7
t93 t22 t51 t42 t19 t73 t31,,negative,7
t9 t34 t19 t71 t68 t70 t17 t6,8.0,positive,8
t48 t24 t61 t61 t101 t57 t68 t70,6.0,positive,8
t24 t71 t20 t47 t65 t41 t57 t47,8.0,positive,8
t17 t42 t43 t57 t98 t22 t19 t79,7.0,positive,8
t20 t36 t83 t5 t17 t86 t79 t65,6.0,positive,8
t24 t19 t57 t95 t70 t33 t50 t17,5.0,positive,8
t102 t74 t11 t40 t49 t20 t68 t19,8.0,positive,8
t9 t74 t69 t80 t42 t43 t55 t93,8.0,positive,8
t56 t69 t98 t33 t83 t38 t57 t6,7.0,positive,8
t17 t9 t47 t93 t84 t65 t74 t27,7.0,positive,8
t61 t15 t24 t83 t50 t96 t93 t79,,negative,8
t73 t98 t19 t100 t56 t41 t43 t51,,negative,8
