sample,parse_depth,type,length
t54,,negative,1
t22,,negative,1
t73,,negative,1
t91,,negative,1
t88,,negative,1
t57,,negative,1
t42,,negative,1
t38,,negative,1
t33,,negative,1
t19,,negative,1
t25 t9,2.0,positive,2
t13 t13,2.0,positive,2
t55 t11,2.0,positive,2
t25 t35,2.0,positive,2
t80 t13,2.0,positive,2
t37 t61,2.0,positive,2
t42 t68,2.0,positive,2
t59 t35,2.0,positive,2
t0 t13,2.0,positive,2
t10 t35,2.0,positive,2
t65 t77,,negative,2
t61 t68,,negative,2
t13 t37,,negative,2
t92 t86,,negative,2
t47 t31,,negative,2
t50 t9,,negative,2
t44 t6,,negative,2
t62 t33,,negative,2
t2 t22,,negative,2
t16 t63,,negative,2
t96 t59 t1,3.0,positive,3
t33 t100 t57,3.0,positive,3
t92 t92 t57,3.0,positive,3
t9 t28 t1,3.0,positive,3
t10 t74 t83,3.0,positive,3
t35 t9 t91,3.0,positive,3
t59 t44 t33,3.0,positive,3
t11 t3 t61,3.0,positive,3
t13 t22 t73,3.0,positive,3
t25 t84 t46,3.0,positive,3
t31 t2 t96,,negative,3
t6 t21 t53,,negative,3
t36 t48 t15,,negative,3
t35 t87 t26,,negative,3
t16 t74 t35,,negative,3
t80 t87 t52,,negative,3
t100 t55 t79,,negative,3
t45 t48 t75,,negative,3
t1 t10 t68,,negative,3
t41 t2 t75,,negative,3
t82 t36 t65 t44,4.0,positive,4
t12 t35 t11 t38,4.0,positive,4
t2 t22 t83 t38,4.0,positive,4
t92 t18 t2 t61,4.0,positive,4
t13 t29 t56 t45,4.0,positive,4
t9 t45 t97 t0,4.0,positive,4
t75 t83 t36 t11,4.0,positive,4
t13 t25 t82 t1,3.0,positive,4
t18 t76 t79 t72,3.0,positive,4
t4 t28 t97 t21,3.0,positive,4
t57 t72 t25 t35,,negative,4
t91 t36 t80 t51,,negative,4
t35 t93 t35 t96,,negative,4
t21 t49 t76 t87,,negative,4
t56 t48 t97 t0,,negative,4
t4 t18 t29 t68,,negative,4
t0 t72 t1 t0,,negative,4
t92 t61 t79 t97,,negative,4
t45 t22 t83 t45,,negative,4
t36 t22 t11 t90,,negative,4
t73 t84 t57 t84 t11,5.0,positive,5
t82 t61 t73 t82 t96,5.0,positive,5
t0 t73 t9 t91 t92,4.0,positive,5
t93 t94 t0 t41 t72,4.0,positive,5
t61 t85 t51 t85 t57,5.0,positive,5
t82 t86 t62 t73 t13,4.0,positive,5
t42 t21 t48 t13 t1,5.0,positive,5
t84 t39 t73 t61 t19,5.0,positive,5
t2 t100 t97 t25 t9,5.0,positive,5
t13 t22 t56 t73 t33,5.0,positive,5
t53 t37 t55 t68 t20,,negative,5
t4 t47 t74 t43 t41,,negative,5
t25 t1 t4 t72 t6,,negative,5
t6 t28 t31 t6 t82,,negative,5
t77 t85 t15 t53 t85,,negative,5
t37 t54 t6 t12 t51,,negative,5
t87 t88 t10 t61 t19,,negative,5
t80 t55 t84 t53 t43,,negative,5
t94 t85 t37 t22 t1,,negative,5
t62 t97 t65 t65 t56,,negative,5
t79 t96 t45 t96 t83 t22,5.0,positive,6
t77 t31 t9 t3 t61 t10,5.0,positive,6
t13 t98 t20 t22 t93 t9,6.0,positive,6
t7 t16 t26 t43 t76 t38,6.0,positive,6
t13 t11 t9 t79 t13 t90,5.0,positive,6
t74 t56 t82 t38 t45 t35,6.0,positive,6
t91 t72 t28 t1 t38 t45,4.0,positive,6
t13 t61 t10 t1 t22 t36,6.0,positive,6
t44 t7 t82 t13 t3 t22,6.0,positive,6
t1 t9 t42 t76 t51 t59,5.0,positive,6
t9 t87 t38 t87 t20 t97,,negative,6
t25 t80 t52 t7 t75 t20,,negative,6
t22 t51 t54 t100 t77 t6,,negative,6
t13 t11 t42 t85 t25 t20,,negative,6
t22 t15 t50 t16 t65 t15,,negative,6
t100 t51 t92 t98 t44 t33,,negative,6
t86 t38 t3 t9 t43 t33,,negative,6
t87 t41 t76 t48 t44 t7,,negative,6
t29 t72 t91 t13 t22 t62,,negative,6
t97 t83 t92 t16 t13 t16,,negative,6
t13 t15 t72 t9 t28 t18 t35,7.0,positive,7
t10 t36 t31 t75 t74 t33 t47,7.0,positive,7
t31 t73 t59 t42 t25 t74 t35,7.0,positive,7
t13 t77 t55 t39 t3 t86 t13,7.0,positive,7
