sample,parse_depth,type,length
t83,,negative,1
t42,,negative,1
t5,,negative,1
t26,,negative,1
t49,,negative,1
t8,,negative,1
t11,,negative,1
t82,,negative,1
t52,,negative,1
t33,,negative,1
t25 t3,2.0,positive,2
t25 t30,2.0,positive,2
t25 t71,2.0,positive,2
t59 t22,,negative,2
t25 t82,,negative,2
t39 t5,,negative,2
t32 t39,,negative,2
t82 t30,,negative,2
t30 t35,,negative,2
t77 t8,,negative,2
t47 t42,,negative,2
t84 t42,,negative,2
t77 t28,,negative,2
t49 t76 t3,3.0,positive,3
t49 t59 t30,3.0,positive,3
t49 t76 t71,3.0,positive,3
t49 t59 t3,3.0,positive,3
t84 t8 t3,3.0,positive,3
t84 t8 t71,3.0,positive,3
t49 t76 t30,3.0,positive,3
t84 t8 t30,3.0,positive,3
t49 t59 t71,3.0,positive,3
t42 t3 t77,,negative,3
t35 t25 t76,,negative,3
t30 t59 t84,,negative,3
t76 t8 t71,,negative,3
t32 t14 t22,,negative,3
t71 t77 t84,,negative,3
t39 t13 t49,,negative,3
t82 t83 t39,,negative,3
t71 t30 t13,,negative,3
t26 t76 t82,,negative,3
t77 t83 t82 t5,3.0,positive,4
t82 t30 t8 t30,4.0,positive,4
t82 t71 t8 t30,4.0,positive,4
t82 t3 t8 t30,4.0,positive,4
t82 t30 t8 t3,4.0,positive,4
t82 t30 t8 t71,4.0,positive,4
t82 t71 t8 t71,4.0,positive,4
t49 t30 t11 t3,4.0,positive,4
t82 t71 t8 t3,4.0,positive,4
t49 t30 t11 t71,4.0,positive,4
t35 t13 t5 t71,,negative,4
t32 t52 t33 t8,,negative,4
t76 t59 t22 t32,,negative,4
t83 t83 t71 t14,,negative,4
t77 t22 t52 t39,,negative,4
t13 t14 t82 t84,,negative,4
t83 t47 t82 t11,,negative,4
t47 t52 t5 t3,,negative,4
t84 t33 t14 t14,,negative,4
t25 t52 t33 t52,,negative,4
t84 t26 t30 t82 t5,4.0,positive,5
t84 t13 t32 t82 t5,4.0,positive,5
t83 t22 t28 t71 t77,,negative,5
t14 t47 t32 t11 t42,,negative,5
t3 t39 t82 t33 t8,,negative,5
t5 t28 t22 t84 t14,,negative,5
t33 t28 t71 t25 t30,,negative,5
t39 t59 t26 t49 t49,,negative,5
t77 t77 t28 t11 t59,,negative,5
t8 t52 t52 t32 t52,,negative,5
t22 t8 t3 t83 t35,,negative,5
t52 t35 t22 t25 t3,,negative,5
t84 t30 t3 t32 t82 t5,5.0,positive,6
t82 t30 t13 t32 t82 t5,4.0,positive,6
t82 t3 t13 t32 t82 t5,4.0,positive,6
t84 t22 t11 t30 t82 t5,5.0,positive,6
t82 t30 t26 t30 t82 t5,4.0,positive,6
t84 t42 t11 t30 t82 t5,5.0,positive,6
t84 t13 t14 t25 t82 t5,5.0,positive,6
t82 t3 t26 t30 t82 t5,4.0,positive,6
t82 t71 t26 t30 t82 t5,4.0,positive,6
t82 t71 t13 t32 t82 t5,4.0,positive,6
t28 t33 t22 t32 t3 t82,,negative,6
t11 t35 t59 t71 t76 t59,,negative,6
t83 t5 t42 t25 t84 t30,,negative,6
t77 t32 t77 t3 t30 t49,,negative,6
t25 t71 t84 t26 t84 t3,,negative,6
t3 t3 t84 t82 t5 t76,,negative,6
t26 t8 t13 t77 t35 t59,,negative,6
t13 t26 t59 t25 t22 t82,,negative,6
t42 t25 t82 t30 t13 t30,,negative,6
t11 t71 t26 t11 t26 t32,,negative,6
t82 t30 t13 t14 t25 t82 t5,5.0,positive,7
t82 t3 t42 t25 t30 t82 t5,5.0,positive,7
t82 t30 t30 t3 t32 t82 t5,5.0,positive,7
t82 t30 t22 t11 t30 t82 t5,5.0,positive,7
t84 t42 t49 t59 t30 t82 t5,6.0,positive,7
t84 t49 t42 t25 t30 t82 t5,6.0,positive,7
t82 t71 t42 t11 t30 t82 t5,5.0,positive,7
t82 t30 t42 t25 t30 t82 t5,5.0,positive,7
t82 t3 t42 t11 t30 t82 t5,5.0,positive,7
t82 t3 t22 t11 t30 t82 t5,5.0,positive,7
t33 t33 t52 t47 t49 t83 t3,,negative,7
t82 t5 t42 t77 t26 t25 t42,,negative,7
t83 t49 t71 t59 t33 t42 t39,,negative,7
t52 t32 t25 t25 t52 t47 t52,,negative,7
t30 t59 t32 t8 t11 t59 t77,,negative,7
t8 t22 t83 t13 t26 t59 t52,,negative,7
t26 t28 t25 t39 t49 t3 t35,,negative,7
t84 t83 t71 t76 t33 t22 t59,,negative,7
t11 t59 t47 t33 t47 t13 t52,,negative,7
t76 t3 t3 t26 t71 t42 t35,,negative,7
t84 t49 t77 t30 t25 t30 t82 t5,7.0,positive,8
t82 t30 t42 t49 t76 t30 t82 t5,6.0,positive,8
t84 t13 t14 t82 t71 t8 t82 t5,7.0,positive,8
t84 t13 t14 t49 t30 t11 t82 t5,7.0,positive,8
t82 t30 t30 t39 t47 t32 t82 t5,6.0,positive,8
t82 t30 t13 t14 t49 t76 t82 t5,6.0,positive,8
t82 t3 t77 t30 t25 t30 t82 t5,6.0,positive,8
t82 t71 t42 t84 t8 t30 t82 t5,6.0,positive,8
t84 t77 t30 t49 t76 t30 t82 t5,6.0,positive,8
t82 t71 t13 t14 t49 t76 t82 t5,6.0,positive,8
t33 t82 t52 t35 t30 t82 t32 t42,,negative,8
t83 t11 t25 t52 t83 t8 t76 t59,,negative,8
t83 t49 t76 t77 t59 t22 t11 t52,,negative,8
t11 t8 t71 t14 t11 t5 t25 t42,,negative,8
t59 t49 t76 t82 t42 t83 t14 t39,,negative,8
t3 t13 t5 t71 t84 t14 t3 t82,,negative,8
t82 t33 t77 t5 t13 t83 t5 t26,,negative,8
t82 t71 t52 t84 t59 t35 t71 t35,,negative,8
t33 t30 t82 t32 t49 t59 t14 t13,,negative,8
t8 t49 t35 t39 t83 t35 t3 t5,,negative,8
t82 t30 t30 t39 t47 t14 t25 t82 t5,6.0,positive,9
t82 t71 t77 t30 t84 t8 t30 t82 t5,6.0,positive,9
t82 t3 t49 t49 t42 t25 t30 t82 t5,7.0,positive,9
t84 t30 t3 t14 t82 t30 t8 t82 t5,7.0,positive,9
t84 t77 t30 t82 t71 t8 t30 t82 t5,7.0,positive,9
t82 t30 t49 t49 t42 t25 t30 t82 t5,7.0,positive,9
t82 t3 t42 t82 t3 t8 t30 t82 t5,7.0,positive,9
t82 t71 t42 t82 t71 t8 t30 t82 t5,7.0,positive,9
t82 t3 t49 t42 t84 t8 t30 t82 t5,6.0,positive,9
t82 t71 t42 t82 t30 t8 t30 t82 t5,7.0,positive,9
t3 t11 t25 t14 t49 t33 t59 t49 t28,,negative,9
t71 t42 t49 t83 t32 t49 t3 t35 t49,,negative,9
t5 t26 t22 t25 t47 t33 t11 t25 t5,,negative,9
t76 t14 t84 t76 t49 t39 t49 t13 t42,,negative,9
t5 t82 t42 t77 t13 t14 t25 t30 t49,,negative,9
t28 t11 t13 t33 t33 t13 t49 t30 t47,,negative,9
t59 t71 t26 t33 t52 t49 t11 t30 t47,,negative,9
t13 t35 t32 t22 t83 t14 t3 t22 t52,,negative,9
t39 t30 t3 t22 t76 t26 t35 t26 t11,,negative,9
t25 t49 t52 t11 t8 t83 t49 t11 t32,,negative,9
t82 t3 t30 t3 t14 t82 t30 t8 t82 t5,7.0,positive,10
t82 t71 t30 t3 t14 t82 t30 t8 t82 t5,7.0,positive,10
t82 t71 t49 t42 t82 t30 t8 t30 t82 t5,7.0,positive,10
t82 t3 t49 t49 t42 t49 t76 t30 t82 t5,7.0,positive,10
t82 t30 t49 t49 t49 t42 t25 t30 t82 t5,8.0,positive,10
t82 t3 t77 t30 t82 t3 t8 t30 t82 t5,7.0,positive,10
t82 t71 t49 t77 t30 t49 t59 t30 t82 t5,7.0,positive,10
t82 t30 t30 t3 t14 t82 t3 t8 t82 t5,7.0,positive,10
t82 t71 t30 t33 t71 t52 t47 t32 t82 t5,8.0,positive,10
t82 t30 t30 t35 t84 t28 t47 t32 t82 t5,8.0,positive,10
t30 t26 t33 t33 t13 t5 t82 t47 t11 t59,,negative,10
t5 t71 t52 t84 t11 t28 t76 t83 t49 t22,,negative,10
t82 t59 t26 t47 t13 t25 t11 t52 t3 t49,,negative,10
t82 t32 t33 t71 t83 t39 t25 t49 t52 t22,,negative,10
t26 t39 t59 t8 t5 t42 t8 t42 t47 t76,,negative,10
t30 t84 t35 t59 t82 t76 t83 t49 t47 t42,,negative,10
t42 t49 t11 t83 t26 t49 t30 t32 t42 t84,,negative,10
t5 t5 t14 t11 t39 t8 t82 t84 t22 t13,,negative,10
t77 t8 t28 t35 t71 t25 t35 t82 t76 t35,,negative,10
t13 t35 t25 t3 t22 t33 t3 t5 t3 t59,,negative,10
t82 t30 t49 t49 t77 t30 t49 t59 t30 t82 t5,8.0,positive,11
t84 t49 t49 t49 t42 t82 t3 t8 t30 t82 t5,8.0,positive,11
t84 t49 t49 t49 t77 t30 t84 t8 t30 t82 t5,9.0,positive,11
t84 t30 t33 t71 t39 t47 t77 t47 t32 t82 t5,9.0,positive,11
t82 t30 t49 t77 t30 t82 t3 t8 t30 t82 t5,7.0,positive,11
t84 t30 t33 t71 t52 t47 t14 t49 t59 t82 t5,8.0,positive,11
t82 t30 t49 t77 t30 t82 t30 t8 t30 t82 t5,7.0,positive,11
t82 t30 t49 t49 t77 t30 t84 t8 t30 t82 t5,8.0,positive,11
t82 t3 t30 t39 t47 t14 t82 t30 t8 t82 t5,7.0,positive,11
t84 t30 t35 t84 t28 t47 t14 t49 t76 t82 t5,8.0,positive,11
t77 t77 t59 t84 t82 t26 t77 t5 t26 t77 t13,,negative,11
t77 t59 t39 t39 t33 t13 t39 t39 t42 t28 t77,,negative,11
t5 t84 t30 t77 t59 t14 t28 t25 t8 t25 t33,,negative,11
t59 t13 t82 t11 t25 t13 t77 t25 t49 t76 t77,,negative,11
t8 t77 t33 t3 t13 t71 t30 t32 t39 t59 t77,,negative,11
t83 t47 t77 t33 t82 t13 t33 t77 t30 t84 t39,,negative,11
t14 t11 t52 t47 t84 t82 t5 t8 t71 t82 t26,,negative,11
t8 t35 t3 t76 t26 t82 t35 t8 t59 t5 t71,,negative,11
t30 t22 t39 t35 t76 t5 t5 t35 t28 t42 t3,,negative,11
t83 t3 t28 t77 t77 t71 t28 t71 t25 t76 t26,,negative,11
t84 t49 t49 t49 t49 t49 t42 t49 t76 t30 t82 t5,10.0,positive,12
t82 t71 t30 t33 t71 t52 t47 t14 t49 t76 t82 t5,8.0,positive,12
t82 t30 t30 t35 t84 t28 t47 t14 t49 t59 t82 t5,8.0,positive,12
t84 t30 t33 t71 t52 t47 t14 t82 t3 t8 t82 t5,8.0,positive,12
t84 t30 t33 t26 t84 t30 t26 t32 t47 t32 t82 t5,10.0,positive,12
t82 t3 t30 t33 t71 t42 t25 t32 t47 t32 t82 t5,9.0,positive,12
t82 t71 t49 t49 t49 t77 t30 t84 t8 t30 t82 t5,9.0,positive,12
t84 t30 t33 t71 t42 t84 t8 t32 t47 t32 t82 t5,10.0,positive,12
t84 t13 t30 t3 t49 t84 t76 t26 t30 t25 t82 t5,9.0,positive,12
t84 t30 t3 t13 t49 t84 t59 t13 t32 t25 t82 t5,9.0,positive,12
t83 t28 t76 t49 t11 t30 t49 t84 t28 t3 t33 t82,,negative,12
t5 t59 t83 t5 t77 t33 t32 t76 t77 t22 t13 t71,,negative,12
