sample,parse_depth,type,length
t20,,negative,1
t28,,negative,1
t43,,negative,1
t58,,negative,1
t48,,negative,1
t35,,negative,1
t23,,negative,1
t19,,negative,1
t47,,negative,1
t14,,negative,1
t2 t24,2.0,positive,2
t51 t21,2.0,positive,2
t10 t48,2.0,positive,2
t43 t21,2.0,positive,2
t6 t48,2.0,positive,2
t10 t19,2.0,positive,2
t6 t20,2.0,positive,2
t10 t20,2.0,positive,2
t59 t44,2.0,positive,2
t2 t48,2.0,positive,2
t35 t1,,negative,2
t48 t43,,negative,2
t51 t34,,negative,2
t44 t34,,negative,2
t45 t0,,negative,2
t13 t49,,negative,2
t8 t52,,negative,2
t46 t35,,negative,2
t50 t6,,negative,2
t8 t41,,negative,2
t1 t13 t1,3.0,positive,3
t43 t24 t20,3.0,positive,3
t43 t24 t58,3.0,positive,3
t59 t23 t48,3.0,positive,3
t2 t48 t48,3.0,positive,3
t0 t21 t24,3.0,positive,3
t43 t21 t21,3.0,positive,3
t2 t58 t24,3.0,positive,3
t51 t20 t42,3.0,positive,3
t14 t50 t32,3.0,positive,3
t48 t32 t41,,negative,3
t6 t2 t19,,negative,3
t24 t1 t8,,negative,3
t13 t25 t6,,negative,3
t1 t43 t41,,negative,3
t54 t32 t0,,negative,3
t34 t35 t42,,negative,3
t11 t23 t1,,negative,3
t6 t50 t23,,negative,3
t52 t43 t10,,negative,3
t44 t41 t32 t20,3.0,positive,4
t44 t51 t41 t42,3.0,positive,4
t11 t43 t10 t49,4.0,positive,4
t1 t25 t54 t45,3.0,positive,4
t54 t34 t41 t1,4.0,positive,4
t13 t34 t14 t44,4.0,positive,4
t19 t46 t24 t44,4.0,positive,4
t1 t49 t48 t44,4.0,positive,4
t19 t0 t32 t58,3.0,positive,4
t10 t21 t24 t20,4.0,positive,4
t59 t10 t25 t46,,negative,4
t49 t48 t48 t0,,negative,4
t14 t1 t58 t46,,negative,4
t6 t6 t13 t1,,negative,4
t47 t23 t28 t41,,negative,4
t35 t45 t10 t20,,negative,4
t45 t20 t23 t21,,negative,4
t35 t42 t11 t8,,negative,4
t23 t49 t34 t23,,negative,4
t0 t25 t8 t51,,negative,4
t1 t6 t54 t59 t8,4.0,positive,5
t32 t48 t10 t46 t47,4.0,positive,5
t43 t32 t42 t58 t21,5.0,positive,5
t11 t59 t14 t19 t41,5.0,positive,5
t34 t47 t2 t34 t47,4.0,positive,5
t13 t2 t43 t59 t13,4.0,positive,5
t44 t13 t34 t10 t13,4.0,positive,5
t50 t32 t13 t59 t34,4.0,positive,5
