sample,parse_depth,type,length
t36,,negative,1
t16,,negative,1
t38,,negative,1
t54,,negative,1
t88,,negative,1
t83,,negative,1
t33,,negative,1
t91,,negative,1
t37,,negative,1
t4,,negative,1
t3 t84,,negative,2
t11 t13,,negative,2
t24 t91,,negative,2
t90 t36,,negative,2
t4 t36,,negative,2
t87 t41,,negative,2
t72 t55,,negative,2
t5 t7,,negative,2
t54 t83,,negative,2
t13 t33,,negative,2
t67 t18 t7,,negative,3
t55 t54 t48,,negative,3
t55 t39 t84,,negative,3
t87 t41 t33,,negative,3
t39 t12 t67,,negative,3
t24 t72 t67,,negative,3
t3 t83 t2,,negative,3
t65 t48 t88,,negative,3
t38 t41 t67,,negative,3
t37 t48 t89,,negative,3
t39 t39 t88 t6,,negative,4
t67 t44 t87 t91,,negative,4
t36 t88 t36 t4,,negative,4
t69 t37 t4 t7,,negative,4
t90 t90 t55 t87,,negative,4
t69 t84 t13 t11,,negative,4
t41 t2 t54 t48,,negative,4
t3 t7 t91 t87,,negative,4
t84 t72 t5 t41,,negative,4
t7 t39 t7 t31,,negative,4
t54 t55 t6 t16 t37,4.0,positive,5
t54 t18 t6 t16 t24,4.0,positive,5
t13 t55 t6 t16 t24,4.0,positive,5
t13 t55 t6 t16 t37,4.0,positive,5
t54 t55 t6 t16 t24,4.0,positive,5
t54 t18 t6 t16 t37,4.0,positive,5
t13 t18 t6 t16 t24,4.0,positive,5
t13 t18 t6 t16 t37,4.0,positive,5
t65 t39 t69 t31 t63,,negative,5
t41 t89 t48 t69 t99,,negative,5
t44 t6 t54 t5 t91,,negative,5
t48 t65 t67 t55 t89,,negative,5
t90 t69 t31 t3 t38,,negative,5
t90 t84 t90 t44 t3,,negative,5
t16 t89 t72 t99 t18,,negative,5
t2 t37 t18 t63 t37,,negative,5
t55 t2 t16 t44 t69,,negative,5
t54 t36 t39 t89 t87,,negative,5
t13 t48 t6 t6 t16 t37,5.0,positive,6
t54 t83 t72 t33 t16 t24,5.0,positive,6
t90 t13 t55 t6 t16 t24,4.0,positive,6
t54 t88 t6 t6 t16 t37,5.0,positive,6
