sample,parse_depth,type,length
t34,,negative,1
t52,,negative,1
t63,,negative,1
t53,,negative,1
t68,,negative,1
t90,,negative,1
t13,,negative,1
t27,,negative,1
t30,,negative,1
t61,,negative,1
t85 t11,2.0,positive,2
t85 t62,2.0,positive,2
t68 t76,,negative,2
t37 t5,,negative,2
t0 t9,,negative,2
t6 t21,,negative,2
t49 t23,,negative,2
t94 t22,,negative,2
t36 t64,,negative,2
t56 t8,,negative,2
t76 t14,,negative,2
t23 t66,,negative,2
t27 t71 t28,,negative,3
t27 t94 t85,,negative,3
t78 t81 t48,,negative,3
t48 t62 t8,,negative,3
t15 t68 t2,,negative,3
t90 t15 t1,,negative,3
t81 t27 t46,,negative,3
t1 t62 t79,,negative,3
t43 t15 t61,,negative,3
t91 t19 t25,,negative,3
t36 t30 t60 t11,4.0,positive,4
t20 t60 t91 t11,4.0,positive,4
t36 t94 t60 t11,4.0,positive,4
t36 t30 t68 t62,4.0,positive,4
t68 t19 t68 t30,3.0,positive,4
t36 t60 t91 t11,4.0,positive,4
t20 t94 t60 t11,4.0,positive,4
t20 t68 t13 t11,4.0,positive,4
t49 t30 t60 t11,4.0,positive,4
t42 t31 t68 t30,3.0,positive,4
t29 t5 t92 t6,,negative,4
t92 t2 t21 t30,,negative,4
t90 t77 t90 t32,,negative,4
t2 t82 t76 t78,,negative,4
t43 t0 t81 t19,,negative,4
t54 t34 t68 t42,,negative,4
t78 t20 t1 t56,,negative,4
t84 t13 t61 t62,,negative,4
t61 t0 t36 t37,,negative,4
t20 t84 t5 t21,,negative,4
t18 t5 t30 t60 t62,4.0,positive,5
t78 t53 t68 t13 t62,4.0,positive,5
t95 t36 t19 t29 t77,4.0,positive,5
t86 t31 t5 t57 t71,4.0,positive,5
t32 t36 t36 t57 t77,4.0,positive,5
t32 t19 t19 t0 t77,4.0,positive,5
t2 t53 t94 t68 t11,4.0,positive,5
t68 t19 t86 t57 t9,4.0,positive,5
t78 t53 t30 t60 t11,4.0,positive,5
t53 t86 t68 t13 t62,4.0,positive,5
t68 t31 t86 t2 t21,,negative,5
t61 t22 t51 t55 t53,,negative,5
t9 t90 t83 t25 t86,,negative,5
t77 t6 t53 t68 t77,,negative,5
t54 t42 t71 t75 t64,,negative,5
t48 t2 t64 t94 t68,,negative,5
t6 t86 t61 t84 t64,,negative,5
t77 t64 t51 t66 t92,,negative,5
t61 t61 t55 t93 t16,,negative,5
t21 t72 t31 t91 t66,,negative,5
t31 t31 t88 t90 t64 t71,5.0,positive,6
t91 t1 t5 t94 t60 t62,5.0,positive,6
t42 t28 t5 t68 t91 t11,5.0,positive,6
t56 t31 t42 t1 t19 t30,5.0,positive,6
t30 t21 t31 t36 t0 t77,5.0,positive,6
t1 t68 t36 t36 t68 t94,5.0,positive,6
t86 t31 t29 t48 t48 t9,5.0,positive,6
t56 t31 t0 t48 t5 t57,5.0,positive,6
t68 t19 t39 t90 t64 t9,5.0,positive,6
t21 t31 t91 t30 t19 t30,5.0,positive,6
t3 t49 t83 t25 t21 t0,,negative,6
t94 t37 t32 t11 t88 t30,,negative,6
t28 t6 t18 t19 t74 t14,,negative,6
t27 t3 t43 t66 t9 t3,,negative,6
t89 t91 t30 t48 t81 t95,,negative,6
t57 t60 t48 t21 t60 t77,,negative,6
t85 t83 t31 t28 t43 t15,,negative,6
t75 t35 t84 t1 t27 t31,,negative,6
t27 t76 t81 t34 t74 t92,,negative,6
t4 t63 t14 t90 t36 t22,,negative,6
t1 t31 t31 t19 t5 t57 t49,5.0,positive,7
t86 t31 t57 t72 t39 t89 t9,6.0,positive,7
t21 t36 t78 t36 t89 t68 t94,6.0,positive,7
t42 t31 t79 t82 t2 t89 t71,6.0,positive,7
t31 t31 t88 t46 t91 t1 t49,5.0,positive,7
t42 t37 t15 t23 t49 t89 t11,6.0,positive,7
t68 t19 t79 t82 t46 t9 t49,6.0,positive,7
t42 t25 t4 t23 t5 t9 t62,6.0,positive,7
t32 t36 t36 t39 t2 t9 t9,5.0,positive,7
t42 t31 t57 t81 t46 t9 t9,6.0,positive,7
t3 t15 t25 t37 t18 t0 t64,,negative,7
t20 t82 t1 t89 t9 t20 t20,,negative,7
t56 t18 t93 t27 t60 t57 t15,,negative,7
t52 t29 t18 t37 t93 t54 t18,,negative,7
t57 t68 t79 t81 t81 t60 t78,,negative,7
t4 t68 t75 t94 t57 t68 t61,,negative,7
t94 t61 t76 t13 t15 t78 t9,,negative,7
t34 t9 t60 t75 t25 t54 t22,,negative,7
t37 t55 t20 t3 t19 t51 t34,,negative,7
t46 t32 t3 t84 t42 t63 t1,,negative,7
t21 t36 t78 t36 t81 t5 t57 t49,6.0,positive,8
t77 t8 t49 t64 t37 t36 t23 t62,5.0,positive,8
t42 t19 t78 t4 t89 t86 t57 t49,6.0,positive,8
t68 t36 t0 t79 t31 t6 t25 t95,7.0,positive,8
t42 t36 t86 t6 t4 t63 t68 t30,6.0,positive,8
t3 t68 t36 t19 t88 t3 t36 t94,5.0,positive,8
t56 t36 t2 t15 t63 t53 t19 t94,6.0,positive,8
t31 t19 t78 t39 t64 t76 t68 t94,7.0,positive,8
t86 t29 t77 t21 t31 t18 t36 t30,5.0,positive,8
t3 t95 t36 t19 t19 t5 t57 t71,6.0,positive,8
t42 t28 t83 t62 t89 t84 t54 t0,,negative,8
t56 t14 t23 t92 t46 t72 t28 t84,,negative,8
t84 t29 t86 t61 t3 t66 t22 t25,,negative,8
t91 t13 t75 t9 t23 t93 t15 t63,,negative,8
t22 t55 t30 t9 t32 t5 t36 t22,,negative,8
t82 t0 t4 t61 t77 t43 t81 t64,,negative,8
t76 t82 t0 t39 t5 t31 t48 t36,,negative,8
t74 t94 t53 t2 t18 t11 t21 t14,,negative,8
t66 t72 t29 t37 t14 t42 t11 t56,,negative,8
t90 t8 t16 t53 t52 t43 t3 t2,,negative,8
t68 t19 t88 t3 t19 t9 t55 t66 t16,6.0,positive,9
t32 t36 t19 t68 t9 t9 t55 t66 t46,7.0,positive,9
t42 t68 t94 t42 t31 t29 t79 t71 t32,5.0,positive,9
t1 t42 t31 t19 t79 t34 t2 t89 t9,6.0,positive,9
t42 t53 t88 t68 t19 t8 t72 t9 t62,7.0,positive,9
t36 t21 t86 t88 t68 t36 t46 t68 t11,9.0,positive,9
t68 t19 t29 t19 t16 t9 t43 t32 t66,8.0,positive,9
t68 t36 t53 t19 t61 t55 t54 t16 t79,6.0,positive,9
t31 t31 t0 t84 t95 t9 t55 t86 t57,6.0,positive,9
t31 t31 t57 t19 t16 t61 t84 t32 t66,8.0,positive,9
t54 t2 t46 t13 t76 t30 t77 t23 t71,,negative,9
t19 t63 t51 t62 t20 t31 t89 t11 t22,,negative,9
t42 t23 t74 t15 t90 t55 t61 t68 t3,,negative,9
t66 t74 t15 t23 t43 t21 t23 t52 t9,,negative,9
t81 t0 t39 t28 t64 t0 t8 t27 t46,,negative,9
t66 t28 t86 t27 t52 t56 t14 t39 t42,,negative,9
t8 t91 t2 t4 t2 t13 t55 t11 t93,,negative,9
t85 t78 t62 t28 t57 t48 t89 t92 t23,,negative,9
t51 t66 t35 t57 t25 t55 t5 t63 t74,,negative,9
t34 t1 t57 t16 t57 t74 t19 t64 t81,,negative,9
t21 t19 t2 t68 t60 t89 t76 t5 t57 t71,8.0,positive,10
t53 t86 t61 t9 t71 t55 t66 t61 t68 t11,9.0,positive,10
t68 t19 t16 t21 t23 t54 t62 t31 t19 t9,8.0,positive,10
