sample,parse_depth,type,length
t19,,negative,1
t24,,negative,1
t11,,negative,1
t4,,negative,1
t10,,negative,1
t30,,negative,1
t3,,negative,1
t26,,negative,1
t7,,negative,1
t20,,negative,1
t28 t14,2.0,positive,2
t0 t14,2.0,positive,2
t15 t14,2.0,positive,2
t13 t14,2.0,positive,2
t28 t6,2.0,positive,2
t15 t0,2.0,positive,2
t28 t0,2.0,positive,2
t0 t0,2.0,positive,2
t15 t6,2.0,positive,2
t13 t6,2.0,positive,2
t2 t27,,negative,2
t7 t22,,negative,2
t22 t5,,negative,2
t7 t0,,negative,2
t7 t30,,negative,2
t11 t12,,negative,2
t7 t2,,negative,2
t5 t17,,negative,2
t11 t27,,negative,2
t27 t29,,negative,2
t5 t28 t6,3.0,positive,3
t0 t1 t1,3.0,positive,3
t0 t7 t1,3.0,positive,3
t28 t7 t15,3.0,positive,3
t5 t28 t14,3.0,positive,3
t4 t20 t14,3.0,positive,3
t28 t1 t1,3.0,positive,3
t15 t1 t1,3.0,positive,3
t4 t11 t6,3.0,positive,3
t28 t0 t28,3.0,positive,3
t20 t11 t28,,negative,3
t4 t3 t20,,negative,3
t21 t2 t23,,negative,3
t25 t8 t21,,negative,3
t14 t28 t24,,negative,3
t11 t21 t23,,negative,3
t10 t8 t1,,negative,3
t1 t20 t20,,negative,3
t14 t20 t9,,negative,3
t4 t26 t19,,negative,3
t0 t1 t7 t15,4.0,positive,4
t25 t17 t20 t6,4.0,positive,4
t28 t1 t16 t12,4.0,positive,4
t25 t21 t25 t0,4.0,positive,4
t5 t12 t20 t6,4.0,positive,4
t5 t28 t26 t6,4.0,positive,4
t27 t18 t20 t0,4.0,positive,4
t0 t1 t7 t12,4.0,positive,4
t27 t18 t20 t6,4.0,positive,4
t0 t0 t22 t6,4.0,positive,4
t28 t17 t20 t21,,negative,4
t18 t26 t16 t29,,negative,4
t26 t1 t5 t14,,negative,4
t20 t27 t7 t8,,negative,4
t18 t2 t27 t30,,negative,4
t4 t14 t23 t0,,negative,4
t22 t23 t23 t0,,negative,4
t11 t4 t24 t26,,negative,4
t8 t29 t20 t13,,negative,4
t2 t8 t30 t24,,negative,4
t1 t7 t19 t15 t6,4.0,positive,5
t0 t0 t2 t11 t0,5.0,positive,5
t25 t25 t20 t3 t0,5.0,positive,5
t28 t7 t28 t2 t7,5.0,positive,5
t19 t15 t7 t17 t14,5.0,positive,5
t0 t6 t22 t26 t14,5.0,positive,5
t0 t7 t4 t19 t15,5.0,positive,5
t0 t0 t19 t14 t12,5.0,positive,5
t5 t28 t0 t23 t6,4.0,positive,5
t26 t19 t26 t1 t3,4.0,positive,5
t24 t27 t11 t24 t28,,negative,5
t5 t3 t28 t7 t26,,negative,5
t14 t12 t28 t8 t8,,negative,5
t29 t13 t25 t24 t1,,negative,5
t27 t29 t8 t21 t4,,negative,5
t18 t13 t22 t24 t21,,negative,5
t3 t17 t2 t26 t8,,negative,5
t28 t4 t19 t28 t27,,negative,5
t27 t21 t23 t6 t27,,negative,5
t9 t23 t27 t3 t10,,negative,5
t20 t2 t8 t6 t0 t6,5.0,positive,6
t16 t0 t17 t0 t23 t6,4.0,positive,6
