sample,parse_depth,type,length
t23,,negative,1
t26,,negative,1
t34,,negative,1
t10,,negative,1
t53,,negative,1
t0,,negative,1
t55,,negative,1
t18,,negative,1
t41,,negative,1
t36,,negative,1
t1 t19,2.0,positive,2
t0 t19,2.0,positive,2
t8 t55,,negative,2
t55 t0,,negative,2
t40 t55,,negative,2
t27 t34,,negative,2
t34 t26,,negative,2
t55 t34,,negative,2
t31 t19,,negative,2
t26 t23,,negative,2
t38 t40,,negative,2
t53 t41,,negative,2
t0 t40 t18,3.0,positive,3
t0 t40 t23,3.0,positive,3
t1 t40 t23,3.0,positive,3
t1 t40 t18,3.0,positive,3
t0 t34 t38,,negative,3
t52 t26 t27,,negative,3
t26 t35 t23,,negative,3
t27 t57 t4,,negative,3
t52 t1 t4,,negative,3
t41 t23 t35,,negative,3
t23 t8 t57,,negative,3
t55 t52 t53,,negative,3
t1 t35 t55,,negative,3
t31 t4 t26,,negative,3
t0 t38 t10 t23,4.0,positive,4
t1 t38 t10 t18,4.0,positive,4
t0 t38 t10 t18,4.0,positive,4
t1 t38 t10 t23,4.0,positive,4
t34 t55 t26 t10,,negative,4
t34 t41 t26 t8,,negative,4
t41 t18 t52 t36,,negative,4
t55 t35 t27 t23,,negative,4
t55 t19 t52 t31,,negative,4
t52 t31 t35 t26,,negative,4
t31 t31 t36 t34,,negative,4
t19 t18 t36 t4,,negative,4
t52 t18 t26 t4,,negative,4
t8 t10 t35 t8,,negative,4
t0 t41 t4 t10 t8,5.0,positive,5
t0 t57 t4 t10 t55,5.0,positive,5
t0 t52 t34 t40 t55,5.0,positive,5
t1 t52 t34 t40 t55,5.0,positive,5
t0 t52 t34 t40 t8,5.0,positive,5
t0 t41 t4 t10 t55,5.0,positive,5
t1 t52 t34 t40 t8,5.0,positive,5
t1 t57 t4 t10 t55,5.0,positive,5
t1 t41 t4 t10 t55,5.0,positive,5
t1 t57 t4 t10 t8,5.0,positive,5
t31 t19 t53 t34 t8,,negative,5
t36 t4 t18 t34 t41,,negative,5
t57 t18 t41 t8 t52,,negative,5
t1 t0 t53 t55 t27,,negative,5
t36 t18 t0 t34 t10,,negative,5
t52 t0 t4 t8 t0,,negative,5
t52 t36 t10 t38 t35,,negative,5
t41 t31 t1 t55 t4,,negative,5
t53 t26 t31 t4 t35,,negative,5
t4 t52 t10 t27 t8,,negative,5
t0 t52 t34 t38 t10 t8,5.0,positive,6
t0 t41 t31 t26 t10 t8,6.0,positive,6
t1 t57 t31 t26 t10 t55,6.0,positive,6
t1 t57 t31 t26 t10 t8,6.0,positive,6
t0 t41 t31 t26 t10 t55,6.0,positive,6
t0 t27 t18 t40 t19 t18,6.0,positive,6
t0 t27 t18 t40 t19 t23,6.0,positive,6
t1 t41 t31 t26 t10 t8,6.0,positive,6
t1 t27 t18 t40 t19 t18,6.0,positive,6
t1 t27 t18 t40 t19 t23,6.0,positive,6
t35 t34 t40 t35 t36 t57,,negative,6
t27 t41 t52 t55 t38 t57,,negative,6
t18 t41 t34 t26 t0 t23,,negative,6
t26 t10 t41 t36 t40 t36,,negative,6
t57 t18 t19 t19 t41 t36,,negative,6
t35 t38 t41 t35 t53 t0,,negative,6
t0 t8 t18 t55 t27 t19,,negative,6
t8 t41 t41 t41 t4 t27,,negative,6
t18 t41 t4 t19 t52 t27,,negative,6
t1 t31 t40 t57 t38 t36,,negative,6
t1 t57 t27 t26 t26 t10 t55,7.0,positive,7
t1 t27 t18 t40 t40 t18 t18,6.0,positive,7
t1 t41 t27 t26 t26 t10 t8,7.0,positive,7
t0 t27 t18 t38 t10 t19 t18,6.0,positive,7
t0 t57 t27 t26 t26 t10 t55,7.0,positive,7
