sample,parse_depth,type,length
t172,,negative,1
t11,,negative,1
t115,,negative,1
t72,,negative,1
t157,,negative,1
t101,,negative,1
t177,,negative,1
t124,,negative,1
t45,,negative,1
t99,,negative,1
t97 t99,,negative,2
t130 t169,,negative,2
t13 t178,,negative,2
t121 t100,,negative,2
t123 t151,,negative,2
t26 t118,,negative,2
t65 t56,,negative,2
t54 t48,,negative,2
t24 t49,,negative,2
t96 t123,,negative,2
t108 t101 t60,3.0,positive,3
t91 t101 t60,3.0,positive,3
t172 t96 t144,,negative,3
t177 t170 t164,,negative,3
t158 t21 t127,,negative,3
t170 t26 t164,,negative,3
t101 t36 t67,,negative,3
t69 t91 t54,,negative,3
t94 t49 t48,,negative,3
t71 t172 t159,,negative,3
t104 t8 t105,,negative,3
t177 t157 t76,,negative,3
t118 t22 t139 t165,,negative,4
t63 t45 t96 t104,,negative,4
t121 t127 t8 t108,,negative,4
t72 t63 t11 t41,,negative,4
t41 t146 t167 t115,,negative,4
t90 t49 t51 t110,,negative,4
t93 t22 t93 t165,,negative,4
t158 t171 t115 t167,,negative,4
t146 t146 t151 t127,,negative,4
t99 t36 t51 t50,,negative,4
t91 t101 t99 t50 t121,4.0,positive,5
t91 t101 t97 t50 t121,4.0,positive,5
t108 t101 t97 t50 t178,4.0,positive,5
t91 t101 t97 t69 t178,4.0,positive,5
t108 t101 t97 t69 t121,4.0,positive,5
t91 t101 t99 t69 t121,4.0,positive,5
t91 t101 t97 t50 t45,4.0,positive,5
t91 t101 t99 t50 t45,4.0,positive,5
t108 t101 t99 t50 t121,4.0,positive,5
t108 t101 t99 t69 t178,4.0,positive,5
t129 t80 t98 t34 t54,,negative,5
t50 t23 t165 t41 t23,,negative,5
t134 t146 t97 t159 t130,,negative,5
t22 t165 t17 t94 t144,,negative,5
t178 t178 t98 t171 t110,,negative,5
t56 t123 t69 t164 t177,,negative,5
t165 t73 t41 t115 t51,,negative,5
t69 t170 t104 t134 t90,,negative,5
t90 t177 t56 t105 t121,,negative,5
t171 t115 t165 t80 t60,,negative,5
t108 t101 t123 t141 t94 t24,4.0,positive,6
t91 t101 t100 t99 t50 t121,5.0,positive,6
t108 t101 t102 t123 t141 t178,5.0,positive,6
t91 t101 t100 t99 t69 t178,5.0,positive,6
t108 t101 t154 t124 t63 t121,5.0,positive,6
t108 t101 t146 t99 t50 t178,5.0,positive,6
t91 t101 t97 t63 t165 t178,5.0,positive,6
t91 t101 t146 t99 t69 t178,5.0,positive,6
t108 t101 t146 t105 t69 t178,5.0,positive,6
t91 t101 t0 t123 t141 t178,5.0,positive,6
t139 t170 t80 t154 t2 t151,,negative,6
t98 t145 t54 t130 t121 t115,,negative,6
t90 t96 t11 t178 t2 t96,,negative,6
t127 t49 t139 t144 t121 t63,,negative,6
t130 t129 t105 t91 t49 t13,,negative,6
t71 t21 t65 t96 t65 t130,,negative,6
t34 t65 t112 t146 t177 t105,,negative,6
t94 t104 t174 t80 t80 t127,,negative,6
t34 t170 t76 t99 t49 t164,,negative,6
t22 t177 t90 t69 t45 t24,,negative,6
t108 t101 t110 t17 t123 t141 t121,5.0,positive,7
t108 t101 t24 t96 t123 t141 t121,5.0,positive,7
t91 t101 t154 t56 t67 t90 t121,5.0,positive,7
t91 t101 t134 t17 t123 t141 t178,5.0,positive,7
t108 t101 t134 t96 t123 t141 t178,5.0,positive,7
t91 t101 t110 t96 t123 t69 t178,5.0,positive,7
t91 t101 t97 t67 t73 t158 t178,6.0,positive,7
t91 t101 t110 t17 t123 t69 t121,5.0,positive,7
t108 t101 t154 t94 t91 t63 t45,6.0,positive,7
t108 t101 t90 t130 t8 t63 t178,6.0,positive,7
t93 t50 t157 t63 t158 t112 t154,,negative,7
t158 t9 t115 t72 t127 t80 t93,,negative,7
t170 t129 t154 t71 t134 t112 t65,,negative,7
t158 t169 t108 t139 t104 t156 t21,,negative,7
t101 t11 t24 t24 t134 t41 t54,,negative,7
t65 t156 t172 t21 t105 t26 t13,,negative,7
t115 t17 t171 t71 t171 t123 t72,,negative,7
t94 t178 t36 t99 t99 t45 t133,,negative,7
t22 t26 t151 t157 t162 t112 t156,,negative,7
t36 t156 t105 t48 t51 t102 t174,,negative,7
t91 t101 t139 t98 t105 t141 t174 t22,6.0,positive,8
t91 t101 t90 t56 t67 t91 t144 t178,6.0,positive,8
t108 t101 t146 t99 t67 t90 t139 t45,6.0,positive,8
t91 t101 t174 t24 t105 t123 t69 t121,6.0,positive,8
t91 t101 t99 t67 t91 t144 t165 t178,7.0,positive,8
t108 t101 t170 t67 t91 t156 t93 t121,7.0,positive,8
t91 t101 t24 t71 t36 t123 t69 t178,6.0,positive,8
t108 t101 t90 t130 t157 t67 t90 t45,6.0,positive,8
t108 t101 t154 t2 t177 t91 t63 t178,7.0,positive,8
t108 t101 t17 t139 t98 t8 t141 t45,7.0,positive,8
t118 t121 t65 t156 t23 t104 t17 t99,,negative,8
t146 t36 t115 t144 t93 t65 t124 t157,,negative,8
t130 t139 t165 t141 t60 t48 t69 t151,,negative,8
t146 t105 t47 t99 t156 t11 t115 t8,,negative,8
t105 t22 t178 t170 t130 t48 t124 t102,,negative,8
t17 t105 t174 t102 t162 t133 t24 t144,,negative,8
t97 t178 t112 t146 t156 t54 t1 t21,,negative,8
t133 t105 t156 t0 t156 t47 t93 t8,,negative,8
t139 t145 t41 t178 t76 t104 t80 t11,,negative,8
t49 t45 t101 t0 t169 t101 t177 t41,,negative,8
t91 t101 t97 t67 t108 t156 t54 t158 t45,8.0,positive,9
t91 t101 t130 t94 t0 t172 t56 t63 t121,8.0,positive,9
t108 t101 t154 t0 t177 t23 t47 t63 t45,7.0,positive,9
t91 t101 t146 t105 t67 t108 t144 t158 t178,7.0,positive,9
t91 t101 t146 t105 t67 t108 t144 t158 t45,7.0,positive,9
t91 t101 t110 t96 t158 t98 t8 t141 t121,7.0,positive,9
t91 t101 t145 t17 t158 t98 t8 t69 t178,7.0,positive,9
t108 t101 t134 t96 t165 t98 t8 t69 t121,7.0,positive,9
t108 t101 t90 t134 t101 t23 t47 t63 t45,7.0,positive,9
t108 t101 t100 t99 t67 t108 t48 t139 t178,7.0,positive,9
t21 t102 t151 t98 t101 t121 t174 t90 t34,,negative,9
t144 t104 t112 t23 t165 t67 t76 t8 t174,,negative,9
t24 t63 t50 t118 t108 t97 t164 t167 t121,,negative,9
t129 t93 t169 t2 t50 t51 t156 t47 t129,,negative,9
t169 t156 t105 t127 t76 t178 t145 t54 t110,,negative,9
t123 t34 t115 t130 t174 t13 t129 t48 t100,,negative,9
t164 t51 t56 t13 t124 t171 t169 t110 t139,,negative,9
t71 t49 t167 t162 t90 t139 t164 t158 t105,,negative,9
t49 t171 t94 t110 t167 t108 t98 t158 t158,,negative,9
t118 t139 t115 t174 t98 t90 t105 t145 t104,,negative,9
t108 t101 t90 t2 t162 t104 t91 t67 t73 t121,8.0,positive,10
t108 t101 t146 t99 t67 t90 t26 t162 t165 t45,8.0,positive,10
