sample,parse_depth,type,length
t11,,negative,1
t27,,negative,1
t23,,negative,1
t20,,negative,1
t15,,negative,1
t13,,negative,1
t6,,negative,1
t28,,negative,1
t25,,negative,1
t21,,negative,1
t25 t30,2.0,positive,2
t31 t23,2.0,positive,2
t15 t20,,negative,2
t11 t30,,negative,2
t16 t15,,negative,2
t29 t1,,negative,2
t13 t21,,negative,2
t27 t34,,negative,2
t23 t28,,negative,2
t1 t34,,negative,2
t11 t16,,negative,2
t13 t8,,negative,2
t20 t25 t29,,negative,3
t27 t27 t27,,negative,3
t20 t21 t25,,negative,3
t16 t31 t23,,negative,3
t16 t13 t6,,negative,3
t11 t25 t23,,negative,3
t1 t31 t25,,negative,3
t16 t21 t29,,negative,3
t34 t31 t17,,negative,3
t31 t13 t6,,negative,3
t25 t17 t15 t30,4.0,positive,4
t25 t23 t13 t23,4.0,positive,4
t25 t23 t16 t23,4.0,positive,4
t25 t17 t34 t30,4.0,positive,4
t31 t16 t20 t28,4.0,positive,4
t11 t31 t30 t29,,negative,4
t31 t8 t17 t1,,negative,4
t20 t34 t11 t8,,negative,4
t25 t28 t13 t21,,negative,4
t16 t13 t28 t1,,negative,4
t21 t8 t16 t15,,negative,4
t6 t16 t17 t31,,negative,4
t29 t28 t21 t23,,negative,4
t27 t25 t17 t30,,negative,4
t21 t21 t23 t23,,negative,4
t31 t27 t20 t20 t28,4.0,positive,5
t25 t23 t29 t13 t34,5.0,positive,5
t25 t30 t31 t15 t30,4.0,positive,5
t25 t23 t29 t16 t34,5.0,positive,5
t25 t23 t29 t11 t34,5.0,positive,5
t25 t29 t31 t15 t30,4.0,positive,5
t25 t29 t31 t34 t30,4.0,positive,5
t25 t30 t31 t34 t30,4.0,positive,5
t29 t25 t25 t23 t13,,negative,5
t27 t23 t27 t17 t31,,negative,5
t17 t11 t13 t17 t27,,negative,5
t1 t11 t28 t23 t30,,negative,5
t27 t23 t8 t16 t30,,negative,5
t28 t34 t25 t30 t27,,negative,5
t11 t31 t29 t13 t28,,negative,5
t31 t20 t1 t16 t23,,negative,5
t8 t1 t16 t28 t17,,negative,5
t17 t25 t17 t21 t31,,negative,5
t25 t13 t8 t1 t15 t30,5.0,positive,6
t31 t34 t16 t20 t20 t28,5.0,positive,6
t25 t23 t13 t16 t20 t28,6.0,positive,6
t25 t13 t8 t1 t34 t30,5.0,positive,6
t25 t23 t16 t16 t20 t28,6.0,positive,6
t31 t16 t20 t28 t27 t28,6.0,positive,6
t28 t21 t8 t30 t23 t31,,negative,6
t28 t29 t8 t16 t21 t11,,negative,6
t29 t23 t15 t1 t8 t11,,negative,6
t29 t29 t21 t16 t29 t21,,negative,6
t8 t21 t13 t8 t1 t27,,negative,6
t30 t15 t25 t17 t30 t6,,negative,6
t30 t31 t6 t17 t1 t29,,negative,6
t8 t28 t6 t13 t21 t6,,negative,6
t16 t27 t11 t17 t31 t1,,negative,6
t6 t21 t28 t25 t31 t27,,negative,6
t25 t23 t13 t27 t20 t20 t28,6.0,positive,7
t25 t23 t17 t20 t16 t11 t23,7.0,positive,7
t25 t23 t17 t20 t16 t34 t23,7.0,positive,7
t25 t23 t25 t20 t16 t11 t23,7.0,positive,7
t25 t13 t25 t29 t31 t15 t30,6.0,positive,7
t25 t23 t29 t8 t31 t13 t34,7.0,positive,7
t25 t23 t25 t20 t13 t11 t23,7.0,positive,7
t25 t23 t29 t8 t31 t16 t34,7.0,positive,7
t25 t23 t17 t15 t30 t20 t23,7.0,positive,7
t25 t23 t25 t34 t30 t20 t23,7.0,positive,7
t11 t1 t1 t13 t30 t1 t17,,negative,7
t25 t29 t11 t21 t16 t23 t27,,negative,7
t27 t11 t13 t1 t20 t16 t34,,negative,7
t30 t1 t30 t25 t28 t21 t8,,negative,7
t27 t1 t21 t15 t23 t16 t27,,negative,7
t28 t13 t21 t25 t11 t8 t11,,negative,7
t34 t20 t27 t27 t17 t6 t31,,negative,7
t8 t16 t1 t6 t13 t1 t13,,negative,7
t16 t6 t6 t30 t28 t30 t1,,negative,7
t34 t16 t16 t34 t34 t13 t15,,negative,7
t25 t23 t34 t34 t30 t31 t16 t34,8.0,positive,8
t25 t23 t34 t34 t11 t31 t13 t34,8.0,positive,8
t25 t23 t34 t34 t30 t31 t11 t34,8.0,positive,8
t25 t23 t11 t34 t11 t31 t13 t34,8.0,positive,8
t25 t23 t25 t17 t16 t16 t34 t23,8.0,positive,8
t25 t23 t34 t15 t30 t31 t13 t34,8.0,positive,8
t25 t23 t34 t34 t34 t31 t13 t34,8.0,positive,8
t25 t23 t30 t15 t20 t13 t34 t23,7.0,positive,8
t25 t23 t17 t17 t16 t16 t11 t23,8.0,positive,8
t31 t34 t16 t20 t20 t28 t27 t28,6.0,positive,8
t25 t15 t34 t17 t21 t6 t28 t13,,negative,8
t23 t20 t28 t20 t17 t6 t34 t29,,negative,8
t11 t13 t28 t30 t8 t23 t31 t23,,negative,8
t28 t11 t13 t34 t17 t17 t20 t8,,negative,8
t31 t30 t17 t8 t6 t28 t28 t20,,negative,8
t23 t17 t1 t15 t21 t15 t20 t6,,negative,8
t8 t30 t17 t16 t27 t27 t29 t34,,negative,8
t25 t23 t25 t25 t21 t31 t21 t16,,negative,8
t30 t20 t30 t23 t23 t17 t29 t30,,negative,8
t6 t15 t15 t31 t20 t11 t31 t6,,negative,8
t25 t23 t29 t11 t17 t29 t31 t15 t30,8.0,positive,9
t25 t13 t13 t30 t34 t8 t1 t15 t30,7.0,positive,9
t25 t23 t30 t34 t17 t13 t13 t11 t23,8.0,positive,9
t25 t13 t13 t30 t34 t8 t1 t34 t30,7.0,positive,9
