sample,parse_depth,type,length
t245,,negative,1
t77,,negative,1
t42,,negative,1
t209,,negative,1
t14,,negative,1
t160,,negative,1
t86,,negative,1
t176,,negative,1
t267,,negative,1
t335,,negative,1
t14 t270,2.0,positive,2
t352 t87,2.0,positive,2
t236 t104,2.0,positive,2
t180 t198,2.0,positive,2
t322 t279,2.0,positive,2
t109 t164,2.0,positive,2
t322 t121,2.0,positive,2
t281 t267,2.0,positive,2
t79 t304,2.0,positive,2
t281 t283,2.0,positive,2
t90 t250,,negative,2
t216 t304,,negative,2
t359 t23,,negative,2
t115 t266,,negative,2
t230 t253,,negative,2
t194 t175,,negative,2
t297 t175,,negative,2
t347 t174,,negative,2
t31 t10,,negative,2
t5 t100,,negative,2
t279 t42 t2,3.0,positive,3
t87 t42 t348,3.0,positive,3
t68 t10 t50,3.0,positive,3
t216 t207 t352,3.0,positive,3
t238 t233 t87,3.0,positive,3
t304 t121 t330,3.0,positive,3
t59 t183 t158,3.0,positive,3
t346 t165 t156,3.0,positive,3
t180 t141 t281,3.0,positive,3
t322 t280 t270,3.0,positive,3
t336 t347 t44,,negative,3
t40 t73 t352,,negative,3
t367 t330 t109,,negative,3
t164 t115 t349,,negative,3
t367 t267 t23,,negative,3
t25 t292 t113,,negative,3
t44 t308 t104,,negative,3
t116 t178 t122,,negative,3
t186 t337 t10,,negative,3
t118 t125 t269,,negative,3
t14 t69 t246 t228,4.0,positive,4
t280 t56 t42 t136,3.0,positive,4
t180 t325 t355 t40,3.0,positive,4
t283 t109 t183 t270,4.0,positive,4
t254 t44 t104 t7,4.0,positive,4
t322 t194 t332 t308,4.0,positive,4
t69 t287 t324 t180,4.0,positive,4
t183 t160 t280 t324,4.0,positive,4
t351 t361 t222 t346,4.0,positive,4
t158 t165 t59 t198,4.0,positive,4
t88 t75 t238 t38,,negative,4
t270 t37 t107 t265,,negative,4
t154 t296 t175 t23,,negative,4
t320 t288 t251 t153,,negative,4
t233 t359 t231 t269,,negative,4
t165 t231 t88 t74,,negative,4
t245 t320 t158 t164,,negative,4
t313 t308 t292 t151,,negative,4
t278 t88 t319 t361,,negative,4
t109 t117 t203 t266,,negative,4
t279 t68 t257 t288 t74,5.0,positive,5
t168 t336 t308 t369 t325,4.0,positive,5
t231 t233 t198 t85 t154,5.0,positive,5
t324 t198 t270 t47 t194,5.0,positive,5
t247 t92 t117 t150 t147,4.0,positive,5
t324 t92 t142 t352 t55,4.0,positive,5
t217 t251 t50 t59 t236,4.0,positive,5
t55 t186 t346 t269 t63,4.0,positive,5
t68 t339 t266 t174 t324,5.0,positive,5
t335 t170 t319 t369 t180,4.0,positive,5
t222 t87 t191 t40 t142,,negative,5
t116 t85 t99 t40 t93,,negative,5
t349 t330 t73 t183 t297,,negative,5
t141 t219 t303 t217 t73,,negative,5
t55 t330 t180 t109 t297,,negative,5
t263 t367 t312 t312 t278,,negative,5
t225 t322 t361 t347 t348,,negative,5
t206 t176 t200 t75 t246,,negative,5
t287 t274 t147 t150 t81,,negative,5
t283 t34 t123 t65 t339,,negative,5
t254 t136 t87 t216 t160 t24,5.0,positive,6
t283 t230 t75 t68 t73 t270,5.0,positive,6
t292 t292 t136 t363 t65 t31,5.0,positive,6
t14 t5 t174 t290 t44 t349,6.0,positive,6
t207 t87 t264 t180 t332 t265,5.0,positive,6
t282 t127 t296 t351 t250 t270,6.0,positive,6
t174 t204 t231 t174 t336 t121,6.0,positive,6
t263 t370 t127 t257 t247 t281,5.0,positive,6
t15 t246 t109 t296 t204 t361,6.0,positive,6
t308 t125 t280 t263 t194 t361,6.0,positive,6
t303 t136 t312 t282 t292 t10,,negative,6
t222 t217 t100 t270 t123 t2,,negative,6
t191 t198 t268 t69 t281 t165,,negative,6
t198 t160 t266 t257 t308 t176,,negative,6
t165 t68 t81 t351 t352 t99,,negative,6
t59 t369 t8 t366 t165 t359,,negative,6
t303 t113 t165 t206 t250 t325,,negative,6
t282 t370 t116 t191 t47 t208,,negative,6
t210 t68 t320 t106 t46 t23,,negative,6
t361 t217 t154 t203 t355 t2,,negative,6
t279 t219 t168 t222 t206 t78 t355,6.0,positive,7
t289 t287 t167 t332 t147 t167 t37,5.0,positive,7
t319 t270 t148 t349 t228 t116 t283,5.0,positive,7
t25 t355 t361 t97 t25 t355 t153,5.0,positive,7
t104 t86 t160 t50 t319 t253 t351,6.0,positive,7
t80 t210 t319 t267 t41 t238 t346,6.0,positive,7
t369 t41 t277 t153 t42 t207 t304,6.0,positive,7
t194 t46 t363 t42 t321 t266 t158,7.0,positive,7
t288 t25 t339 t14 t92 t280 t270,5.0,positive,7
t1 t361 t125 t93 t198 t264 t231,6.0,positive,7
t265 t219 t313 t325 t106 t264 t210,,negative,7
t308 t175 t198 t41 t120 t250 t141,,negative,7
t106 t207 t283 t216 t167 t223 t38,,negative,7
t97 t188 t87 t330 t31 t320 t228,,negative,7
t288 t7 t208 t118 t136 t320 t78,,negative,7
t42 t278 t188 t113 t62 t281 t77,,negative,7
t81 t10 t264 t118 t104 t355 t127,,negative,7
t142 t222 t93 t2 t181 t292 t277,,negative,7
t178 t154 t282 t61 t361 t351 t253,,negative,7
t290 t238 t369 t121 t15 t335 t15,,negative,7
t109 t292 t180 t228 t351 t335 t268 t231,6.0,positive,8
t186 t257 t270 t137 t44 t349 t203 t113,6.0,positive,8
t170 t86 t253 t297 t100 t292 t47 t78,7.0,positive,8
t15 t359 t238 t230 t180 t75 t44 t167,6.0,positive,8
t322 t313 t100 t216 t319 t292 t200 t25,7.0,positive,8
t56 t355 t168 t174 t257 t170 t313 t3,6.0,positive,8
t123 t204 t292 t209 t238 t153 t125 t238,6.0,positive,8
t10 t41 t229 t348 t85 t228 t100 t92,6.0,positive,8
t125 t7 t339 t325 t34 t335 t178 t8,7.0,positive,8
t289 t99 t347 t297 t319 t264 t250 t186,4.0,positive,8
t153 t148 t123 t3 t1 t225 t216 t8,,negative,8
t127 t158 t3 t8 t332 t44 t332 t85,,negative,8
t370 t207 t269 t287 t330 t282 t8 t86,,negative,8
t1 t266 t123 t279 t290 t281 t99 t357,,negative,8
t251 t250 t250 t270 t236 t264 t147 t65,,negative,8
t183 t59 t186 t296 t289 t23 t254 t198,,negative,8
t1 t47 t230 t46 t231 t63 t1 t280,,negative,8
t79 t113 t320 t23 t100 t80 t40 t266,,negative,8
t297 t31 t200 t270 t349 t65 t250 t3,,negative,8
t269 t303 t231 t253 t349 t250 t97 t78,,negative,8
t266 t160 t267 t74 t109 t63 t40 t194 t209,7.0,positive,9
t150 t109 t247 t75 t257 t210 t55 t15 t281,8.0,positive,9
t292 t283 t281 t217 t247 t7 t160 t25 t180,8.0,positive,9
t217 t164 t59 t104 t287 t367 t351 t337 t278,7.0,positive,9
t361 t335 t231 t210 t283 t176 t170 t332 t290,7.0,positive,9
t281 t367 t113 t174 t88 t113 t107 t203 t279,9.0,positive,9
t79 t231 t2 t351 t367 t247 t245 t175 t277,8.0,positive,9
t77 t279 t174 t10 t115 t186 t200 t85 t180,8.0,positive,9
t198 t209 t183 t282 t167 t147 t366 t229 t321,9.0,positive,9
t68 t312 t42 t41 t355 t181 t85 t174 t40,8.0,positive,9
t55 t200 t188 t330 t200 t325 t34 t361 t231,,negative,9
t123 t223 t92 t250 t245 t206 t207 t348 t38,,negative,9
t99 t25 t175 t121 t198 t86 t151 t319 t348,,negative,9
t357 t117 t74 t313 t247 t142 t254 t351 t209,,negative,9
t324 t348 t81 t222 t75 t150 t168 t93 t277,,negative,9
t34 t154 t47 t92 t324 t181 t290 t269 t127,,negative,9
t125 t277 t264 t116 t68 t263 t88 t118 t320,,negative,9
t15 t277 t198 t117 t151 t324 t90 t147 t370,,negative,9
t308 t351 t15 t330 t267 t34 t278 t282 t88,,negative,9
t296 t3 t308 t231 t357 t209 t194 t210 t24,,negative,9
t208 t109 t245 t34 t313 t292 t216 t44 t247 t348,7.0,positive,10
t277 t109 t188 t250 t186 t336 t346 t219 t367 t160,9.0,positive,10
t348 t203 t92 t176 t349 t319 t8 t123 t369 t324,8.0,positive,10
t292 t150 t176 t204 t160 t369 t63 t104 t279 t8,8.0,positive,10
t363 t277 t247 t236 t25 t266 t225 t154 t87 t366,9.0,positive,10
t46 t312 t117 t280 t304 t209 t269 t107 t245 t63,6.0,positive,10
t206 t42 t92 t269 t122 t142 t370 t330 t319 t288,7.0,positive,10
t332 t153 t292 t59 t336 t104 t198 t363 t99 t153,8.0,positive,10
t270 t174 t280 t367 t160 t209 t158 t361 t113 t208,7.0,positive,10
t254 t164 t228 t44 t109 t348 t194 t359 t274 t233,8.0,positive,10
t37 t79 t69 t297 t238 t280 t274 t320 t367 t62,,negative,10
t167 t34 t183 t38 t77 t266 t41 t269 t287 t59,,negative,10
t85 t366 t335 t292 t280 t59 t289 t270 t282 t68,,negative,10
t38 t90 t223 t236 t186 t282 t88 t200 t125 t336,,negative,10
t204 t164 t42 t24 t175 t208 t113 t164 t165 t10,,negative,10
t23 t330 t176 t55 t204 t79 t34 t106 t233 t61,,negative,10
t339 t194 t236 t164 t15 t246 t37 t257 t292 t123,,negative,10
t279 t230 t247 t250 t304 t335 t116 t115 t121 t210,,negative,10
t79 t75 t191 t246 t186 t56 t280 t312 t109 t86,,negative,10
t151 t42 t231 t99 t325 t65 t251 t80 t104 t210,,negative,10
t352 t25 t210 t44 t194 t264 t62 t120 t186 t118 t304,9.0,positive,11
t160 t330 t351 t186 t5 t175 t65 t280 t191 t156 t194,8.0,positive,11
t253 t25 t339 t348 t308 t308 t339 t296 t257 t348 t160,8.0,positive,11
t200 t109 t75 t274 t250 t100 t228 t319 t75 t231 t265,9.0,positive,11
t231 t183 t231 t37 t104 t321 t223 t336 t170 t125 t87,8.0,positive,11
t270 t292 t292 t183 t167 t292 t125 t266 t228 t167 t287,8.0,positive,11
t51 t65 t266 t125 t125 t180 t174 t116 t355 t219 t65,9.0,positive,11
t5 t296 t41 t164 t228 t204 t137 t204 t125 t15 t267,7.0,positive,11
t363 t304 t194 t287 t14 t346 t292 t90 t85 t125 t164,7.0,positive,11
t207 t283 t361 t75 t160 t287 t335 t321 t183 t351 t198,9.0,positive,11
t355 t79 t296 t183 t80 t264 t153 t23 t181 t265 t77,,negative,11
t42 t296 t90 t37 t99 t361 t313 t55 t123 t352 t289,,negative,11
t216 t277 t97 t104 t164 t116 t257 t115 t207 t123 t351,,negative,11
t290 t217 t78 t208 t233 t297 t351 t203 t168 t277 t127,,negative,11
t265 t357 t297 t62 t81 t269 t265 t25 t50 t93 t37,,negative,11
t104 t176 t349 t40 t263 t174 t303 t125 t100 t223 t118,,negative,11
t352 t351 t337 t361 t217 t263 t24 t3 t319 t38 t104,,negative,11
t347 t369 t289 t92 t281 t106 t14 t180 t118 t216 t320,,negative,11
t229 t251 t186 t142 t282 t165 t228 t178 t223 t77 t74,,negative,11
t41 t355 t222 t206 t73 t369 t207 t160 t41 t141 t42,,negative,11
t292 t120 t148 t228 t320 t86 t73 t223 t170 t175 t236 t283,10.0,positive,12
t206 t200 t37 t312 t349 t283 t274 t336 t73 t100 t186 t257,8.0,positive,12
t175 t65 t7 t141 t289 t59 t81 t176 t282 t222 t292 t116,7.0,positive,12
t123 t228 t44 t7 t263 t2 t117 t141 t153 t292 t120 t65,8.0,positive,12
t75 t1 t223 t100 t292 t336 t180 t37 t296 t79 t104 t186,9.0,positive,12
t97 t25 t181 t253 t174 t41 t93 t228 t47 t283 t160 t90,7.0,positive,12
t167 t269 t324 t69 t279 t253 t251 t147 t31 t251 t79 t266,9.0,positive,12
t264 t351 t164 t127 t34 t303 t165 t230 t3 t59 t175 t304,9.0,positive,12
t7 t61 t24 t352 t257 t63 t75 t289 t31 t59 t292 t109,7.0,positive,12
t247 t92 t292 t339 t322 t324 t210 t288 t37 t367 t123 t127,6.0,positive,12
t357 t59 t238 t278 t7 t123 t254 t313 t174 t153 t1 t113,,negative,12
t99 t75 t61 t245 t203 t47 t154 t206 t347 t320 t122 t42,,negative,12
t176 t127 t359 t154 t31 t31 t158 t183 t7 t65 t257 t370,,negative,12
t176 t34 t236 t361 t236 t253 t42 t175 t267 t137 t236 t348,,negative,12
t151 t367 t339 t268 t277 t250 t308 t5 t186 t34 t321 t312,,negative,12
t332 t337 t10 t200 t62 t247 t80 t348 t55 t223 t61 t24,,negative,12
t25 t228 t357 t121 t80 t68 t312 t153 t274 t34 t254 t55,,negative,12
t229 t24 t24 t23 t308 t287 t183 t210 t88 t147 t303 t86,,negative,12
t99 t186 t113 t158 t180 t170 t136 t267 t47 t160 t238 t270,,negative,12
t336 t148 t120 t229 t352 t137 t51 t81 t337 t283 t74 t7,,negative,12
t61 t369 t37 t332 t322 t118 t366 t250 t361 t87 t120 t85 t246,9.0,positive,13
t346 t264 t225 t282 t24 t37 t267 t194 t62 t148 t160 t186 t77,12.0,positive,13
t174 t158 t289 t8 t267 t153 t236 t47 t156 t62 t137 t332 t217,11.0,positive,13
t14 t75 t174 t8 t251 t207 t319 t24 t319 t346 t290 t50 t51,8.0,positive,13
t63 t263 t186 t191 t219 t46 t93 t332 t292 t73 t194 t281 t10,8.0,positive,13
t100 t346 t113 t325 t14 t313 t366 t347 t74 t278 t92 t8 t198,10.0,positive,13
t23 t181 t148 t7 t153 t363 t167 t270 t47 t44 t147 t304 t120,10.0,positive,13
t206 t347 t246 t292 t349 t370 t109 t75 t137 t174 t175 t34 t181,9.0,positive,13
t174 t290 t198 t125 t351 t282 t125 t325 t170 t8 t160 t304 t42,7.0,positive,13
t267 t5 t228 t346 t109 t75 t292 t216 t174 t178 t47 t330 t51,9.0,positive,13
t304 t117 t270 t14 t85 t319 t118 t1 t7 t15 t208 t181 t288,,negative,13
t321 t120 t322 t351 t188 t369 t219 t80 t281 t10 t141 t38 t330,,negative,13
t168 t127 t361 t153 t325 t62 t290 t304 t346 t210 t230 t141 t287,,negative,13
t355 t97 t51 t274 t267 t85 t47 t228 t230 t270 t266 t106 t106,,negative,13
t280 t122 t62 t79 t304 t8 t183 t68 t97 t168 t46 t324 t88,,negative,13
t156 t78 t357 t178 t351 t68 t225 t348 t109 t289 t263 t38 t109,,negative,13
t281 t86 t287 t277 t156 t107 t15 t348 t79 t367 t283 t297 t367,,negative,13
t148 t313 t164 t37 t324 t283 t50 t170 t266 t352 t303 t90 t217,,negative,13
t267 t78 t257 t303 t229 t186 t245 t104 t264 t115 t288 t330 t78,,negative,13
t87 t321 t320 t264 t303 t246 t104 t206 t2 t228 t253 t183 t346,,negative,13
t150 t153 t109 t63 t87 t31 t337 t206 t335 t352 t277 t228 t40 t312,8.0,positive,14
t206 t117 t268 t63 t7 t335 t283 t174 t180 t106 t296 t266 t37 t282,11.0,positive,14
t123 t174 t263 t217 t231 t209 t50 t51 t50 t153 t97 t55 t279 t100,7.0,positive,14
t147 t304 t250 t347 t236 t160 t231 t366 t168 t270 t335 t292 t200 t281,10.0,positive,14
t56 t352 t270 t336 t78 t125 t279 t216 t158 t339 t125 t31 t61 t25,13.0,positive,14
t348 t34 t8 t228 t253 t277 t63 t204 t77 t168 t194 t247 t210 t267,13.0,positive,14
t304 t346 t355 t209 t231 t174 t109 t233 t209 t254 t194 t97 t154 t65,10.0,positive,14
t141 t216 t186 t366 t288 t37 t7 t233 t23 t150 t308 t104 t147 t270,8.0,positive,14
t37 t236 t264 t42 t176 t228 t303 t332 t351 t168 t154 t104 t7 t246,7.0,positive,14
t88 t313 t160 t332 t125 t206 t3 t109 t279 t160 t279 t324 t100 t348,6.0,positive,14
t59 t63 t79 t370 t55 t288 t347 t85 t222 t40 t347 t181 t282 t78,,negative,14
t118 t250 t23 t165 t174 t181 t87 t191 t31 t236 t290 t125 t288 t56,,negative,14
t246 t55 t186 t290 t304 t347 t2 t308 t267 t217 t80 t7 t308 t282,,negative,14
t322 t337 t245 t267 t339 t121 t92 t351 t370 t186 t8 t81 t81 t125,,negative,14
t287 t42 t44 t194 t247 t266 t75 t330 t34 t330 t122 t308 t31 t332,,negative,14
t81 t121 t347 t191 t257 t176 t180 t209 t281 t346 t73 t118 t44 t141,,negative,14
t312 t109 t136 t209 t93 t296 t363 t230 t137 t357 t266 t40 t80 t78,,negative,14
t292 t24 t34 t59 t369 t117 t247 t10 t230 t14 t56 t158 t113 t136,,negative,14
t251 t230 t136 t280 t107 t59 t279 t150 t247 t321 t8 t75 t200 t41,,negative,14
t118 t324 t151 t355 t308 t313 t264 t79 t312 t109 t176 t154 t63 t125,,negative,14
t107 t359 t86 t137 t37 t47 t279 t55 t281 t164 t274 t183 t283 t336 t330,10.0,positive,15
t51 t233 t367 t279 t357 t292 t148 t337 t348 t287 t87 t97 t281 t346 t292,11.0,positive,15
t63 t204 t363 t231 t352 t324 t349 t198 t257 t253 t80 t122 t127 t73 t270,7.0,positive,15
t37 t176 t225 t7 t229 t352 t278 t233 t198 t97 t289 t25 t75 t150 t308,8.0,positive,15
t322 t216 t183 t75 t346 t357 t170 t288 t167 t31 t217 t308 t7 t357 t154,12.0,positive,15
t351 t216 t47 t73 t78 t153 t141 t31 t355 t335 t85 t63 t304 t369 t355,8.0,positive,15
t281 t280 t153 t267 t87 t222 t369 t106 t351 t349 t62 t183 t216 t100 t164,10.0,positive,15
t270 t278 t122 t191 t363 t283 t253 t47 t265 t85 t277 t336 t209 t265 t253,12.0,positive,15
t37 t153 t151 t236 t104 t106 t181 t1 t324 t369 t165 t75 t254 t120 t194,11.0,positive,15
t87 t280 t352 t153 t61 t73 t369 t280 t351 t247 t107 t194 t174 t229 t170,9.0,positive,15
t56 t125 t337 t153 t99 t125 t228 t175 t253 t23 t87 t2 t290 t324 t150,,negative,15
t351 t268 t99 t77 t56 t75 t170 t355 t351 t236 t281 t320 t56 t207 t65,,negative,15
t288 t263 t55 t183 t366 t153 t206 t7 t122 t153 t203 t208 t198 t231 t321,,negative,15
t153 t359 t78 t287 t168 t150 t229 t274 t174 t280 t120 t47 t73 t56 t123,,negative,15
t308 t320 t55 t348 t109 t104 t106 t280 t168 t339 t369 t74 t51 t97 t125,,negative,15
t204 t160 t117 t288 t2 t10 t62 t194 t86 t10 t160 t203 t186 t265 t280,,negative,15
t303 t78 t167 t62 t41 t165 t88 t280 t115 t207 t263 t349 t325 t178 t123,,negative,15
t31 t151 t121 t335 t254 t296 t79 t223 t34 t367 t266 t313 t296 t38 t24,,negative,15
t113 t165 t210 t118 t208 t97 t281 t267 t231 t14 t56 t292 t181 t154 t44,,negative,15
t97 t349 t217 t210 t121 t24 t25 t278 t62 t367 t254 t361 t97 t164 t56,,negative,15
t194 t355 t254 t204 t156 t297 t47 t167 t59 t188 t97 t250 t287 t279 t216 t257,9.0,positive,16
t355 t104 t279 t7 t125 t122 t148 t208 t324 t59 t42 t222 t164 t7 t183 t8,8.0,positive,16
t369 t319 t200 t339 t181 t174 t109 t78 t3 t186 t104 t264 t5 t100 t1 t337,13.0,positive,16
t363 t282 t313 t68 t217 t279 t266 t228 t106 t7 t229 t65 t125 t125 t15 t40,12.0,positive,16
t233 t351 t186 t120 t150 t142 t270 t106 t282 t370 t44 t283 t174 t289 t107 t304,10.0,positive,16
t278 t319 t167 t174 t24 t216 t151 t267 t303 t188 t65 t204 t100 t120 t280 t280,11.0,positive,16
t59 t113 t289 t359 t170 t194 t137 t204 t268 t141 t87 t160 t44 t151 t167 t88,7.0,positive,16
t257 t37 t5 t78 t363 t264 t127 t267 t175 t228 t150 t56 t336 t51 t282 t63,11.0,positive,16
t77 t25 t63 t324 t188 t216 t136 t136 t225 t151 t121 t168 t198 t303 t204 t125,10.0,positive,16
t253 t230 t142 t79 t351 t137 t121 t264 t3 t141 t264 t370 t304 t335 t46 t303,10.0,positive,16
t90 t86 t80 t93 t257 t123 t41 t231 t1 t170 t348 t247 t297 t40 t31 t269,,negative,16
t141 t44 t86 t361 t34 t10 t203 t68 t283 t349 t335 t90 t346 t319 t279 t366,,negative,16
t92 t204 t250 t219 t267 t283 t106 t352 t136 t156 t180 t233 t219 t81 t153 t62,,negative,16
t50 t330 t267 t151 t209 t90 t247 t31 t206 t289 t148 t31 t253 t321 t81 t269,,negative,16
t23 t107 t287 t229 t136 t370 t46 t81 t279 t41 t10 t292 t24 t7 t352 t147,,negative,16
t80 t359 t246 t85 t223 t188 t183 t38 t321 t73 t74 t15 t277 t160 t175 t81,,negative,16
t86 t31 t51 t176 t346 t363 t222 t265 t68 t74 t31 t370 t158 t209 t349 t209,,negative,16
t38 t85 t209 t194 t75 t55 t69 t188 t321 t319 t265 t79 t47 t194 t346 t120,,negative,16
t351 t332 t23 t324 t24 t176 t85 t81 t44 t125 t148 t264 t181 t363 t61 t322,,negative,16
t115 t254 t174 t90 t78 t113 t151 t287 t297 t115 t367 t44 t207 t85 t247 t228,,negative,16
t86 t40 t217 t44 t121 t253 t366 t174 t253 t253 t65 t62 t42 t121 t337 t125 t337,9.0,positive,17
t324 t125 t363 t303 t59 t280 t282 t222 t31 t319 t160 t332 t141 t167 t231 t355 t216,10.0,positive,17
t268 t228 t222 t204 t87 t160 t24 t168 t154 t174 t137 t7 t44 t278 t303 t308 t118,10.0,positive,17
t174 t2 t168 t59 t117 t229 t352 t85 t222 t270 t257 t349 t308 t217 t59 t109 t264,10.0,positive,17
