sample,parse_depth,type,length
t0,,negative,1
t10,,negative,1
t1,,negative,1
t5,,negative,1
t9,,negative,1
t8,,negative,1
t6,,negative,1
t15,,negative,1
t3,,negative,1
t14,,negative,1
t15 t14,2.0,positive,2
t5 t14,2.0,positive,2
t7 t14,2.0,positive,2
t1 t16,,negative,2
t6 t0,,negative,2
t13 t13,,negative,2
t13 t4,,negative,2
t12 t16,,negative,2
t1 t6,,negative,2
t4 t2,,negative,2
t8 t14,,negative,2
t16 t16,,negative,2
t6 t1,,negative,2
t0 t9 t10,3.0,positive,3
t9 t9 t7,3.0,positive,3
t6 t9 t7,3.0,positive,3
t4 t9 t3,3.0,positive,3
t4 t9 t7,3.0,positive,3
t9 t9 t1,3.0,positive,3
t10 t7 t9,3.0,positive,3
t8 t9 t1,3.0,positive,3
t3 t9 t7,3.0,positive,3
t9 t9 t10,3.0,positive,3
t3 t5 t13,,negative,3
t13 t9 t12,,negative,3
t4 t7 t9,,negative,3
t10 t6 t8,,negative,3
t0 t8 t12,,negative,3
t15 t12 t13,,negative,3
t7 t4 t2,,negative,3
t4 t10 t2,,negative,3
t11 t1 t1,,negative,3
t15 t13 t8,,negative,3
t15 t8 t9 t10,4.0,positive,4
t15 t12 t9 t1,4.0,positive,4
t15 t15 t9 t10,4.0,positive,4
t2 t6 t9 t1,4.0,positive,4
t6 t7 t9 t7,4.0,positive,4
t10 t2 t7 t9,4.0,positive,4
t16 t1 t9 t10,4.0,positive,4
t16 t8 t9 t1,4.0,positive,4
t10 t16 t8 t9,3.0,positive,4
t2 t7 t9 t7,4.0,positive,4
t5 t6 t1 t3,,negative,4
t13 t0 t12 t0,,negative,4
t8 t6 t10 t3,,negative,4
t5 t4 t3 t8,,negative,4
t0 t0 t6 t5,,negative,4
t4 t12 t16 t14,,negative,4
t1 t7 t4 t11,,negative,4
t6 t12 t7 t6,,negative,4
t2 t14 t4 t12,,negative,4
t12 t15 t12 t15,,negative,4
t0 t9 t4 t9 t10,5.0,positive,5
t10 t1 t14 t3 t9,5.0,positive,5
t15 t14 t10 t9 t7,5.0,positive,5
t10 t13 t3 t7 t9,5.0,positive,5
t9 t16 t16 t9 t3,5.0,positive,5
t15 t9 t0 t9 t7,5.0,positive,5
t9 t9 t3 t9 t7,5.0,positive,5
t15 t13 t4 t9 t3,5.0,positive,5
t15 t3 t0 t9 t10,5.0,positive,5
t15 t9 t3 t9 t10,5.0,positive,5
t10 t4 t2 t8 t7,,negative,5
t15 t10 t12 t11 t6,,negative,5
t12 t16 t15 t4 t8,,negative,5
t14 t13 t5 t5 t14,,negative,5
t13 t13 t0 t14 t1,,negative,5
t14 t0 t6 t0 t5,,negative,5
t12 t4 t5 t14 t5,,negative,5
t2 t12 t12 t11 t3,,negative,5
t14 t15 t4 t15 t15,,negative,5
t16 t2 t12 t7 t2,,negative,5
t10 t0 t16 t0 t0 t9,5.0,positive,6
t15 t4 t9 t14 t9 t1,6.0,positive,6
t10 t0 t9 t9 t0 t9,5.0,positive,6
t10 t4 t7 t14 t3 t9,5.0,positive,6
t10 t4 t0 t10 t6 t9,5.0,positive,6
t8 t1 t15 t6 t9 t3,6.0,positive,6
t10 t13 t10 t1 t0 t9,5.0,positive,6
t15 t14 t13 t12 t9 t10,6.0,positive,6
t15 t6 t9 t9 t9 t3,6.0,positive,6
t12 t10 t15 t1 t9 t1,6.0,positive,6
t3 t14 t6 t15 t10 t4,,negative,6
t13 t9 t2 t14 t13 t3,,negative,6
t10 t4 t13 t8 t6 t15,,negative,6
t5 t6 t11 t5 t15 t9,,negative,6
t6 t11 t5 t4 t5 t12,,negative,6
