sample,parse_depth,type,length
t31,,negative,1
t7,,negative,1
t19,,negative,1
t18,,negative,1
t13,,negative,1
t30,,negative,1
t10,,negative,1
t11,,negative,1
t26,,negative,1
t4,,negative,1
t11 t23,2.0,positive,2
t11 t26,2.0,positive,2
t11 t8,,negative,2
t4 t2,,negative,2
t16 t18,,negative,2
t4 t24,,negative,2
t2 t2,,negative,2
t25 t31,,negative,2
t5 t24,,negative,2
t11 t10,,negative,2
t5 t4,,negative,2
t15 t19,,negative,2
t11 t5 t26,3.0,positive,3
t11 t5 t23,3.0,positive,3
t11 t4 t26,3.0,positive,3
t11 t4 t23,3.0,positive,3
t26 t29 t13,,negative,3
t23 t19 t15,,negative,3
t5 t13 t24,,negative,3
t13 t23 t4,,negative,3
t5 t8 t5,,negative,3
t19 t23 t15,,negative,3
t31 t11 t9,,negative,3
t19 t30 t7,,negative,3
t13 t16 t2,,negative,3
t8 t5 t29,,negative,3
t11 t23 t30 t9,4.0,positive,4
t11 t5 t5 t26,4.0,positive,4
t11 t23 t30 t7,4.0,positive,4
t11 t5 t5 t23,4.0,positive,4
t11 t4 t5 t26,4.0,positive,4
t11 t5 t4 t26,4.0,positive,4
t11 t4 t4 t26,4.0,positive,4
t11 t4 t5 t23,4.0,positive,4
t11 t5 t4 t23,4.0,positive,4
t11 t4 t4 t23,4.0,positive,4
t29 t2 t26 t25,,negative,4
t5 t15 t9 t2,,negative,4
t19 t13 t30 t11,,negative,4
t13 t26 t9 t15,,negative,4
t26 t19 t16 t18,,negative,4
t24 t7 t30 t10,,negative,4
t9 t26 t19 t25,,negative,4
t11 t19 t2 t30,,negative,4
t25 t19 t30 t30,,negative,4
t31 t7 t5 t7,,negative,4
t11 t4 t5 t5 t23,5.0,positive,5
t11 t24 t2 t30 t9,5.0,positive,5
t11 t29 t11 t30 t9,5.0,positive,5
t11 t4 t4 t4 t23,5.0,positive,5
t11 t5 t4 t4 t23,5.0,positive,5
t11 t4 t5 t5 t26,5.0,positive,5
t11 t5 t4 t5 t23,5.0,positive,5
t11 t5 t5 t5 t26,5.0,positive,5
t11 t4 t5 t4 t23,5.0,positive,5
t11 t4 t4 t4 t26,5.0,positive,5
t19 t15 t26 t30 t29,,negative,5
t9 t25 t7 t13 t23,,negative,5
t7 t8 t30 t25 t26,,negative,5
t30 t2 t13 t15 t9,,negative,5
t29 t11 t23 t11 t26,,negative,5
t19 t9 t29 t5 t9,,negative,5
t8 t26 t29 t2 t18,,negative,5
t10 t7 t19 t29 t24,,negative,5
t15 t18 t15 t10 t24,,negative,5
t15 t5 t9 t23 t2,,negative,5
t11 t24 t2 t30 t13 t30,5.0,positive,6
t11 t4 t5 t5 t5 t23,6.0,positive,6
t11 t5 t23 t30 t13 t30,4.0,positive,6
t11 t5 t4 t4 t4 t23,6.0,positive,6
t11 t10 t8 t2 t30 t7,6.0,positive,6
t11 t4 t5 t23 t30 t7,4.0,positive,6
t11 t4 t4 t4 t4 t26,6.0,positive,6
t11 t5 t23 t2 t30 t9,5.0,positive,6
t11 t5 t4 t23 t30 t7,4.0,positive,6
t11 t5 t5 t5 t4 t26,6.0,positive,6
t31 t24 t7 t19 t13 t23,,negative,6
t5 t4 t26 t9 t15 t23,,negative,6
t31 t15 t18 t7 t30 t5,,negative,6
t9 t29 t29 t4 t29 t2,,negative,6
t5 t18 t24 t7 t18 t10,,negative,6
t9 t25 t18 t18 t18 t31,,negative,6
t16 t29 t11 t23 t4 t7,,negative,6
t15 t4 t9 t31 t5 t15,,negative,6
t8 t30 t19 t7 t23 t13,,negative,6
t9 t11 t23 t18 t24 t29,,negative,6
t11 t5 t4 t4 t23 t30 t7,5.0,positive,7
t11 t5 t4 t5 t4 t5 t26,7.0,positive,7
t11 t5 t4 t4 t5 t4 t26,7.0,positive,7
t11 t4 t4 t4 t4 t5 t23,7.0,positive,7
t11 t29 t11 t4 t5 t30 t9,7.0,positive,7
t11 t4 t4 t4 t5 t4 t23,7.0,positive,7
t11 t4 t10 t8 t2 t30 t7,6.0,positive,7
t11 t5 t4 t5 t5 t5 t26,7.0,positive,7
t11 t5 t29 t11 t5 t30 t7,6.0,positive,7
t11 t5 t29 t11 t4 t30 t7,6.0,positive,7
t8 t31 t13 t23 t2 t23 t13,,negative,7
t24 t7 t18 t30 t29 t7 t23,,negative,7
t30 t9 t15 t23 t18 t16 t25,,negative,7
t2 t30 t18 t11 t2 t26 t29,,negative,7
t24 t25 t10 t11 t23 t11 t4,,negative,7
t18 t30 t26 t15 t5 t7 t10,,negative,7
t11 t15 t25 t10 t29 t4 t19,,negative,7
t15 t23 t9 t11 t29 t31 t16,,negative,7
t11 t23 t31 t26 t8 t30 t10,,negative,7
t31 t29 t10 t29 t25 t19 t7,,negative,7
t11 t5 t4 t5 t24 t2 t30 t9,5.0,positive,8
t11 t5 t4 t4 t29 t11 t30 t7,5.0,positive,8
t11 t4 t5 t5 t4 t5 t5 t26,8.0,positive,8
t11 t5 t5 t4 t4 t4 t5 t26,8.0,positive,8
t11 t9 t24 t2 t30 t11 t30 t9,8.0,positive,8
t11 t4 t5 t4 t5 t5 t5 t26,8.0,positive,8
t11 t4 t5 t5 t4 t4 t5 t23,8.0,positive,8
t11 t5 t4 t4 t29 t11 t30 t9,5.0,positive,8
t11 t4 t5 t5 t29 t11 t30 t9,5.0,positive,8
t11 t5 t5 t4 t5 t5 t5 t26,8.0,positive,8
t31 t4 t11 t4 t10 t9 t25 t16,,negative,8
t31 t9 t16 t19 t15 t18 t25 t5,,negative,8
t26 t26 t5 t4 t29 t11 t24 t4,,negative,8
t26 t11 t11 t23 t19 t24 t25 t31,,negative,8
t19 t16 t5 t30 t4 t25 t7 t30,,negative,8
t4 t18 t11 t23 t23 t30 t30 t2,,negative,8
t13 t25 t4 t9 t13 t26 t24 t31,,negative,8
t8 t23 t15 t9 t13 t25 t8 t5,,negative,8
t10 t2 t13 t13 t10 t31 t31 t31,,negative,8
t30 t11 t29 t19 t30 t25 t16 t10,,negative,8
t11 t5 t9 t23 t2 t30 t11 t30 t9,8.0,positive,9
t11 t5 t4 t29 t11 t4 t4 t30 t9,7.0,positive,9
t11 t4 t4 t5 t4 t23 t2 t30 t7,6.0,positive,9
t11 t5 t4 t5 t5 t4 t5 t5 t23,9.0,positive,9
t11 t4 t5 t4 t4 t5 t5 t4 t23,9.0,positive,9
t11 t4 t5 t5 t29 t11 t5 t30 t7,6.0,positive,9
t11 t4 t5 t24 t8 t2 t30 t13 t30,6.0,positive,9
t11 t4 t4 t4 t5 t5 t4 t5 t26,9.0,positive,9
t11 t4 t4 t5 t5 t4 t23 t30 t7,7.0,positive,9
t11 t4 t4 t4 t5 t5 t5 t5 t26,9.0,positive,9
t26 t31 t2 t31 t23 t11 t26 t9 t10,,negative,9
t4 t8 t15 t13 t15 t24 t4 t11 t4,,negative,9
t18 t31 t8 t11 t7 t15 t5 t13 t24,,negative,9
t31 t31 t2 t31 t18 t9 t5 t29 t8,,negative,9
t18 t24 t13 t24 t16 t29 t11 t30 t24,,negative,9
t29 t24 t24 t9 t8 t11 t2 t19 t8,,negative,9
t30 t13 t5 t11 t4 t8 t25 t13 t19,,negative,9
t19 t18 t8 t15 t15 t5 t4 t2 t30,,negative,9
t11 t24 t13 t13 t11 t24 t30 t7 t18,,negative,9
t16 t30 t31 t25 t30 t7 t29 t16 t19,,negative,9
t11 t5 t4 t4 t4 t4 t23 t30 t13 t30,7.0,positive,10
t11 t4 t5 t5 t5 t5 t24 t2 t30 t7,7.0,positive,10
t11 t5 t4 t5 t5 t4 t23 t2 t30 t9,7.0,positive,10
t11 t4 t5 t4 t4 t4 t24 t2 t30 t7,7.0,positive,10
t11 t4 t5 t4 t4 t4 t23 t2 t30 t9,7.0,positive,10
t11 t4 t5 t29 t11 t4 t4 t30 t13 t30,7.0,positive,10
t11 t29 t11 t4 t4 t4 t4 t5 t30 t9,10.0,positive,10
t11 t4 t5 t5 t5 t29 t11 t5 t30 t9,6.0,positive,10
t11 t5 t4 t5 t5 t5 t5 t5 t4 t23,10.0,positive,10
t11 t5 t4 t5 t8 t9 t8 t2 t30 t7,8.0,positive,10
t11 t25 t11 t29 t10 t26 t11 t2 t4 t15,,negative,10
t16 t19 t4 t13 t10 t16 t30 t5 t8 t30,,negative,10
t11 t8 t24 t29 t15 t30 t31 t26 t15 t25,,negative,10
t11 t7 t8 t19 t23 t29 t25 t31 t30 t13,,negative,10
t5 t29 t7 t25 t2 t25 t4 t4 t24 t30,,negative,10
t16 t30 t9 t11 t25 t9 t2 t25 t9 t15,,negative,10
t26 t24 t13 t31 t10 t30 t30 t31 t23 t29,,negative,10
t19 t7 t8 t23 t13 t30 t19 t16 t26 t5,,negative,10
t25 t9 t29 t25 t13 t16 t26 t30 t13 t26,,negative,10
t30 t29 t9 t5 t7 t23 t15 t26 t9 t7,,negative,10
t11 t9 t23 t30 t11 t4 t4 t5 t5 t30 t9,9.0,positive,11
t11 t5 t5 t4 t4 t4 t5 t23 t2 t30 t7,8.0,positive,11
t11 t29 t11 t4 t5 t5 t4 t4 t5 t30 t7,11.0,positive,11
t11 t4 t5 t4 t5 t5 t4 t4 t4 t5 t26,11.0,positive,11
t11 t5 t4 t5 t4 t10 t8 t2 t30 t13 t30,6.0,positive,11
t11 t4 t5 t4 t4 t4 t5 t5 t5 t5 t26,11.0,positive,11
t11 t4 t4 t5 t5 t4 t5 t5 t5 t4 t26,11.0,positive,11
t11 t4 t4 t5 t4 t5 t4 t23 t2 t30 t9,8.0,positive,11
t11 t4 t5 t4 t4 t8 t7 t8 t2 t30 t9,8.0,positive,11
t11 t4 t9 t24 t8 t2 t30 t11 t30 t13 t30,9.0,positive,11
t18 t4 t2 t30 t15 t10 t11 t24 t15 t18 t16,,negative,11
t15 t15 t9 t9 t24 t30 t15 t25 t9 t24 t5,,negative,11
t31 t25 t29 t7 t18 t31 t7 t26 t2 t7 t13,,negative,11
t19 t19 t23 t18 t23 t10 t25 t16 t9 t5 t24,,negative,11
t31 t30 t15 t5 t11 t18 t25 t2 t4 t25 t18,,negative,11
t4 t30 t31 t25 t9 t24 t9 t29 t4 t19 t15,,negative,11
t13 t13 t23 t11 t15 t13 t19 t5 t13 t9 t23,,negative,11
t29 t13 t23 t16 t13 t9 t11 t13 t9 t15 t23,,negative,11
t16 t9 t7 t2 t2 t10 t11 t9 t25 t9 t7,,negative,11
t8 t5 t8 t29 t9 t26 t13 t26 t2 t23 t4,,negative,11
t11 t5 t5 t5 t5 t5 t29 t11 t5 t30 t13 t30,7.0,positive,12
t11 t4 t5 t5 t5 t4 t4 t5 t5 t5 t4 t23,12.0,positive,12
t11 t4 t9 t29 t11 t4 t30 t11 t5 t30 t13 t30,9.0,positive,12
t11 t4 t9 t24 t2 t30 t11 t4 t5 t5 t30 t7,8.0,positive,12
t11 t5 t23 t30 t8 t30 t19 t9 t8 t7 t7 t30,9.0,positive,12
t11 t5 t9 t23 t30 t11 t5 t4 t4 t30 t13 t30,8.0,positive,12
t11 t4 t5 t23 t30 t8 t30 t19 t23 t31 t7 t30,8.0,positive,12
t11 t5 t5 t5 t4 t5 t4 t4 t4 t5 t5 t26,12.0,positive,12
t11 t5 t5 t4 t5 t5 t5 t5 t5 t5 t5 t23,12.0,positive,12
t11 t4 t5 t5 t5 t5 t4 t10 t8 t2 t30 t7,8.0,positive,12
t31 t8 t18 t31 t30 t29 t7 t30 t26 t31 t19 t24,,negative,12
t7 t7 t2 t4 t10 t23 t15 t26 t16 t11 t23 t8,,negative,12
t18 t9 t5 t15 t10 t31 t10 t7 t11 t10 t13 t19,,negative,12
t31 t16 t4 t29 t25 t2 t9 t25 t7 t11 t7 t18,,negative,12
t13 t15 t8 t4 t4 t30 t4 t31 t16 t26 t31 t29,,negative,12
t4 t10 t30 t18 t15 t5 t29 t10 t15 t30 t18 t23,,negative,12
t4 t23 t19 t18 t4 t19 t10 t31 t2 t23 t30 t23,,negative,12
t15 t8 t18 t10 t25 t13 t11 t25 t16 t8 t23 t23,,negative,12
t2 t9 t23 t18 t11 t8 t4 t4 t16 t16 t23 t9,,negative,12
t19 t2 t23 t15 t5 t26 t8 t30 t2 t8 t29 t10,,negative,12
t11 t5 t5 t4 t4 t5 t4 t5 t5 t29 t11 t30 t9,10.0,positive,13
t11 t4 t5 t5 t5 t4 t5 t4 t31 t8 t2 t30 t7,8.0,positive,13
t11 t4 t9 t23 t30 t11 t5 t4 t4 t5 t30 t13 t30,9.0,positive,13
t11 t9 t9 t23 t30 t11 t4 t5 t30 t11 t5 t30 t9,10.0,positive,13
t11 t4 t5 t5 t4 t4 t5 t4 t4 t5 t4 t4 t26,13.0,positive,13
t11 t5 t5 t9 t24 t8 t2 t30 t11 t4 t4 t30 t7,9.0,positive,13
t11 t5 t5 t4 t5 t4 t5 t24 t8 t2 t30 t13 t30,8.0,positive,13
t11 t5 t23 t30 t8 t30 t19 t23 t8 t13 t30 t9 t30,10.0,positive,13
t11 t4 t5 t23 t30 t8 t30 t19 t9 t8 t9 t7 t30,9.0,positive,13
t11 t4 t8 t9 t8 t2 t30 t8 t30 t19 t18 t5 t30,8.0,positive,13
t11 t7 t18 t26 t29 t18 t26 t8 t9 t5 t24 t24 t9,,negative,13
t5 t4 t30 t16 t29 t19 t2 t18 t18 t31 t15 t18 t10,,negative,13
t24 t7 t18 t10 t4 t24 t4 t25 t19 t9 t7 t5 t15,,negative,13
t11 t9 t26 t23 t26 t31 t7 t31 t13 t15 t11 t9 t2,,negative,13
t16 t29 t8 t26 t13 t10 t7 t13 t16 t23 t9 t13 t5,,negative,13
t26 t13 t30 t13 t18 t11 t7 t9 t31 t19 t31 t5 t26,,negative,13
t4 t30 t26 t13 t19 t9 t30 t16 t24 t4 t24 t9 t19,,negative,13
t26 t4 t25 t7 t18 t2 t19 t18 t16 t29 t15 t26 t18,,negative,13
t10 t8 t23 t10 t8 t5 t16 t2 t25 t26 t18 t16 t5,,negative,13
t7 t23 t19 t29 t11 t29 t4 t11 t2 t4 t11 t19 t18,,negative,13
t11 t4 t4 t23 t2 t30 t8 t30 t19 t9 t8 t9 t9 t30,9.0,positive,14
t11 t4 t5 t4 t4 t5 t9 t10 t8 t2 t30 t11 t30 t7,9.0,positive,14
t11 t5 t5 t5 t9 t29 t11 t4 t30 t11 t5 t5 t30 t7,9.0,positive,14
t11 t5 t4 t5 t10 t8 t2 t30 t8 t30 t19 t18 t4 t30,7.0,positive,14
t11 t5 t5 t5 t24 t2 t30 t8 t30 t19 t9 t31 t7 t30,8.0,positive,14
t11 t4 t4 t5 t5 t29 t11 t30 t8 t30 t19 t18 t5 t30,7.0,positive,14
t11 t5 t5 t5 t4 t24 t2 t30 t8 t30 t19 t18 t4 t30,7.0,positive,14
