sample,parse_depth,type,length
t67,,negative,1
t16,,negative,1
t47,,negative,1
t45,,negative,1
t39,,negative,1
t21,,negative,1
t33,,negative,1
t24,,negative,1
t12,,negative,1
t59,,negative,1
t33 t1,,negative,2
t67 t9,,negative,2
t60 t57,,negative,2
t32 t11,,negative,2
t39 t47,,negative,2
t60 t9,,negative,2
t24 t59,,negative,2
t57 t45,,negative,2
t63 t41,,negative,2
t11 t32,,negative,2
t54 t41 t6,3.0,positive,3
t54 t45 t21,3.0,positive,3
t54 t60 t6,3.0,positive,3
t54 t45 t11,3.0,positive,3
t20 t60 t1,,negative,3
t45 t1 t57,,negative,3
t11 t45 t21,,negative,3
t60 t45 t39,,negative,3
t20 t33 t12,,negative,3
t59 t57 t60,,negative,3
t24 t32 t57,,negative,3
t23 t9 t63,,negative,3
t6 t11 t33,,negative,3
t72 t6 t45,,negative,3
t54 t32 t60 t16,4.0,positive,4
t20 t25 t1 t25,4.0,positive,4
t25 t6 t57 t6,4.0,positive,4
t24 t1 t1 t25,4.0,positive,4
t33 t12 t12 t25,4.0,positive,4
t47 t25 t1 t25,4.0,positive,4
t47 t12 t12 t25,4.0,positive,4
t59 t9 t60 t6,3.0,positive,4
t54 t54 t41 t6,4.0,positive,4
t54 t54 t60 t6,4.0,positive,4
t59 t20 t24 t60,,negative,4
t32 t60 t6 t45,,negative,4
t32 t33 t41 t9,,negative,4
t1 t33 t39 t45,,negative,4
t59 t9 t45 t20,,negative,4
t63 t67 t6 t47,,negative,4
t63 t33 t57 t72,,negative,4
t16 t32 t72 t25,,negative,4
t20 t72 t57 t63,,negative,4
t9 t9 t57 t67,,negative,4
t59 t16 t47 t45 t21,4.0,positive,5
t33 t16 t23 t12 t25,5.0,positive,5
t60 t6 t12 t57 t25,4.0,positive,5
t59 t9 t54 t41 t6,4.0,positive,5
t32 t45 t25 t1 t25,4.0,positive,5
t59 t16 t47 t45 t11,4.0,positive,5
t54 t60 t16 t59 t9,5.0,positive,5
t20 t32 t25 t1 t25,5.0,positive,5
t59 t9 t32 t60 t16,4.0,positive,5
t59 t9 t60 t16 t54,4.0,positive,5
t20 t9 t12 t9 t9,,negative,5
t72 t11 t16 t16 t12,,negative,5
t54 t39 t6 t47 t45,,negative,5
t20 t33 t39 t9 t72,,negative,5
t60 t6 t25 t9 t23,,negative,5
t39 t72 t9 t12 t16,,negative,5
t47 t24 t25 t16 t1,,negative,5
t59 t9 t57 t12 t23,,negative,5
t25 t54 t67 t1 t54,,negative,5
t16 t20 t33 t57 t25,,negative,5
t54 t54 t12 t47 t67 t11,6.0,positive,6
t25 t16 t59 t9 t57 t6,5.0,positive,6
t54 t12 t63 t16 t23 t21,6.0,positive,6
t54 t6 t41 t47 t9 t6,5.0,positive,6
t25 t6 t6 t41 t6 t6,6.0,positive,6
t54 t6 t47 t67 t39 t6,6.0,positive,6
t23 t45 t6 t12 t57 t25,5.0,positive,6
t6 t1 t1 t21 t45 t11,5.0,positive,6
t6 t16 t23 t57 t60 t6,5.0,positive,6
t54 t1 t25 t9 t16 t6,5.0,positive,6
t32 t41 t33 t1 t47 t39,,negative,6
t33 t72 t20 t45 t21 t57,,negative,6
t21 t1 t45 t59 t72 t41,,negative,6
t16 t47 t57 t32 t57 t72,,negative,6
t23 t67 t67 t59 t33 t11,,negative,6
t20 t6 t39 t24 t24 t9,,negative,6
t54 t11 t32 t12 t67 t9,,negative,6
