sample,parse_depth,type,length
t6,,negative,1
t62,,negative,1
t98,,negative,1
t19,,negative,1
t87,,negative,1
t69,,negative,1
t44,,negative,1
t54,,negative,1
t75,,negative,1
t27,,negative,1
t61 t87,,negative,2
t61 t74,,negative,2
t74 t81,,negative,2
t80 t35,,negative,2
t10 t44,,negative,2
t7 t72,,negative,2
t6 t89,,negative,2
t11 t7,,negative,2
t54 t85,,negative,2
t67 t10,,negative,2
t54 t72 t11,,negative,3
t6 t16 t69,,negative,3
t83 t35 t10,,negative,3
t61 t35 t98,,negative,3
t35 t11 t44,,negative,3
t81 t62 t6,,negative,3
t19 t72 t80,,negative,3
t83 t27 t81,,negative,3
t87 t27 t54,,negative,3
t83 t62 t24,,negative,3
t44 t83 t11 t8,,negative,4
t35 t24 t69 t81,,negative,4
t27 t16 t67 t61,,negative,4
t7 t75 t74 t85,,negative,4
t35 t54 t75 t54,,negative,4
t62 t7 t13 t62,,negative,4
t85 t81 t7 t80,,negative,4
t10 t16 t19 t81,,negative,4
t75 t98 t69 t89,,negative,4
t8 t80 t72 t27,,negative,4
t10 t7 t83 t69 t24,5.0,positive,5
t10 t72 t83 t69 t24,5.0,positive,5
t10 t72 t83 t87 t24,5.0,positive,5
t10 t7 t83 t87 t24,5.0,positive,5
t69 t80 t98 t13 t87,,negative,5
t7 t61 t75 t54 t74,,negative,5
t75 t13 t10 t74 t74,,negative,5
t67 t10 t6 t83 t39,,negative,5
t8 t85 t24 t61 t13,,negative,5
t7 t11 t98 t81 t69,,negative,5
t80 t27 t19 t67 t16,,negative,5
t54 t87 t81 t8 t44,,negative,5
t27 t80 t11 t39 t10,,negative,5
t69 t67 t85 t35 t85,,negative,5
t87 t19 t72 t83 t69 t24,5.0,positive,6
t87 t19 t72 t83 t87 t24,5.0,positive,6
t87 t19 t7 t83 t69 t24,5.0,positive,6
t87 t27 t72 t83 t87 t24,5.0,positive,6
t87 t19 t7 t83 t87 t24,5.0,positive,6
t69 t27 t7 t83 t87 t24,5.0,positive,6
t87 t27 t7 t83 t87 t24,5.0,positive,6
t69 t19 t72 t83 t87 t24,5.0,positive,6
t87 t27 t7 t83 t69 t24,5.0,positive,6
t69 t19 t7 t83 t87 t24,5.0,positive,6
t83 t39 t74 t19 t98 t39,,negative,6
t62 t13 t87 t39 t16 t67,,negative,6
t8 t72 t61 t75 t72 t98,,negative,6
t39 t13 t10 t72 t16 t10,,negative,6
t87 t83 t85 t61 t85 t7,,negative,6
t6 t75 t11 t80 t87 t62,,negative,6
t54 t39 t10 t13 t7 t81,,negative,6
t11 t98 t80 t13 t6 t67,,negative,6
t69 t13 t72 t87 t67 t61,,negative,6
t19 t69 t98 t44 t87 t44,,negative,6
t10 t7 t83 t69 t87 t35 t24,7.0,positive,7
t10 t72 t83 t87 t87 t35 t24,7.0,positive,7
t10 t72 t83 t87 t69 t35 t24,7.0,positive,7
t10 t72 t83 t69 t69 t35 t24,7.0,positive,7
t10 t72 t83 t69 t87 t35 t24,7.0,positive,7
t10 t7 t83 t87 t69 t35 t24,7.0,positive,7
t10 t7 t83 t69 t69 t35 t24,7.0,positive,7
t10 t7 t83 t87 t87 t35 t24,7.0,positive,7
t67 t62 t6 t16 t87 t85 t62,,negative,7
t16 t85 t62 t80 t24 t13 t72,,negative,7
t8 t16 t10 t74 t19 t35 t87,,negative,7
t98 t7 t87 t69 t98 t72 t8,,negative,7
t35 t24 t62 t67 t54 t69 t83,,negative,7
t7 t62 t80 t44 t87 t83 t98,,negative,7
t7 t67 t62 t85 t6 t11 t39,,negative,7
t89 t75 t19 t6 t19 t10 t61,,negative,7
t83 t54 t80 t24 t16 t81 t54,,negative,7
t87 t98 t74 t13 t24 t27 t98,,negative,7
t69 t19 t7 t83 t87 t69 t35 t24,7.0,positive,8
t69 t27 t7 t83 t69 t69 t35 t24,7.0,positive,8
t87 t19 t72 t83 t87 t69 t35 t24,7.0,positive,8
t69 t19 t72 t83 t87 t87 t35 t24,7.0,positive,8
t10 t72 t11 t35 t27 t10 t87 t24,8.0,positive,8
t87 t27 t7 t83 t87 t87 t35 t24,7.0,positive,8
t10 t72 t11 t35 t19 t10 t87 t24,8.0,positive,8
t69 t19 t7 t83 t69 t87 t35 t24,7.0,positive,8
t69 t27 t7 t83 t69 t87 t35 t24,7.0,positive,8
t69 t19 t72 t83 t69 t69 t35 t24,7.0,positive,8
t8 t39 t44 t75 t87 t81 t13 t6,,negative,8
t27 t69 t35 t69 t72 t75 t19 t80,,negative,8
t35 t24 t74 t89 t27 t16 t69 t81,,negative,8
t61 t62 t44 t67 t19 t19 t74 t35,,negative,8
t83 t39 t85 t8 t7 t13 t11 t19,,negative,8
t67 t89 t10 t75 t13 t39 t39 t98,,negative,8
t74 t13 t11 t27 t19 t11 t44 t39,,negative,8
t44 t39 t72 t87 t67 t11 t19 t24,,negative,8
t27 t10 t13 t27 t72 t16 t27 t35,,negative,8
t98 t8 t27 t62 t27 t74 t7 t74,,negative,8
t7 t83 t87 t69 t72 t83 t69 t87 t54,6.0,positive,9
t10 t7 t11 t35 t27 t69 t19 t87 t24,8.0,positive,9
t72 t83 t87 t87 t72 t83 t69 t87 t54,6.0,positive,9
t10 t72 t11 t35 t27 t69 t27 t87 t24,8.0,positive,9
t10 t7 t83 t7 t83 t69 t87 t75 t24,9.0,positive,9
t72 t83 t69 t87 t72 t83 t87 t69 t54,6.0,positive,9
t10 t72 t83 t7 t83 t87 t87 t75 t24,9.0,positive,9
t7 t83 t69 t69 t7 t83 t69 t69 t54,6.0,positive,9
t10 t72 t83 t7 t83 t87 t87 t61 t24,9.0,positive,9
t10 t72 t83 t87 t87 t35 t87 t35 t24,9.0,positive,9
t81 t98 t24 t19 t75 t35 t19 t54 t80,,negative,9
t16 t16 t89 t89 t19 t6 t75 t27 t6,,negative,9
t54 t61 t44 t69 t6 t19 t81 t98 t80,,negative,9
t54 t83 t83 t80 t89 t16 t83 t72 t27,,negative,9
t13 t7 t13 t39 t80 t10 t87 t10 t74,,negative,9
t69 t16 t11 t44 t72 t81 t61 t87 t89,,negative,9
t81 t7 t75 t11 t81 t67 t72 t54 t61,,negative,9
t85 t19 t27 t24 t10 t35 t24 t80 t16,,negative,9
t24 t74 t35 t13 t54 t19 t44 t72 t87,,negative,9
t89 t7 t10 t83 t75 t8 t10 t61 t39,,negative,9
t7 t83 t87 t87 t7 t83 t87 t87 t81 t67,6.0,positive,10
t69 t27 t72 t83 t72 t83 t69 t87 t61 t24,9.0,positive,10
t7 t83 t87 t87 t7 t83 t69 t87 t80 t80,6.0,positive,10
t7 t83 t69 t69 t7 t83 t87 t87 t81 t67,6.0,positive,10
t72 t83 t69 t87 t7 t83 t69 t87 t81 t80,6.0,positive,10
t72 t83 t69 t87 t7 t83 t69 t69 t80 t67,6.0,positive,10
t87 t27 t72 t83 t72 t83 t69 t69 t61 t24,9.0,positive,10
t7 t83 t87 t87 t72 t83 t87 t69 t81 t67,6.0,positive,10
t69 t19 t72 t11 t35 t19 t87 t19 t69 t24,8.0,positive,10
t7 t83 t69 t87 t75 t19 t7 t83 t69 t24,8.0,positive,10
t74 t98 t72 t83 t6 t11 t35 t80 t6 t27,,negative,10
t35 t39 t69 t98 t89 t13 t87 t24 t7 t7,,negative,10
t75 t61 t83 t69 t85 t35 t35 t87 t39 t54,,negative,10
t19 t83 t62 t81 t8 t81 t39 t89 t11 t89,,negative,10
t13 t6 t85 t54 t27 t19 t98 t19 t24 t39,,negative,10
t19 t85 t7 t85 t69 t75 t44 t98 t7 t16,,negative,10
