sample,parse_depth,type,length
t3,,negative,1
t5,,negative,1
t28,,negative,1
t58,,negative,1
t31,,negative,1
t72,,negative,1
t26,,negative,1
t48,,negative,1
t47,,negative,1
t55,,negative,1
t68 t31,2.0,positive,2
t26 t65,,negative,2
t49 t15,,negative,2
t48 t83,,negative,2
t24 t4,,negative,2
t12 t3,,negative,2
t26 t5,,negative,2
t30 t10,,negative,2
t76 t83,,negative,2
t22 t72,,negative,2
t49 t59,,negative,2
t68 t77 t47,3.0,positive,3
t68 t77 t81,3.0,positive,3
t65 t12 t58,,negative,3
t73 t36 t42,,negative,3
t31 t26 t25,,negative,3
t36 t24 t25,,negative,3
t55 t76 t22,,negative,3
t83 t5 t25,,negative,3
t48 t65 t84,,negative,3
t28 t53 t72,,negative,3
t12 t3 t73,,negative,3
t59 t31 t47,,negative,3
t68 t77 t26 t53,4.0,positive,4
t68 t77 t26 t28,4.0,positive,4
t68 t77 t31 t4,4.0,positive,4
t68 t77 t26 t36,4.0,positive,4
t68 t77 t31 t49,4.0,positive,4
t24 t10 t53 t30,,negative,4
t12 t4 t28 t36,,negative,4
t5 t32 t7 t24,,negative,4
t3 t22 t5 t31,,negative,4
t42 t81 t37 t73,,negative,4
t36 t73 t76 t7,,negative,4
t26 t81 t37 t69,,negative,4
t3 t76 t37 t72,,negative,4
t27 t49 t3 t53,,negative,4
t24 t28 t49 t77,,negative,4
t68 t77 t26 t37 t55,5.0,positive,5
t68 t77 t31 t7 t81,5.0,positive,5
t68 t77 t77 t47 t49,5.0,positive,5
t68 t77 t31 t37 t81,5.0,positive,5
t68 t77 t31 t10 t81,5.0,positive,5
t68 t77 t31 t25 t47,5.0,positive,5
t68 t77 t31 t37 t47,5.0,positive,5
t68 t77 t31 t7 t47,5.0,positive,5
t68 t77 t31 t10 t47,5.0,positive,5
t68 t77 t77 t81 t49,5.0,positive,5
t31 t37 t72 t72 t77,,negative,5
t42 t53 t69 t28 t27,,negative,5
t47 t73 t83 t15 t65,,negative,5
t53 t7 t27 t28 t48,,negative,5
t65 t10 t25 t65 t69,,negative,5
t19 t32 t66 t83 t55,,negative,5
t15 t25 t31 t19 t81,,negative,5
t24 t66 t81 t53 t36,,negative,5
t47 t73 t25 t77 t12,,negative,5
t31 t26 t73 t42 t28,,negative,5
t68 t77 t31 t7 t26 t53,6.0,positive,6
t68 t77 t77 t26 t28 t4,6.0,positive,6
t68 t77 t31 t55 t26 t36,6.0,positive,6
t68 t77 t31 t25 t26 t36,6.0,positive,6
t68 t77 t77 t47 t10 t81,5.0,positive,6
t68 t77 t77 t81 t7 t47,5.0,positive,6
t68 t77 t31 t55 t26 t53,6.0,positive,6
t68 t77 t77 t81 t55 t47,5.0,positive,6
t68 t77 t77 t47 t37 t47,5.0,positive,6
t68 t77 t31 t10 t31 t49,6.0,positive,6
t3 t26 t24 t72 t53 t5,,negative,6
t5 t30 t47 t42 t73 t32,,negative,6
t36 t3 t47 t28 t24 t49,,negative,6
t84 t84 t37 t24 t68 t42,,negative,6
t25 t27 t59 t10 t72 t19,,negative,6
t30 t66 t37 t83 t7 t72,,negative,6
t77 t59 t83 t37 t76 t3,,negative,6
t68 t49 t3 t15 t22 t84,,negative,6
t73 t53 t72 t10 t7 t59,,negative,6
t72 t68 t55 t55 t7 t59,,negative,6
t68 t77 t77 t47 t37 t26 t53,6.0,positive,7
t68 t77 t77 t81 t10 t26 t28,6.0,positive,7
t68 t77 t77 t31 t25 t81 t4,7.0,positive,7
t68 t77 t31 t10 t31 t7 t81,7.0,positive,7
t68 t77 t31 t37 t31 t55 t47,7.0,positive,7
t68 t77 t77 t31 t49 t55 t47,6.0,positive,7
t68 t77 t31 t7 t31 t10 t81,7.0,positive,7
t68 t77 t31 t55 t31 t55 t47,7.0,positive,7
t68 t77 t77 t26 t37 t55 t4,7.0,positive,7
t68 t77 t77 t31 t55 t47 t49,7.0,positive,7
t42 t42 t59 t55 t31 t76 t68,,negative,7
t12 t68 t42 t47 t47 t30 t31,,negative,7
t22 t69 t22 t77 t49 t66 t28,,negative,7
t32 t69 t28 t37 t7 t42 t58,,negative,7
t31 t30 t12 t36 t59 t84 t30,,negative,7
t55 t15 t81 t83 t27 t5 t37,,negative,7
t83 t30 t30 t12 t19 t28 t69,,negative,7
t55 t7 t25 t49 t7 t4 t84,,negative,7
t58 t66 t58 t37 t66 t3 t24,,negative,7
t19 t28 t15 t81 t26 t3 t76,,negative,7
t68 t77 t77 t26 t37 t15 t55 t47,7.0,positive,8
t68 t77 t77 t47 t55 t31 t10 t81,7.0,positive,8
t68 t77 t77 t47 t7 t77 t47 t4,7.0,positive,8
t68 t77 t77 t81 t55 t26 t37 t55,7.0,positive,8
t68 t77 t77 t77 t31 t49 t49 t49,8.0,positive,8
t68 t77 t77 t77 t81 t49 t55 t47,7.0,positive,8
t68 t77 t31 t7 t31 t10 t26 t53,8.0,positive,8
t68 t77 t77 t31 t10 t47 t37 t47,7.0,positive,8
t68 t77 t77 t26 t53 t25 t26 t36,6.0,positive,8
t68 t77 t77 t77 t47 t55 t47 t49,7.0,positive,8
t47 t65 t81 t27 t32 t58 t19 t10,,negative,8
t26 t36 t10 t19 t84 t15 t36 t73,,negative,8
t83 t65 t22 t53 t10 t83 t24 t53,,negative,8
t55 t81 t76 t66 t7 t42 t4 t59,,negative,8
t76 t69 t10 t28 t26 t81 t68 t31,,negative,8
t81 t49 t81 t15 t19 t48 t24 t28,,negative,8
t68 t19 t15 t19 t83 t83 t83 t59,,negative,8
t19 t58 t68 t53 t26 t36 t69 t31,,negative,8
t24 t22 t22 t49 t30 t4 t31 t68,,negative,8
t22 t73 t26 t4 t83 t66 t26 t24,,negative,8
t68 t77 t77 t77 t47 t4 t7 t26 t28,7.0,positive,9
t68 t77 t26 t26 t69 t53 t69 t76 t15,8.0,positive,9
t68 t77 t77 t47 t7 t77 t26 t28 t49,8.0,positive,9
t68 t77 t77 t77 t47 t4 t37 t31 t4,7.0,positive,9
t68 t77 t77 t47 t7 t31 t10 t26 t36,8.0,positive,9
t68 t77 t31 t37 t31 t55 t77 t47 t4,9.0,positive,9
t68 t77 t77 t77 t26 t37 t15 t4 t4,9.0,positive,9
t68 t77 t77 t77 t81 t4 t37 t26 t36,7.0,positive,9
t68 t77 t77 t31 t7 t26 t36 t25 t81,8.0,positive,9
t68 t77 t77 t47 t10 t77 t26 t53 t49,8.0,positive,9
t5 t66 t3 t27 t24 t77 t10 t37 t76,,negative,9
t26 t47 t83 t36 t58 t10 t58 t37 t22,,negative,9
t53 t3 t26 t76 t28 t25 t27 t48 t81,,negative,9
t84 t19 t5 t81 t26 t55 t58 t68 t53,,negative,9
t69 t28 t22 t31 t72 t25 t59 t73 t48,,negative,9
t77 t73 t73 t12 t42 t49 t76 t68 t22,,negative,9
t28 t26 t24 t19 t66 t65 t19 t59 t59,,negative,9
t53 t12 t28 t32 t66 t83 t47 t84 t53,,negative,9
t81 t32 t65 t10 t12 t66 t36 t49 t47,,negative,9
t4 t31 t42 t47 t22 t58 t32 t73 t12,,negative,9
t68 t77 t77 t31 t10 t31 t4 t55 t31 t4,8.0,positive,10
t68 t77 t77 t77 t26 t28 t4 t25 t31 t49,8.0,positive,10
t68 t77 t77 t26 t37 t15 t55 t77 t81 t49,7.0,positive,10
t68 t77 t26 t26 t69 t69 t48 t66 t30 t55,9.0,positive,10
t68 t77 t31 t42 t65 t31 t25 t84 t3 t47,9.0,positive,10
t68 t77 t31 t7 t31 t7 t77 t26 t53 t4,10.0,positive,10
t68 t77 t77 t31 t55 t47 t25 t26 t37 t55,7.0,positive,10
t68 t77 t77 t47 t10 t31 t55 t77 t81 t4,9.0,positive,10
t68 t77 t77 t77 t26 t28 t4 t55 t31 t4,8.0,positive,10
t68 t77 t77 t31 t4 t55 t77 t26 t53 t4,8.0,positive,10
t55 t42 t69 t48 t58 t3 t59 t37 t69 t55,,negative,10
t83 t19 t36 t37 t24 t10 t7 t15 t32 t27,,negative,10
t24 t55 t36 t12 t28 t27 t58 t24 t84 t66,,negative,10
t3 t31 t47 t28 t58 t72 t76 t5 t12 t77,,negative,10
t83 t15 t72 t7 t76 t19 t69 t55 t49 t7,,negative,10
t81 t19 t7 t65 t32 t47 t76 t15 t58 t66,,negative,10
t55 t30 t27 t81 t47 t59 t48 t37 t31 t32,,negative,10
t69 t7 t48 t30 t7 t28 t15 t22 t12 t27,,negative,10
t77 t24 t49 t12 t4 t48 t84 t84 t12 t48,,negative,10
t15 t37 t49 t22 t65 t3 t36 t59 t77 t4,,negative,10
t68 t77 t77 t47 t37 t77 t77 t26 t28 t4 t4,10.0,positive,11
t68 t77 t77 t26 t53 t69 t26 t69 t73 t15 t49,10.0,positive,11
t68 t77 t31 t10 t26 t53 t69 t26 t69 t76 t55,10.0,positive,11
t68 t77 t26 t69 t48 t73 t69 t48 t73 t76 t15,9.0,positive,11
t68 t77 t77 t77 t31 t49 t55 t77 t81 t4 t49,9.0,positive,11
t68 t77 t77 t26 t69 t27 t53 t69 t30 t55 t49,10.0,positive,11
t68 t77 t77 t26 t53 t69 t69 t3 t76 t55 t49,10.0,positive,11
t68 t77 t31 t25 t26 t53 t69 t53 t69 t73 t15,10.0,positive,11
t68 t77 t31 t10 t77 t77 t31 t4 t49 t37 t81,10.0,positive,11
t68 t77 t31 t55 t26 t69 t3 t26 t69 t30 t55,10.0,positive,11
t25 t68 t66 t26 t22 t28 t59 t49 t53 t10 t12,,negative,11
t53 t65 t42 t37 t37 t24 t26 t84 t73 t68 t66,,negative,11
t77 t49 t77 t30 t4 t36 t10 t3 t47 t53 t47,,negative,11
t59 t28 t73 t30 t58 t4 t24 t4 t25 t66 t10,,negative,11
t27 t26 t15 t28 t31 t7 t84 t81 t28 t83 t26,,negative,11
t73 t12 t72 t7 t68 t3 t37 t26 t19 t83 t28,,negative,11
t83 t68 t7 t83 t55 t76 t25 t58 t58 t77 t7,,negative,11
t42 t47 t83 t7 t66 t30 t36 t58 t24 t65 t27,,negative,11
t30 t30 t42 t25 t27 t66 t22 t7 t76 t19 t19,,negative,11
t36 t25 t83 t48 t55 t76 t83 t4 t32 t73 t22,,negative,11
t68 t77 t77 t26 t69 t27 t69 t3 t73 t15 t25 t47,10.0,positive,12
t68 t77 t31 t76 t65 t31 t25 t5 t25 t76 t26 t36,10.0,positive,12
t68 t77 t26 t53 t69 t69 t48 t37 t25 t32 t30 t55,11.0,positive,12
t68 t77 t31 t7 t26 t69 t48 t66 t53 t69 t30 t55,10.0,positive,12
t68 t77 t77 t81 t55 t26 t26 t69 t26 t69 t30 t15,10.0,positive,12
t68 t77 t77 t26 t69 t48 t66 t53 t69 t73 t55 t4,10.0,positive,12
t68 t77 t77 t47 t76 t65 t77 t26 t36 t25 t32 t47,10.0,positive,12
t68 t77 t77 t77 t81 t7 t77 t81 t49 t10 t26 t36,9.0,positive,12
t68 t77 t77 t31 t7 t81 t10 t77 t26 t36 t10 t81,8.0,positive,12
t68 t77 t77 t26 t69 t3 t26 t69 t30 t55 t10 t47,10.0,positive,12
t37 t32 t10 t28 t37 t7 t72 t59 t42 t84 t25 t15,,negative,12
t73 t47 t69 t83 t37 t55 t27 t65 t66 t42 t84 t24,,negative,12
t42 t77 t83 t37 t76 t81 t25 t48 t5 t32 t59 t68,,negative,12
t66 t83 t53 t12 t4 t28 t28 t3 t32 t26 t7 t12,,negative,12
t27 t58 t47 t24 t30 t26 t55 t28 t55 t58 t84 t59,,negative,12
t12 t12 t30 t73 t72 t65 t24 t10 t58 t26 t49 t22,,negative,12
t25 t26 t12 t81 t77 t49 t68 t84 t37 t28 t48 t66,,negative,12
t55 t42 t49 t42 t24 t76 t84 t5 t19 t55 t77 t7,,negative,12
t84 t19 t83 t84 t15 t37 t15 t37 t49 t49 t27 t66,,negative,12
t15 t58 t72 t4 t53 t68 t84 t42 t66 t42 t42 t19,,negative,12
t68 t77 t31 t42 t65 t77 t26 t36 t25 t84 t27 t26 t28,10.0,positive,13
t68 t77 t26 t69 t48 t37 t25 t84 t27 t26 t69 t30 t15,11.0,positive,13
t68 t77 t77 t81 t55 t26 t69 t48 t73 t69 t3 t73 t55,10.0,positive,13
t68 t77 t77 t26 t36 t76 t59 t28 t77 t31 t25 t32 t47,10.0,positive,13
t68 t77 t26 t69 t48 t37 t25 t22 t3 t69 t27 t73 t55,11.0,positive,13
