sample,parse_depth,type,length
t32,,negative,1
t94,,negative,1
t37,,negative,1
t93,,negative,1
t83,,negative,1
t26,,negative,1
t56,,negative,1
t134,,negative,1
t137,,negative,1
t95,,negative,1
t108 t104,2.0,positive,2
t29 t104,2.0,positive,2
t108 t97,2.0,positive,2
t83 t97,2.0,positive,2
t78 t104,2.0,positive,2
t83 t32,2.0,positive,2
t29 t32,2.0,positive,2
t83 t104,2.0,positive,2
t78 t32,2.0,positive,2
t29 t97,2.0,positive,2
t20 t12,,negative,2
t56 t53,,negative,2
t85 t65,,negative,2
t85 t79,,negative,2
t58 t60,,negative,2
t79 t122,,negative,2
t53 t40,,negative,2
t88 t31,,negative,2
t85 t58,,negative,2
t41 t87,,negative,2
t29 t137 t47,3.0,positive,3
t53 t134 t104,3.0,positive,3
t53 t20 t32,3.0,positive,3
t20 t20 t32,3.0,positive,3
t101 t9 t32,3.0,positive,3
t53 t75 t104,3.0,positive,3
t29 t88 t47,3.0,positive,3
t20 t20 t97,3.0,positive,3
t108 t137 t47,3.0,positive,3
t29 t125 t47,3.0,positive,3
t26 t60 t13,,negative,3
t104 t78 t37,,negative,3
t75 t58 t108,,negative,3
t70 t117 t79,,negative,3
t126 t50 t93,,negative,3
t42 t42 t81,,negative,3
t94 t117 t93,,negative,3
t9 t56 t97,,negative,3
t65 t87 t20,,negative,3
t42 t81 t101,,negative,3
t53 t134 t24 t47,3.0,positive,4
t108 t88 t41 t40,4.0,positive,4
t78 t105 t41 t40,4.0,positive,4
t78 t125 t100 t29,4.0,positive,4
t29 t24 t37 t40,4.0,positive,4
t9 t108 t75 t32,4.0,positive,4
t108 t125 t41 t40,4.0,positive,4
t101 t85 t65 t104,4.0,positive,4
t108 t88 t4 t29,4.0,positive,4
t78 t24 t4 t46,4.0,positive,4
t125 t113 t41 t42,,negative,4
t50 t100 t47 t113,,negative,4
t42 t4 t60 t125,,negative,4
t113 t101 t137 t13,,negative,4
t26 t40 t20 t104,,negative,4
t50 t78 t83 t110,,negative,4
t122 t26 t46 t117,,negative,4
t12 t113 t20 t31,,negative,4
t26 t9 t113 t25,,negative,4
t79 t42 t126 t100,,negative,4
t108 t137 t79 t67 t9,5.0,positive,5
t110 t13 t24 t4 t40,4.0,positive,5
t78 t126 t104 t134 t97,5.0,positive,5
t83 t105 t81 t12 t5,5.0,positive,5
t78 t88 t122 t13 t47,5.0,positive,5
t29 t5 t26 t4 t29,4.0,positive,5
t60 t29 t55 t13 t32,5.0,positive,5
t110 t104 t40 t126 t97,5.0,positive,5
t53 t20 t31 t70 t47,4.0,positive,5
t78 t125 t81 t67 t5,5.0,positive,5
t88 t37 t5 t20 t66,,negative,5
t32 t20 t105 t53 t42,,negative,5
t125 t126 t87 t87 t55,,negative,5
t100 t87 t78 t97 t41,,negative,5
t20 t134 t87 t126 t125,,negative,5
t104 t9 t81 t94 t65,,negative,5
t122 t87 t108 t40 t81,,negative,5
t20 t104 t47 t29 t31,,negative,5
t125 t108 t40 t24 t95,,negative,5
t107 t93 t134 t56 t97,,negative,5
t29 t5 t134 t93 t100 t29,5.0,positive,6
t108 t24 t81 t47 t110 t137,6.0,positive,6
t29 t31 t70 t81 t12 t122,5.0,positive,6
t110 t32 t46 t10 t105 t32,6.0,positive,6
t117 t13 t105 t81 t12 t122,5.0,positive,6
t9 t53 t75 t107 t9 t97,5.0,positive,6
t95 t9 t105 t79 t87 t122,5.0,positive,6
t29 t42 t56 t85 t65 t104,5.0,positive,6
t95 t13 t93 t113 t101 t97,5.0,positive,6
t108 t10 t125 t97 t20 t97,6.0,positive,6
t24 t79 t58 t108 t101 t81,,negative,6
t32 t108 t58 t37 t13 t37,,negative,6
t37 t111 t24 t31 t97 t46,,negative,6
t56 t110 t101 t32 t37 t29,,negative,6
t108 t113 t104 t107 t70 t100,,negative,6
t46 t37 t104 t87 t40 t85,,negative,6
t24 t40 t97 t107 t13 t79,,negative,6
t10 t47 t29 t134 t56 t12,,negative,6
t31 t93 t40 t42 t79 t20,,negative,6
t107 t5 t66 t20 t29 t100,,negative,6
t108 t125 t66 t9 t81 t87 t122,6.0,positive,7
t83 t88 t78 t9 t104 t107 t5,6.0,positive,7
t47 t58 t101 t85 t65 t13 t97,7.0,positive,7
t108 t24 t60 t13 t29 t10 t88,7.0,positive,7
t110 t9 t88 t47 t32 t100 t97,7.0,positive,7
t117 t70 t65 t32 t32 t37 t32,7.0,positive,7
t117 t32 t46 t10 t88 t105 t47,6.0,positive,7
t29 t125 t60 t13 t41 t78 t126,7.0,positive,7
t95 t85 t65 t88 t81 t67 t9,5.0,positive,7
t101 t9 t126 t83 t126 t9 t97,6.0,positive,7
t117 t50 t83 t83 t101 t126 t12,,negative,7
t55 t25 t37 t4 t32 t137 t94,,negative,7
t88 t26 t50 t25 t58 t13 t100,,negative,7
t9 t75 t93 t29 t97 t79 t50,,negative,7
t78 t100 t24 t13 t83 t137 t83,,negative,7
t93 t47 t9 t105 t65 t5 t10,,negative,7
t83 t125 t20 t117 t12 t70 t9,,negative,7
t100 t110 t46 t31 t25 t60 t83,,negative,7
t37 t50 t81 t24 t83 t60 t88,,negative,7
t42 t81 t117 t85 t95 t40 t55,,negative,7
t20 t107 t31 t47 t12 t24 t41 t29,6.0,positive,8
t29 t126 t29 t10 t137 t13 t13 t97,7.0,positive,8
t117 t105 t4 t29 t70 t137 t79 t32,6.0,positive,8
t117 t93 t41 t105 t5 t13 t4 t46,5.0,positive,8
t110 t9 t32 t50 t85 t65 t100 t32,7.0,positive,8
t4 t95 t9 t10 t137 t104 t134 t104,7.0,positive,8
