sample,parse_depth,type,length
t22,,negative,1
t37,,negative,1
t4,,negative,1
t113,,negative,1
t85,,negative,1
t8,,negative,1
t27,,negative,1
t90,,negative,1
t98,,negative,1
t96,,negative,1
t98 t110,2.0,positive,2
t105 t47,2.0,positive,2
t87 t53,2.0,positive,2
t26 t58,2.0,positive,2
t1 t15,2.0,positive,2
t101 t47,2.0,positive,2
t105 t29,2.0,positive,2
t110 t57,2.0,positive,2
t101 t62,2.0,positive,2
t72 t58,2.0,positive,2
t75 t58,,negative,2
t78 t86,,negative,2
t48 t13,,negative,2
t75 t94,,negative,2
t85 t57,,negative,2
t98 t116,,negative,2
t93 t10,,negative,2
t115 t114,,negative,2
t20 t1,,negative,2
t10 t38,,negative,2
t118 t68 t57,3.0,positive,3
t111 t22 t57,3.0,positive,3
t102 t35 t54,3.0,positive,3
t98 t37 t37,3.0,positive,3
t46 t31 t115,3.0,positive,3
t105 t37 t47,3.0,positive,3
t38 t104 t9,3.0,positive,3
t33 t70 t54,3.0,positive,3
t1 t27 t106,3.0,positive,3
t118 t31 t37,3.0,positive,3
t102 t22 t74,,negative,3
t105 t64 t48,,negative,3
t78 t13 t91,,negative,3
t20 t7 t47,,negative,3
t51 t38 t88,,negative,3
t9 t27 t16,,negative,3
t54 t33 t64,,negative,3
t31 t40 t34,,negative,3
t113 t100 t96,,negative,3
t26 t108 t114,,negative,3
t99 t26 t27 t49,3.0,positive,4
t110 t56 t31 t37,3.0,positive,4
t72 t76 t74 t29,4.0,positive,4
t60 t37 t73 t37,4.0,positive,4
t1 t27 t81 t110,4.0,positive,4
t64 t73 t46 t37,3.0,positive,4
t65 t116 t46 t53,4.0,positive,4
t46 t118 t73 t57,4.0,positive,4
t54 t113 t31 t37,4.0,positive,4
t66 t27 t72 t115,4.0,positive,4
t1 t57 t58 t70,,negative,4
t77 t82 t10 t44,,negative,4
t16 t54 t57 t100,,negative,4
t105 t66 t10 t46,,negative,4
t114 t104 t81 t4,,negative,4
t74 t1 t46 t91,,negative,4
t7 t47 t76 t82,,negative,4
t88 t73 t41 t43,,negative,4
t113 t46 t29 t10,,negative,4
t10 t81 t8 t99,,negative,4
t1 t74 t49 t46 t33,5.0,positive,5
t46 t114 t57 t46 t118,5.0,positive,5
t33 t33 t68 t54 t37,4.0,positive,5
t34 t46 t46 t106 t105,4.0,positive,5
t35 t46 t22 t110 t110,5.0,positive,5
t110 t60 t115 t101 t15,5.0,positive,5
t37 t54 t60 t93 t9,4.0,positive,5
t0 t43 t27 t1 t46,5.0,positive,5
t56 t29 t17 t26 t15,4.0,positive,5
t118 t44 t56 t106 t110,5.0,positive,5
t60 t66 t53 t1 t110,,negative,5
t66 t27 t20 t10 t65,,negative,5
t108 t111 t100 t24 t4,,negative,5
t91 t16 t113 t108 t94,,negative,5
t113 t54 t64 t52 t29,,negative,5
t27 t106 t22 t34 t106,,negative,5
t77 t22 t106 t17 t58,,negative,5
t26 t27 t13 t54 t60,,negative,5
t85 t88 t110 t8 t13,,negative,5
t94 t47 t87 t53 t40,,negative,5
t0 t111 t114 t102 t43 t9,6.0,positive,6
t64 t77 t87 t85 t56 t110,4.0,positive,6
t98 t73 t57 t56 t35 t15,6.0,positive,6
t101 t24 t99 t88 t31 t49,5.0,positive,6
t46 t85 t66 t105 t68 t9,6.0,positive,6
t93 t80 t94 t13 t37 t77,6.0,positive,6
t104 t60 t105 t22 t91 t58,6.0,positive,6
t1 t37 t26 t26 t80 t60,6.0,positive,6
t113 t9 t99 t33 t110 t53,5.0,positive,6
t17 t100 t48 t9 t31 t62,5.0,positive,6
t5 t10 t35 t81 t53 t1,,negative,6
t73 t51 t17 t115 t104 t60,,negative,6
t33 t26 t56 t65 t68 t113,,negative,6
t54 t87 t22 t111 t60 t31,,negative,6
t34 t65 t10 t111 t99 t82,,negative,6
t99 t72 t74 t75 t44 t80,,negative,6
t113 t70 t33 t73 t74 t34,,negative,6
t51 t108 t85 t115 t60 t72,,negative,6
t37 t52 t62 t27 t96 t8,,negative,6
t33 t111 t66 t72 t85 t44,,negative,6
t66 t113 t118 t37 t88 t116 t16,6.0,positive,7
t110 t74 t76 t101 t68 t60 t56,6.0,positive,7
t44 t10 t60 t33 t77 t37 t57,7.0,positive,7
t101 t60 t31 t73 t65 t37 t15,6.0,positive,7
t46 t99 t46 t37 t115 t110 t102,6.0,positive,7
t110 t60 t10 t29 t87 t57 t106,6.0,positive,7
t88 t85 t51 t85 t78 t13 t110,6.0,positive,7
t101 t31 t57 t58 t106 t15 t57,6.0,positive,7
