sample,parse_depth,type,length
t25,,negative,1
t40,,negative,1
t10,,negative,1
t26,,negative,1
t4,,negative,1
t22,,negative,1
t37,,negative,1
t14,,negative,1
t31,,negative,1
t6,,negative,1
t26 t4,,negative,2
t22 t36,,negative,2
t14 t40,,negative,2
t34 t32,,negative,2
t34 t20,,negative,2
t40 t8,,negative,2
t2 t6,,negative,2
t34 t26,,negative,2
t36 t2,,negative,2
t9 t3,,negative,2
t15 t15 t4,,negative,3
t41 t9 t24,,negative,3
t24 t25 t23,,negative,3
t5 t25 t15,,negative,3
t3 t32 t15,,negative,3
t26 t34 t37,,negative,3
t15 t36 t20,,negative,3
t12 t15 t34,,negative,3
t31 t25 t2,,negative,3
t4 t2 t34,,negative,3
t3 t4 t26 t6,,negative,4
t3 t10 t32 t6,,negative,4
t35 t32 t14 t37,,negative,4
t23 t5 t12 t22,,negative,4
t40 t15 t12 t31,,negative,4
t2 t36 t26 t14,,negative,4
t35 t26 t22 t23,,negative,4
t8 t9 t22 t9,,negative,4
t6 t22 t3 t26,,negative,4
t2 t26 t37 t36,,negative,4
t35 t37 t35 t34 t22,5.0,positive,5
t35 t25 t23 t9 t22,5.0,positive,5
t35 t25 t8 t34 t35,5.0,positive,5
t35 t37 t22 t34 t22,5.0,positive,5
t35 t25 t8 t15 t22,5.0,positive,5
t35 t25 t8 t34 t22,5.0,positive,5
t35 t37 t22 t9 t22,5.0,positive,5
t35 t37 t35 t9 t22,5.0,positive,5
t35 t25 t23 t15 t35,5.0,positive,5
t35 t37 t35 t15 t35,5.0,positive,5
t6 t34 t23 t25 t23,,negative,5
t26 t34 t6 t10 t9,,negative,5
t37 t26 t2 t32 t22,,negative,5
t41 t3 t40 t34 t12,,negative,5
t3 t15 t20 t8 t20,,negative,5
t23 t15 t41 t15 t25,,negative,5
t20 t37 t25 t3 t24,,negative,5
t40 t10 t26 t2 t12,,negative,5
t22 t32 t26 t24 t9,,negative,5
t41 t40 t3 t9 t14,,negative,5
t35 t24 t5 t22 t9 t35,6.0,positive,6
t35 t6 t37 t24 t34 t35,6.0,positive,6
t35 t6 t37 t24 t15 t22,6.0,positive,6
t35 t24 t5 t22 t34 t35,6.0,positive,6
t35 t6 t37 t24 t9 t35,6.0,positive,6
t35 t24 t5 t35 t34 t22,6.0,positive,6
t35 t24 t5 t35 t15 t22,6.0,positive,6
t35 t6 t37 t24 t15 t35,6.0,positive,6
t35 t24 t5 t22 t15 t35,6.0,positive,6
t35 t24 t5 t22 t9 t22,6.0,positive,6
t4 t25 t10 t35 t32 t37,,negative,6
t12 t35 t32 t4 t24 t10,,negative,6
t8 t6 t24 t35 t25 t34,,negative,6
t12 t32 t26 t24 t20 t12,,negative,6
t35 t31 t6 t26 t40 t25,,negative,6
t31 t36 t35 t35 t3 t3,,negative,6
t10 t22 t36 t9 t35 t26,,negative,6
t12 t26 t41 t6 t8 t10,,negative,6
t15 t12 t4 t12 t15 t35,,negative,6
t31 t3 t2 t26 t26 t31,,negative,6
t35 t6 t24 t5 t24 t34 t22,7.0,positive,7
t35 t6 t37 t10 t37 t15 t22,6.0,positive,7
t35 t6 t37 t10 t37 t15 t35,6.0,positive,7
t35 t6 t37 t10 t36 t34 t35,6.0,positive,7
t35 t6 t37 t10 t36 t15 t35,6.0,positive,7
t35 t6 t24 t5 t24 t15 t22,7.0,positive,7
t35 t6 t37 t10 t36 t15 t22,6.0,positive,7
t35 t6 t37 t10 t37 t34 t22,6.0,positive,7
t35 t6 t24 t5 t24 t9 t35,7.0,positive,7
t35 t6 t37 t10 t37 t34 t35,6.0,positive,7
t3 t8 t8 t4 t4 t34 t6,,negative,7
t3 t15 t12 t36 t3 t12 t35,,negative,7
t32 t10 t2 t5 t31 t23 t6,,negative,7
t31 t15 t40 t9 t34 t5 t35,,negative,7
t9 t23 t32 t12 t31 t3 t31,,negative,7
t24 t26 t12 t4 t32 t14 t3,,negative,7
t34 t14 t26 t2 t14 t10 t24,,negative,7
t9 t35 t31 t25 t40 t35 t5,,negative,7
t24 t41 t20 t35 t20 t15 t35,,negative,7
t20 t34 t12 t22 t41 t5 t31,,negative,7
t35 t6 t24 t5 t10 t37 t15 t22,7.0,positive,8
t35 t6 t24 t5 t10 t37 t9 t35,7.0,positive,8
t35 t6 t24 t5 t10 t36 t34 t35,7.0,positive,8
t35 t6 t24 t5 t10 t36 t9 t35,7.0,positive,8
t35 t6 t24 t5 t10 t36 t15 t22,7.0,positive,8
t35 t6 t24 t5 t10 t37 t34 t35,7.0,positive,8
t35 t6 t24 t5 t10 t37 t9 t22,7.0,positive,8
t35 t6 t24 t5 t10 t37 t34 t22,7.0,positive,8
t35 t6 t24 t5 t10 t37 t15 t35,7.0,positive,8
t35 t6 t24 t5 t10 t36 t9 t22,7.0,positive,8
t25 t2 t36 t22 t20 t31 t10 t12,,negative,8
t40 t6 t37 t5 t2 t14 t8 t41,,negative,8
t5 t2 t15 t14 t12 t12 t10 t25,,negative,8
t8 t2 t9 t24 t10 t8 t12 t6,,negative,8
t31 t5 t12 t32 t23 t2 t36 t6,,negative,8
t34 t32 t8 t22 t25 t5 t6 t25,,negative,8
t31 t36 t4 t12 t32 t2 t34 t12,,negative,8
t26 t32 t9 t15 t36 t40 t14 t6,,negative,8
t20 t34 t26 t12 t15 t32 t41 t3,,negative,8
t24 t12 t31 t4 t20 t2 t23 t9,,negative,8
t35 t24 t24 t40 t15 t4 t35 t9 t22,9.0,positive,9
t35 t24 t24 t40 t10 t31 t22 t34 t22,9.0,positive,9
t35 t24 t24 t40 t10 t31 t35 t9 t35,9.0,positive,9
t35 t24 t24 t40 t10 t31 t35 t15 t35,9.0,positive,9
t35 t24 t24 t40 t10 t31 t22 t34 t35,9.0,positive,9
t35 t24 t24 t40 t10 t31 t35 t15 t22,9.0,positive,9
t35 t24 t24 t40 t15 t31 t35 t34 t22,9.0,positive,9
t35 t6 t37 t10 t41 t26 t41 t34 t22,8.0,positive,9
t35 t6 t37 t10 t41 t26 t41 t9 t35,8.0,positive,9
t35 t24 t24 t40 t10 t4 t35 t15 t22,9.0,positive,9
t15 t2 t34 t31 t25 t31 t37 t35 t23,,negative,9
t20 t10 t22 t8 t41 t22 t25 t31 t15,,negative,9
t14 t6 t12 t15 t26 t12 t8 t26 t4,,negative,9
t37 t40 t40 t20 t3 t26 t37 t34 t20,,negative,9
t12 t40 t37 t8 t14 t15 t32 t2 t20,,negative,9
t14 t25 t35 t37 t8 t25 t32 t4 t36,,negative,9
t2 t26 t32 t6 t20 t31 t32 t31 t26,,negative,9
t23 t5 t10 t14 t41 t25 t25 t2 t15,,negative,9
t26 t22 t23 t4 t41 t35 t37 t41 t5,,negative,9
t8 t10 t15 t6 t15 t34 t24 t36 t9,,negative,9
t35 t24 t10 t37 t40 t15 t31 t22 t9 t22,9.0,positive,10
t35 t24 t10 t37 t40 t10 t4 t22 t34 t22,9.0,positive,10
t35 t24 t10 t37 t40 t15 t4 t22 t15 t22,9.0,positive,10
t35 t24 t10 t36 t40 t15 t31 t35 t9 t35,9.0,positive,10
t35 t24 t24 t6 t23 t22 t4 t22 t9 t35,10.0,positive,10
t35 t24 t10 t37 t40 t10 t4 t22 t9 t35,9.0,positive,10
t35 t37 t20 t40 t15 t26 t37 t8 t9 t35,10.0,positive,10
t35 t6 t24 t24 t40 t15 t31 t24 t9 t22,10.0,positive,10
t35 t24 t24 t40 t10 t41 t4 t22 t15 t35,9.0,positive,10
t35 t24 t10 t37 t40 t15 t31 t35 t9 t35,9.0,positive,10
t23 t9 t15 t14 t40 t5 t20 t20 t40 t40,,negative,10
t35 t25 t37 t36 t8 t32 t8 t20 t22 t34,,negative,10
t32 t35 t9 t15 t36 t32 t37 t37 t26 t3,,negative,10
t34 t34 t31 t26 t36 t26 t9 t26 t24 t22,,negative,10
t20 t31 t32 t14 t24 t41 t23 t20 t6 t31,,negative,10
t12 t23 t31 t10 t22 t36 t37 t3 t3 t2,,negative,10
t23 t6 t25 t6 t41 t4 t5 t20 t2 t35,,negative,10
t20 t12 t10 t41 t14 t2 t25 t10 t4 t15,,negative,10
t26 t31 t3 t14 t8 t14 t4 t41 t4 t31,,negative,10
t6 t26 t41 t32 t4 t10 t20 t12 t5 t9,,negative,10
t35 t24 t10 t36 t6 t23 t22 t31 t35 t15 t22,10.0,positive,11
t35 t24 t24 t6 t4 t9 t22 t4 t35 t34 t35,11.0,positive,11
t35 t6 t24 t24 t40 t10 t41 t3 t24 t15 t35,10.0,positive,11
t35 t24 t24 t6 t12 t2 t32 t31 t22 t34 t22,11.0,positive,11
t35 t6 t24 t5 t10 t41 t14 t37 t41 t15 t35,9.0,positive,11
t35 t36 t35 t6 t23 t22 t26 t37 t23 t9 t35,11.0,positive,11
t35 t24 t24 t6 t12 t35 t34 t4 t35 t15 t22,11.0,positive,11
t35 t24 t10 t36 t40 t15 t41 t3 t35 t9 t35,9.0,positive,11
t35 t24 t10 t37 t6 t23 t22 t4 t35 t34 t22,10.0,positive,11
t35 t24 t10 t36 t40 t10 t41 t3 t35 t15 t35,9.0,positive,11
t20 t12 t25 t25 t6 t12 t23 t22 t26 t31 t34,,negative,11
t36 t4 t37 t37 t22 t24 t26 t24 t31 t22 t24,,negative,11
t37 t22 t22 t37 t35 t34 t8 t15 t26 t20 t5,,negative,11
t36 t34 t35 t6 t36 t20 t24 t35 t25 t6 t25,,negative,11
t12 t5 t2 t40 t23 t5 t14 t36 t37 t25 t6,,negative,11
t26 t26 t41 t24 t20 t32 t20 t22 t10 t31 t22,,negative,11
t14 t3 t14 t8 t5 t6 t35 t34 t20 t36 t6,,negative,11
t37 t40 t14 t41 t26 t25 t6 t20 t24 t35 t22,,negative,11
t6 t24 t20 t41 t4 t23 t5 t23 t41 t35 t8,,negative,11
t6 t4 t37 t23 t14 t3 t34 t8 t15 t3 t26,,negative,11
t35 t6 t24 t10 t36 t40 t15 t41 t3 t24 t9 t22,10.0,positive,12
t35 t6 t37 t10 t41 t15 t8 t4 t25 t41 t15 t35,11.0,positive,12
t35 t37 t20 t6 t12 t35 t35 t26 t37 t8 t15 t35,12.0,positive,12
t35 t24 t24 t8 t37 t12 t34 t34 t4 t22 t34 t35,11.0,positive,12
t35 t37 t20 t8 t37 t23 t22 t26 t37 t8 t15 t35,11.0,positive,12
t35 t37 t35 t20 t26 t41 t10 t26 t37 t8 t15 t35,12.0,positive,12
t35 t37 t35 t6 t4 t15 t22 t26 t37 t23 t15 t35,12.0,positive,12
t35 t24 t10 t37 t6 t4 t15 t22 t4 t35 t34 t22,11.0,positive,12
t35 t6 t37 t10 t41 t15 t8 t31 t25 t41 t34 t35,11.0,positive,12
t35 t24 t10 t36 t6 t12 t34 t34 t31 t35 t9 t22,11.0,positive,12
t20 t34 t6 t12 t14 t24 t8 t8 t4 t20 t9 t32,,negative,12
t31 t3 t40 t20 t35 t15 t25 t9 t3 t8 t9 t24,,negative,12
t4 t20 t4 t14 t8 t24 t20 t32 t4 t10 t25 t4,,negative,12
t5 t23 t32 t6 t26 t4 t26 t25 t41 t35 t24 t12,,negative,12
